CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,
Time: 10:51:54 PM,,,,,,,,,,,,,,,,,,,,,
Station,"Anand Vihar, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,
Parameter,"AT,BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2",,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:20:59Z 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Anand Vihar, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,
 , ,,Anand Vihar , , , , ,,,,,,,,,,,,,,
From Date,To Date,Code,AT,BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2
27-01-2015 00:00,28-01-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
28-01-2015 00:00,29-01-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
29-01-2015 00:00,30-01-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
30-01-2015 00:00,31-01-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
31-01-2015 00:00,01-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
01-02-2015 00:00,02-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
02-02-2015 00:00,03-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
03-02-2015 00:00,04-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
04-02-2015 00:00,05-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
05-02-2015 00:00,06-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
06-02-2015 00:00,07-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
07-02-2015 00:00,08-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
08-02-2015 00:00,09-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
09-02-2015 00:00,10-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
10-02-2015 00:00,11-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
11-02-2015 00:00,12-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
12-02-2015 00:00,13-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
13-02-2015 00:00,14-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
14-02-2015 00:00,15-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
15-02-2015 00:00,16-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
16-02-2015 00:00,17-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
17-02-2015 00:00,18-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
18-02-2015 00:00,19-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
19-02-2015 00:00,20-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
20-02-2015 00:00,21-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
21-02-2015 00:00,22-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
22-02-2015 00:00,23-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
23-02-2015 00:00,24-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
24-02-2015 00:00,25-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
25-02-2015 00:00,26-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
26-02-2015 00:00,27-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
27-02-2015 00:00,28-02-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
28-02-2015 00:00,01-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
01-03-2015 00:00,02-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
02-03-2015 00:00,03-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
03-03-2015 00:00,04-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
04-03-2015 00:00,05-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
05-03-2015 00:00,06-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
06-03-2015 00:00,07-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
07-03-2015 00:00,08-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
08-03-2015 00:00,09-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
09-03-2015 00:00,10-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
10-03-2015 00:00,11-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
11-03-2015 00:00,12-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
12-03-2015 00:00,13-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
13-03-2015 00:00,14-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
14-03-2015 00:00,15-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
15-03-2015 00:00,16-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
16-03-2015 00:00,17-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
17-03-2015 00:00,18-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
18-03-2015 00:00,19-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
19-03-2015 00:00,20-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
20-03-2015 00:00,21-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
21-03-2015 00:00,22-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
22-03-2015 00:00,23-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
23-03-2015 00:00,24-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
24-03-2015 00:00,25-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
25-03-2015 00:00,26-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
26-03-2015 00:00,27-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
27-03-2015 00:00,28-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
28-03-2015 00:00,29-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
29-03-2015 00:00,30-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
30-03-2015 00:00,31-03-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
31-03-2015 00:00,01-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
01-04-2015 00:00,02-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
02-04-2015 00:00,03-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
03-04-2015 00:00,04-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
04-04-2015 00:00,05-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
05-04-2015 00:00,06-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
06-04-2015 00:00,07-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
07-04-2015 00:00,08-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
08-04-2015 00:00,09-04-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
09-04-2015 00:00,10-04-2015 00:00,AV,30.28,0.0,475.2,0.0,31.17,0.0,0.0,0.0,264.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-04-2015 00:00,11-04-2015 00:00,AV,29.82,0.0,449.36,0.0,36.19,0.0,0.0,0.0,256.39,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-04-2015 00:00,12-04-2015 00:00,AV,30.16,0.0,642.07,0.0,36.02,0.0,,0.0,160.52,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-04-2015 00:00,13-04-2015 00:00,AV,24.39,0.0,,0.0,52.89,0.0,,0.0,152.49,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-04-2015 00:00,14-04-2015 00:00,AV,24.93,0.0,157.53,0.0,58.04,0.0,,0.0,117.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-04-2015 00:00,15-04-2015 00:00,AV,27.01,0.0,259.99,0.0,51.91,0.0,,0.0,92.46,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-04-2015 00:00,16-04-2015 00:00,AV,26.79,0.0,433.27,0.0,54.27,0.0,,0.0,131.99,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-04-2015 00:00,17-04-2015 00:00,AV,26.82,0.0,337.44,0.0,51.23,0.0,,0.0,174.51,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-04-2015 00:00,18-04-2015 00:00,AV,29.32,0.0,463.25,0.0,44.56,0.0,,0.0,265.07,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-04-2015 00:00,19-04-2015 00:00,AV,32.68,0.0,499.61,0.0,36.48,0.0,,0.0,241.95,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-04-2015 00:00,20-04-2015 00:00,AV,34.9,0.0,668.64,0.0,30.99,0.0,,0.0,165.19,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-04-2015 00:00,21-04-2015 00:00,AV,33.68,0.0,556.62,0.0,35.36,0.0,,0.0,98.71,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-04-2015 00:00,22-04-2015 00:00,AV,34.12,0.0,692.83,0.0,29.24,0.0,,0.0,249.95,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-04-2015 00:00,23-04-2015 00:00,AV,33.78,0.0,688.45,0.0,20.12,0.0,,0.0,246.1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-04-2015 00:00,24-04-2015 00:00,AV,34.17,0.0,569.53,0.0,22.09,0.0,,0.0,164.15,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-04-2015 00:00,25-04-2015 00:00,AV,34.07,0.0,589.12,0.0,23.29,0.0,,0.0,147.34,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-04-2015 00:00,26-04-2015 00:00,AV,31.06,0.0,588.26,0.0,34.85,0.0,,0.0,88.74,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-04-2015 00:00,27-04-2015 00:00,AV,30.18,0.0,338.61,0.0,40.65,0.0,,0.0,80.64,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-04-2015 00:00,28-04-2015 00:00,AV,30.37,0.0,275.82,0.0,44.96,0.0,,0.0,83.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-04-2015 00:00,29-04-2015 00:00,AV,31.4,0.0,209.57,0.0,41.55,0.0,,0.0,100.36,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-04-2015 00:00,30-04-2015 00:00,AV,31.81,0.0,208.5,0.0,40.37,0.0,,0.0,97.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-04-2015 00:00,01-05-2015 00:00,AV,33.64,0.0,264.7,0.0,38.12,0.0,,0.0,84.62,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
01-05-2015 00:00,02-05-2015 00:00,AV,32.18,0.0,259.55,0.0,35.53,0.0,,0.0,101.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-05-2015 00:00,03-05-2015 00:00,AV,32.67,0.0,333.27,0.0,31.07,0.0,,0.0,179.99,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-05-2015 00:00,04-05-2015 00:00,AV,33.46,0.0,492.02,0.0,27.37,0.0,,0.0,156.04,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-05-2015 00:00,05-05-2015 00:00,AV,34.32,0.0,551.11,0.0,25.44,0.0,,0.0,187.66,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-05-2015 00:00,06-05-2015 00:00,AV,34.98,0.0,597.68,0.0,25.44,0.0,,0.0,219.03,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-05-2015 00:00,07-05-2015 00:00,AV,36.4,0.0,588.28,0.0,20.41,0.0,,0.0,226.95,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-05-2015 00:00,08-05-2015 00:00,AV,37.15,0.0,643.02,0.0,16.17,0.0,,0.0,250.38,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-05-2015 00:00,09-05-2015 00:00,AV,37.36,0.0,570.76,0.0,16.74,0.0,,0.0,239.73,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-05-2015 00:00,10-05-2015 00:00,AV,37.53,0.0,535.37,0.0,22.64,0.0,,0.0,196.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-05-2015 00:00,11-05-2015 00:00,AV,37.69,0.0,544.99,0.0,21.73,0.0,,0.0,206.36,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-05-2015 00:00,12-05-2015 00:00,AV,35.01,0.0,512.43,0.0,29.73,0.0,,0.0,188.36,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-05-2015 00:00,13-05-2015 00:00,AV,33.26,0.0,389.78,0.0,41.4,0.0,,0.0,127.96,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-05-2015 00:00,14-05-2015 00:00,AV,28.69,0.0,263.45,0.0,56.15,0.0,,0.0,133.98,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-05-2015 00:00,15-05-2015 00:00,AV,30.58,0.0,454.93,0.0,47.44,0.0,,0.0,180.29,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-05-2015 00:00,16-05-2015 00:00,AV,31.21,0.0,470.81,0.0,43.6,0.0,,0.0,212.24,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-05-2015 00:00,17-05-2015 00:00,AV,31.88,0.0,365.21,0.0,42.77,0.0,,0.0,149.33,0.0,0.0,0.0,,,,,,0.0,0.0
17-05-2015 00:00,18-05-2015 00:00,AV,34.62,0.0,282.94,0.0,37.33,0.0,,0.0,132.17,0.0,0.0,0.0,,,,,,0.0,0.0
18-05-2015 00:00,19-05-2015 00:00,AV,37.0,0.0,310.1,0.0,32.57,0.0,,0.0,122.85,0.0,0.0,0.0,,,,,,0.0,0.0
19-05-2015 00:00,20-05-2015 00:00,AV,34.62,0.0,403.67,0.0,36.89,0.0,,0.0,159.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-05-2015 00:00,21-05-2015 00:00,AV,33.99,0.0,377.54,0.0,34.38,0.0,,0.0,251.3,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-05-2015 00:00,22-05-2015 00:00,AV,37.28,0.0,576.34,0.0,24.94,0.0,,0.0,247.45,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-05-2015 00:00,23-05-2015 00:00,AV,37.91,0.0,481.58,0.0,20.2,0.0,,0.0,250.43,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-05-2015 00:00,24-05-2015 00:00,AV,39.49,0.0,581.82,0.0,18.38,0.0,,0.0,235.43,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-05-2015 00:00,25-05-2015 00:00,AV,41.54,0.0,422.77,0.0,18.75,0.0,,0.0,159.53,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-05-2015 00:00,26-05-2015 00:00,AV,39.97,0.0,549.35,0.0,18.25,0.0,,0.0,206.46,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-05-2015 00:00,27-05-2015 00:00,AV,38.53,0.0,597.48,0.0,19.09,0.0,,0.0,229.88,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-05-2015 00:00,28-05-2015 00:00,AV,37.37,0.0,468.33,0.0,18.8,0.0,,0.0,266.13,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-05-2015 00:00,29-05-2015 00:00,AV,37.03,0.0,976.03,0.0,24.07,0.0,,0.0,214.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-05-2015 00:00,30-05-2015 00:00,AV,37.06,0.0,562.15,0.0,25.49,0.0,,0.0,194.51,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-05-2015 00:00,31-05-2015 00:00,AV,36.23,0.0,607.36,0.0,29.78,0.0,,0.0,242.63,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
31-05-2015 00:00,01-06-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
01-06-2015 00:00,02-06-2015 00:00,AV,33.48,0.0,377.71,0.0,29.5,0.0,,0.0,172.28,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-06-2015 00:00,03-06-2015 00:00,AV,33.83,0.0,222.89,0.0,30.3,0.0,,0.0,186.06,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-06-2015 00:00,04-06-2015 00:00,AV,30.79,0.0,240.16,0.0,39.62,0.0,,0.0,188.35,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-06-2015 00:00,05-06-2015 00:00,AV,32.16,0.0,259.08,0.0,42.89,0.0,,0.0,199.5,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-06-2015 00:00,06-06-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
06-06-2015 00:00,07-06-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
07-06-2015 00:00,08-06-2015 00:00,AV,40.6,0.0,333.79,0.0,23.88,0.0,,0.0,166.36,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-06-2015 00:00,09-06-2015 00:00,AV,39.54,0.0,539.27,0.0,28.36,0.0,,0.0,229.02,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-06-2015 00:00,10-06-2015 00:00,AV,39.14,0.0,611.62,0.0,24.48,0.0,,0.0,253.54,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-06-2015 00:00,11-06-2015 00:00,AV,35.73,0.0,433.56,0.0,37.42,0.0,,0.0,263.29,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-06-2015 00:00,12-06-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
12-06-2015 00:00,13-06-2015 00:00,AV,39.19,0.0,664.86,0.0,30.6,0.0,,0.0,254.41,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
13-06-2015 00:00,14-06-2015 00:00,AV,32.51,0.0,423.94,0.0,44.92,0.0,,0.0,175.55,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
14-06-2015 00:00,15-06-2015 00:00,AV,27.82,0.0,169.8,0.0,64.36,0.0,,0.0,151.83,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-06-2015 00:00,16-06-2015 00:00,AV,33.89,0.0,455.23,0.0,41.84,0.0,,0.0,206.9,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-06-2015 00:00,17-06-2015 00:00,AV,34.49,0.0,599.55,0.0,45.08,0.0,,0.0,195.02,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-06-2015 00:00,18-06-2015 00:00,AV,36.16,0.0,559.1,0.0,40.1,0.0,,0.0,234.22,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-06-2015 00:00,19-06-2015 00:00,AV,37.5,0.0,444.31,0.0,38.18,0.0,,0.0,142.74,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-06-2015 00:00,20-06-2015 00:00,AV,36.8,0.0,411.95,0.0,43.69,0.0,,0.0,97.26,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-06-2015 00:00,21-06-2015 00:00,AV,33.51,0.0,495.2,0.0,50.14,0.0,,0.0,81.66,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-06-2015 00:00,22-06-2015 00:00,AV,30.85,0.0,123.0,0.0,61.73,0.0,,0.0,83.82,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-06-2015 00:00,23-06-2015 00:00,AV,31.9,0.0,233.9,0.0,61.4,0.0,,0.0,94.65,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-06-2015 00:00,24-06-2015 00:00,AV,32.88,0.0,369.68,0.0,57.47,0.0,,0.0,129.49,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-06-2015 00:00,25-06-2015 00:00,AV,30.15,0.0,322.4,0.0,67.55,0.0,,0.0,148.91,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-06-2015 00:00,26-06-2015 00:00,AV,26.11,0.0,98.28,0.0,76.6,0.0,,0.0,146.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-06-2015 00:00,27-06-2015 00:00,AV,31.69,0.0,374.62,0.0,58.12,0.0,,0.0,250.41,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-06-2015 00:00,28-06-2015 00:00,AV,33.76,0.0,391.91,0.0,50.58,0.0,,0.0,251.07,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-06-2015 00:00,29-06-2015 00:00,AV,35.45,0.0,413.58,0.0,44.57,0.0,,0.0,190.86,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-06-2015 00:00,30-06-2015 00:00,AV,30.78,0.0,130.22,0.0,59.34,0.0,,0.0,105.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-06-2015 00:00,01-07-2015 00:00,AV,31.21,0.0,178.4,0.0,57.69,0.0,,0.0,128.71,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
01-07-2015 00:00,02-07-2015 00:00,AV,32.05,0.0,229.75,0.0,56.32,0.0,,0.0,137.07,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
02-07-2015 00:00,03-07-2015 00:00,AV,34.63,0.0,358.3,0.0,47.25,0.0,,0.0,187.92,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
03-07-2015 00:00,04-07-2015 00:00,AV,34.89,0.0,406.32,0.0,47.04,0.0,,0.0,259.46,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
04-07-2015 00:00,05-07-2015 00:00,AV,32.31,0.0,330.62,0.0,55.51,0.0,,0.0,245.92,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
05-07-2015 00:00,06-07-2015 00:00,AV,38.07,0.0,698.4,0.0,42.26,0.0,,0.0,210.06,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
06-07-2015 00:00,07-07-2015 00:00,AV,28.96,0.0,176.52,0.0,69.08,0.0,,0.0,137.55,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
07-07-2015 00:00,08-07-2015 00:00,AV,28.34,0.0,110.06,0.0,75.3,0.0,,0.0,115.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
08-07-2015 00:00,09-07-2015 00:00,AV,31.31,0.0,202.67,0.0,67.21,0.0,,0.0,90.27,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
09-07-2015 00:00,10-07-2015 00:00,AV,29.96,0.0,220.5,0.0,72.4,0.0,,0.0,162.4,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
10-07-2015 00:00,11-07-2015 00:00,AV,27.06,0.0,156.02,0.0,82.06,0.0,,0.0,117.11,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
11-07-2015 00:00,12-07-2015 00:00,AV,24.95,0.0,55.62,0.0,84.96,0.0,,0.0,87.89,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
12-07-2015 00:00,13-07-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
13-07-2015 00:00,14-07-2015 00:00,AV,,,,,,,,,,,,,,,,,,,
14-07-2015 00:00,15-07-2015 00:00,AV,33.35,0.0,589.56,0.0,58.92,0.0,,0.0,256.15,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
15-07-2015 00:00,16-07-2015 00:00,AV,33.76,0.0,562.32,0.0,55.75,0.0,,0.0,249.02,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
16-07-2015 00:00,17-07-2015 00:00,AV,32.45,0.0,466.14,0.0,59.89,0.0,,0.0,186.39,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
17-07-2015 00:00,18-07-2015 00:00,AV,30.78,0.0,242.53,0.0,71.93,0.0,,0.0,97.31,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
18-07-2015 00:00,19-07-2015 00:00,AV,30.36,0.0,315.08,0.0,70.88,0.0,,0.0,119.05,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
19-07-2015 00:00,20-07-2015 00:00,AV,31.52,0.0,322.71,0.0,65.01,0.0,,0.0,181.48,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
20-07-2015 00:00,21-07-2015 00:00,AV,30.77,0.0,238.86,0.0,68.74,0.0,,0.0,94.41,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
21-07-2015 00:00,22-07-2015 00:00,AV,31.4,0.0,130.03,0.0,67.05,0.0,,0.0,91.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
22-07-2015 00:00,23-07-2015 00:00,AV,32.17,0.0,154.86,0.0,65.16,0.0,,0.0,94.92,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
23-07-2015 00:00,24-07-2015 00:00,AV,31.82,0.0,134.26,0.0,64.96,0.0,,0.0,88.6,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
24-07-2015 00:00,25-07-2015 00:00,AV,32.07,0.0,160.79,0.0,63.72,0.0,,0.0,93.44,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
25-07-2015 00:00,26-07-2015 00:00,AV,32.17,0.0,162.13,0.0,63.18,0.0,,0.0,97.55,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
26-07-2015 00:00,27-07-2015 00:00,AV,30.85,0.0,185.06,0.0,65.35,0.0,,0.0,94.16,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
27-07-2015 00:00,28-07-2015 00:00,AV,30.15,0.0,101.29,0.0,64.68,0.0,,0.0,110.62,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
28-07-2015 00:00,29-07-2015 00:00,AV,29.94,0.0,95.38,0.0,61.49,0.0,,0.0,120.67,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
29-07-2015 00:00,30-07-2015 00:00,AV,28.65,0.0,107.93,0.0,64.75,0.0,,0.0,110.67,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
30-07-2015 00:00,31-07-2015 00:00,AV,29.88,0.0,160.26,0.0,66.1,0.0,,0.0,163.82,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
31-07-2015 00:00,01-08-2015 00:00,AV,29.56,0.0,310.16,0.0,67.82,0.0,,0.0,216.03,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
