CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Saturday, Mar 10 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 03:11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"AT,Benzene,BP,CH4,CO,Eth-Benzene,NH3,NMHC,NO,NO2,NOx,O Xylene,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2,SR,SPM,THC,VWS,WD,WS,Temp,Toluene",,,,,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T16:37:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PB, New Delhi - DPCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,PB , , , , ,,,,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,AT,Benzene,BP,CH4,CO,Eth-Benzene,Temp,Toluene,NH3,NMHC,NO,NO2,NOx,O Xylene,SR,SPM,THC,VWS,WD,WS,Ozone,PM10,PM2.5,MP-Xylene,RH,SO2
9/9/2013 0:00,10/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2013 0:00,11/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2013 0:00,12/9/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2013 0:00,13-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2013 00:00,14-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2013 00:00,15-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2013 00:00,16-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2013 00:00,17-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2013 00:00,18-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2013 00:00,19-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-2013 00:00,20-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-09-2013 00:00,21-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2013 00:00,22-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2013 00:00,23-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2013 00:00,24-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2013 00:00,25-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2013 00:00,26-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-09-2013 00:00,27-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-09-2013 00:00,28-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2013 00:00,29-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2013 00:00,30-09-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-09-2013 00:00,1/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2013 0:00,2/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2013 0:00,3/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2013 0:00,4/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2013 0:00,5/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2013 0:00,6/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2013 0:00,7/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2013 0:00,8/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2013 0:00,9/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2013 0:00,10/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2013 0:00,11/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2013 0:00,12/10/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2013 0:00,13-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2013 00:00,14-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-10-2013 00:00,15-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2013 00:00,16-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2013 00:00,17-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2013 00:00,18-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-10-2013 00:00,19-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2013 00:00,20-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2013 00:00,21-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-10-2013 00:00,22-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-10-2013 00:00,23-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2013 00:00,24-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2013 00:00,25-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2013 00:00,26-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2013 00:00,27-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-10-2013 00:00,28-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-10-2013 00:00,29-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-10-2013 00:00,30-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-10-2013 00:00,31-10-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-10-2013 00:00,1/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2013 0:00,2/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2013 0:00,3/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2013 0:00,4/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2013 0:00,5/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2013 0:00,6/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2013 0:00,7/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2013 0:00,8/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2013 0:00,9/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2013 0:00,10/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2013 0:00,11/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2013 0:00,12/11/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2013 0:00,13-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2013 00:00,14-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-11-2013 00:00,15-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2013 00:00,16-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-11-2013 00:00,17-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-11-2013 00:00,18-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2013 00:00,19-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2013 00:00,20-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2013 00:00,21-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-2013 00:00,22-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-11-2013 00:00,23-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-11-2013 00:00,24-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-11-2013 00:00,25-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2013 00:00,26-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-11-2013 00:00,27-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-11-2013 00:00,28-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-11-2013 00:00,29-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-11-2013 00:00,30-11-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-11-2013 00:00,1/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2013 0:00,2/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2013 0:00,3/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2013 0:00,4/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2013 0:00,5/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2013 0:00,6/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2013 0:00,7/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2013 0:00,8/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2013 0:00,9/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2013 0:00,10/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2013 0:00,11/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2013 0:00,12/12/2013 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2013 0:00,13-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-2013 00:00,14-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-2013 00:00,15-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12-2013 00:00,16-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-2013 00:00,17-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-12-2013 00:00,18-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2013 00:00,19-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-12-2013 00:00,20-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-12-2013 00:00,21-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-2013 00:00,22-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-2013 00:00,23-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-12-2013 00:00,24-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-12-2013 00:00,25-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-12-2013 00:00,26-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-2013 00:00,27-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-12-2013 00:00,28-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-2013 00:00,29-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2013 00:00,30-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-12-2013 00:00,31-12-2013 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2013 00:00,1/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2014 0:00,2/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2014 0:00,3/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2014 0:00,4/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2014 0:00,5/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2014 0:00,6/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2014 0:00,7/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2014 0:00,8/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2014 0:00,9/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2014 0:00,10/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2014 0:00,11/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2014 0:00,12/1/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2014 0:00,13-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2014 00:00,14-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2014 00:00,15-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2014 00:00,16-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-01-2014 00:00,17-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-01-2014 00:00,18-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2014 00:00,19-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2014 00:00,20-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2014 00:00,21-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2014 00:00,22-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2014 00:00,23-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-01-2014 00:00,24-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-01-2014 00:00,25-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2014 00:00,26-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2014 00:00,27-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-01-2014 00:00,28-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2014 00:00,29-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2014 00:00,30-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-01-2014 00:00,31-01-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-01-2014 00:00,1/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2014 0:00,2/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2014 0:00,3/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2014 0:00,4/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2014 0:00,5/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2014 0:00,6/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2014 0:00,7/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2014 0:00,8/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2014 0:00,9/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2014 0:00,10/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2014 0:00,11/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2014 0:00,12/2/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2014 0:00,13-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2014 00:00,14-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2014 00:00,15-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2014 00:00,16-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2014 00:00,17-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2014 00:00,18-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-02-2014 00:00,19-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2014 00:00,20-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2014 00:00,21-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-02-2014 00:00,22-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2014 00:00,23-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2014 00:00,24-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2014 00:00,25-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2014 00:00,26-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2014 00:00,27-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2014 00:00,28-02-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2014 00:00,1/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2014 0:00,2/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2014 0:00,3/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2014 0:00,4/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2014 0:00,5/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2014 0:00,6/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2014 0:00,7/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2014 0:00,8/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2014 0:00,9/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2014 0:00,10/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2014 0:00,11/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2014 0:00,12/3/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2014 0:00,13-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2014 00:00,14-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2014 00:00,15-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2014 00:00,16-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2014 00:00,17-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2014 00:00,18-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2014 00:00,19-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2014 00:00,20-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2014 00:00,21-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2014 00:00,22-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2014 00:00,23-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2014 00:00,24-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2014 00:00,25-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2014 00:00,26-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2014 00:00,27-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2014 00:00,28-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2014 00:00,29-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2014 00:00,30-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2014 00:00,31-03-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2014 00:00,1/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2014 0:00,2/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2014 0:00,3/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2014 0:00,4/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2014 0:00,5/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2014 0:00,6/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2014 0:00,7/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2014 0:00,8/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2014 0:00,9/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2014 0:00,10/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2014 0:00,11/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2014 0:00,12/4/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2014 0:00,13-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2014 00:00,14-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2014 00:00,15-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2014 00:00,16-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2014 00:00,17-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2014 00:00,18-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2014 00:00,19-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2014 00:00,20-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2014 00:00,21-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2014 00:00,22-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2014 00:00,23-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2014 00:00,24-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2014 00:00,25-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2014 00:00,26-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2014 00:00,27-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2014 00:00,28-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2014 00:00,29-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2014 00:00,30-04-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2014 00:00,1/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2014 0:00,2/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2014 0:00,3/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2014 0:00,4/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2014 0:00,5/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2014 0:00,6/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2014 0:00,7/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2014 0:00,8/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2014 0:00,9/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2014 0:00,10/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2014 0:00,11/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2014 0:00,12/5/2014 0:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2014 0:00,13-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2014 00:00,14-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2014 00:00,15-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2014 00:00,16-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2014 00:00,17-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2014 00:00,18-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2014 00:00,19-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2014 00:00,20-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2014 00:00,21-05-2014 00:00,PB ,,,,,,,,,,,,,,,,,,,,,,,,,,
