CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,
Time: 01:33:59 AM,,,,,,,,,,,,,,,,
Station,"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,AT,SO2,Benzene,Toluene,NH3",,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,
To,01-01-2018 T15:01:59Z 00:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,,
 , ,,Mandir Marg , , , , ,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Toluene,NH3
23-07-2014 00:00,24-07-2014 00:00,MM,,,,,,,,,,,,,,
24-07-2014 00:00,25-07-2014 00:00,MM,,,,,,,,,,,,,,
25-07-2014 00:00,26-07-2014 00:00,MM,,,,,,,,,,,,,,
26-07-2014 00:00,27-07-2014 00:00,MM,,,,,,,,,,,,,,
27-07-2014 00:00,28-07-2014 00:00,MM,,,,,,,,,,,,,,
28-07-2014 00:00,29-07-2014 00:00,MM,,,,,,,,,,,,,,
29-07-2014 00:00,30-07-2014 00:00,MM,,,,,,,,,,,,,,
30-07-2014 00:00,31-07-2014 00:00,MM,,,,,,,,,,,,,,
31-07-2014 00:00,01-08-2014 00:00,MM,,,,,,,,,,,,,,
01-08-2014 00:00,02-08-2014 00:00,MM,,,,,,,,,,,,,,
02-08-2014 00:00,03-08-2014 00:00,MM,,,,,,,,,,,,,,
03-08-2014 00:00,04-08-2014 00:00,MM,,,,,,,,,,,,,,
04-08-2014 00:00,05-08-2014 00:00,MM,,,,,,,,,,,,,,
05-08-2014 00:00,06-08-2014 00:00,MM,,,,,,,,,,,,,,
06-08-2014 00:00,07-08-2014 00:00,MM,,,,,,,,,,,,,,
07-08-2014 00:00,08-08-2014 00:00,MM,,,,,,,,,,,,,,
08-08-2014 00:00,09-08-2014 00:00,MM,,,,,,,,,,,,,,
09-08-2014 00:00,10-08-2014 00:00,MM,,,,,,,,,,,,,,
10-08-2014 00:00,11-08-2014 00:00,MM,,,,,,,,,,,,,,
11-08-2014 00:00,12-08-2014 00:00,MM,,,,,,,,,,,,,,
12-08-2014 00:00,13-08-2014 00:00,MM,,,,,,,,,,,,,,
13-08-2014 00:00,14-08-2014 00:00,MM,,,,,,,,,,,,,,
14-08-2014 00:00,15-08-2014 00:00,MM,,,,,,,,,,,,,,
15-08-2014 00:00,16-08-2014 00:00,MM,,,,,,,,,,,,,,
16-08-2014 00:00,17-08-2014 00:00,MM,,,,,,,,,,,,,,
17-08-2014 00:00,18-08-2014 00:00,MM,,,,,,,,,,,,,,
18-08-2014 00:00,19-08-2014 00:00,MM,,,,,,,,,,,,,,
19-08-2014 00:00,20-08-2014 00:00,MM,,,,,,,,,,,,,,
20-08-2014 00:00,21-08-2014 00:00,MM,,,,,,,,,,,,,,
21-08-2014 00:00,22-08-2014 00:00,MM,,,,,,,,,,,,,,
22-08-2014 00:00,23-08-2014 00:00,MM,,,,,,,,,,,,,,
23-08-2014 00:00,24-08-2014 00:00,MM,,,,,,,,,,,,,,
24-08-2014 00:00,25-08-2014 00:00,MM,,,,,,,,,,,,,,
25-08-2014 00:00,26-08-2014 00:00,MM,,,,,,,,,,,,,,
26-08-2014 00:00,27-08-2014 00:00,MM,,,,,,,,,,,,,,
27-08-2014 00:00,28-08-2014 00:00,MM,,,,,,,,,,,,,,
28-08-2014 00:00,29-08-2014 00:00,MM,,,,,,,,,,,,,,
29-08-2014 00:00,30-08-2014 00:00,MM,,,,,,,,,,,,,,
30-08-2014 00:00,31-08-2014 00:00,MM,,,,,,,,,,,,,,
31-08-2014 00:00,01-09-2014 00:00,MM,,,,,,,,,,,,,,
01-09-2014 00:00,02-09-2014 00:00,MM,,,,,,,,,,,,,,
02-09-2014 00:00,03-09-2014 00:00,MM,,,,,,,,,,,,,,
03-09-2014 00:00,04-09-2014 00:00,MM,,,,,,,,,,,,,,
04-09-2014 00:00,05-09-2014 00:00,MM,,,,,,,,,,,,,,
05-09-2014 00:00,06-09-2014 00:00,MM,,,,,,,,,,,,,,
06-09-2014 00:00,07-09-2014 00:00,MM,,,,,,,,,,,,,,
07-09-2014 00:00,08-09-2014 00:00,MM,,,,,,,,,,,,,,
08-09-2014 00:00,09-09-2014 00:00,MM,,,,,,,,,,,,,,
09-09-2014 00:00,10-09-2014 00:00,MM,,,,,,,,,,,,,,
10-09-2014 00:00,11-09-2014 00:00,MM,,,,,,,,,,,,,,
11-09-2014 00:00,12-09-2014 00:00,MM,,,,,,,,,,,,,,
12-09-2014 00:00,13-09-2014 00:00,MM,,,,,,,,,,,,,,
13-09-2014 00:00,14-09-2014 00:00,MM,,,,,,,,,,,,,,
14-09-2014 00:00,15-09-2014 00:00,MM,,,,,,,,,,,,,,
15-09-2014 00:00,16-09-2014 00:00,MM,,,,,,,,,,,,,,
16-09-2014 00:00,17-09-2014 00:00,MM,,,,,,,,,,,,,,
17-09-2014 00:00,18-09-2014 00:00,MM,,,,,,,,,,,,,,
18-09-2014 00:00,19-09-2014 00:00,MM,,,,,,,,,,,,,,
19-09-2014 00:00,20-09-2014 00:00,MM,,,,,,,,,,,,,,
20-09-2014 00:00,21-09-2014 00:00,MM,,,,,,,,,,,,,,
21-09-2014 00:00,22-09-2014 00:00,MM,,,,,,,,,,,,,,
22-09-2014 00:00,23-09-2014 00:00,MM,,,,,,,,,,,,,,
23-09-2014 00:00,24-09-2014 00:00,MM,,,,,,,,,,,,,,
24-09-2014 00:00,25-09-2014 00:00,MM,,,,,,,,,,,,,,
25-09-2014 00:00,26-09-2014 00:00,MM,,,,,,,,,,,,,,
26-09-2014 00:00,27-09-2014 00:00,MM,,,,,,,,,,,,,,
27-09-2014 00:00,28-09-2014 00:00,MM,,,,,,,,,,,,,,
28-09-2014 00:00,29-09-2014 00:00,MM,,,,,,,,,,,,,,
29-09-2014 00:00,30-09-2014 00:00,MM,,,,,,,,,,,,,,
30-09-2014 00:00,01-10-2014 00:00,MM,,,,,,,,,,,,,,
01-10-2014 00:00,02-10-2014 00:00,MM,,,,,,,,,,,,,,
02-10-2014 00:00,03-10-2014 00:00,MM,,,,,,,,,,,,,,
03-10-2014 00:00,04-10-2014 00:00,MM,,,,,,,,,,,,,,
04-10-2014 00:00,05-10-2014 00:00,MM,,,,,,,,,,,,,,
05-10-2014 00:00,06-10-2014 00:00,MM,,,,,,,,,,,,,,
06-10-2014 00:00,07-10-2014 00:00,MM,,,,,,,,,,,,,,
07-10-2014 00:00,08-10-2014 00:00,MM,,,,,,,,,,,,,,
08-10-2014 00:00,09-10-2014 00:00,MM,,,,,,,,,,,,,,
09-10-2014 00:00,10-10-2014 00:00,MM,,,,,,,,,,,,,,
10-10-2014 00:00,11-10-2014 00:00,MM,,,,,,,,,,,,,,
11-10-2014 00:00,12-10-2014 00:00,MM,,,,,,,,,,,,,,
12-10-2014 00:00,13-10-2014 00:00,MM,,,,,,,,,,,,,,
13-10-2014 00:00,14-10-2014 00:00,MM,,,,,,,,,,,,,,
14-10-2014 00:00,15-10-2014 00:00,MM,,,,,,,,,,,,,,
15-10-2014 00:00,16-10-2014 00:00,MM,,,,,,,,,,,,,,
16-10-2014 00:00,17-10-2014 00:00,MM,,,,,,,,,,,,,,
17-10-2014 00:00,18-10-2014 00:00,MM,,,,,,,,,,,,,,
18-10-2014 00:00,19-10-2014 00:00,MM,,,,,,,,,,,,,,
19-10-2014 00:00,20-10-2014 00:00,MM,,,,,,,,,,,,,,
20-10-2014 00:00,21-10-2014 00:00,MM,,,,,,,,,,,,,,
21-10-2014 00:00,22-10-2014 00:00,MM,,,,,,,,,,,,,,
22-10-2014 00:00,23-10-2014 00:00,MM,,,,,,,,,,,,,,
23-10-2014 00:00,24-10-2014 00:00,MM,,,,,,,,,,,,,,
24-10-2014 00:00,25-10-2014 00:00,MM,,,,,,,,,,,,,,
25-10-2014 00:00,26-10-2014 00:00,MM,,,,,,,,,,,,,,
26-10-2014 00:00,27-10-2014 00:00,MM,,,,,,,,,,,,,,
27-10-2014 00:00,28-10-2014 00:00,MM,,,,,,,,,,,,,,
28-10-2014 00:00,29-10-2014 00:00,MM,,,,,,,,,,,,,,
29-10-2014 00:00,30-10-2014 00:00,MM,,,,,,,,,,,,,,
30-10-2014 00:00,31-10-2014 00:00,MM,,,,,,,,,,,,,,
31-10-2014 00:00,01-11-2014 00:00,MM,,,,,,,,,,,,,,
01-11-2014 00:00,02-11-2014 00:00,MM,,,,,,,,,,,,,,
02-11-2014 00:00,03-11-2014 00:00,MM,,,,,,,,,,,,,,
03-11-2014 00:00,04-11-2014 00:00,MM,,,,,,,,,,,,,,
04-11-2014 00:00,05-11-2014 00:00,MM,,,,,,,,,,,,,,
05-11-2014 00:00,06-11-2014 00:00,MM,,,,,,,,,,,,,,
06-11-2014 00:00,07-11-2014 00:00,MM,,,,,,,,,,,,,,
07-11-2014 00:00,08-11-2014 00:00,MM,,,,,,,,,,,,,,
08-11-2014 00:00,09-11-2014 00:00,MM,,,,,,,,,,,,,,
09-11-2014 00:00,10-11-2014 00:00,MM,,,,,,,,,,,,,,
10-11-2014 00:00,11-11-2014 00:00,MM,,,,,,,,,,,,,,
11-11-2014 00:00,12-11-2014 00:00,MM,,,,,,,,,,,,,,
12-11-2014 00:00,13-11-2014 00:00,MM,,,,,,,,,,,,,,
13-11-2014 00:00,14-11-2014 00:00,MM,,,,,,,,,,,,,,
14-11-2014 00:00,15-11-2014 00:00,MM,,,,,,,,,,,,,,
15-11-2014 00:00,16-11-2014 00:00,MM,,,,,,,,,,,,,,
16-11-2014 00:00,17-11-2014 00:00,MM,,,,,,,,,,,,,,
17-11-2014 00:00,18-11-2014 00:00,MM,,,,,,,,,,,,,,
18-11-2014 00:00,19-11-2014 00:00,MM,,,,,,,,,,,,,,
19-11-2014 00:00,20-11-2014 00:00,MM,,,,,,,,,,,,,,
20-11-2014 00:00,21-11-2014 00:00,MM,,,,,,,,,,,,,,
21-11-2014 00:00,22-11-2014 00:00,MM,,,,,,,,,,,,,,
22-11-2014 00:00,23-11-2014 00:00,MM,,,,,,,,,,,,,,
23-11-2014 00:00,24-11-2014 00:00,MM,,,,,,,,,,,,,,
24-11-2014 00:00,25-11-2014 00:00,MM,,,,,,,,,,,,,,
25-11-2014 00:00,26-11-2014 00:00,MM,,,,,,,,,,,,,,
26-11-2014 00:00,27-11-2014 00:00,MM,,,,,,,,,,,,,,
27-11-2014 00:00,28-11-2014 00:00,MM,,,,,,,,,,,,,,
28-11-2014 00:00,29-11-2014 00:00,MM,,,,,,,,,,,,,,
29-11-2014 00:00,30-11-2014 00:00,MM,,,,,,,,,,,,,,
30-11-2014 00:00,01-12-2014 00:00,MM,,,,,,,,,,,,,,
01-12-2014 00:00,02-12-2014 00:00,MM,,,,,,,,,,,,,,
02-12-2014 00:00,03-12-2014 00:00,MM,,,,,,,,,,,,,,
03-12-2014 00:00,04-12-2014 00:00,MM,,,,,,,,,,,,,,
04-12-2014 00:00,05-12-2014 00:00,MM,,,,,,,,,,,,,,
05-12-2014 00:00,06-12-2014 00:00,MM,,,,,,,,,,,,,,
06-12-2014 00:00,07-12-2014 00:00,MM,,,,,,,,,,,,,,
07-12-2014 00:00,08-12-2014 00:00,MM,,,,,,,,,,,,,,
08-12-2014 00:00,09-12-2014 00:00,MM,,,,,,,,,,,,,,
09-12-2014 00:00,10-12-2014 00:00,MM,,,,,,,,,,,,,,
10-12-2014 00:00,11-12-2014 00:00,MM,,,,,,,,,,,,,,
11-12-2014 00:00,12-12-2014 00:00,MM,,,,,,,,,,,,,,
12-12-2014 00:00,13-12-2014 00:00,MM,,,,,,,,,,,,,,
13-12-2014 00:00,14-12-2014 00:00,MM,,,,,,,,,,,,,,
14-12-2014 00:00,15-12-2014 00:00,MM,,,,,,,,,,,,,,
15-12-2014 00:00,16-12-2014 00:00,MM,,,,,,,,,,,,,,
16-12-2014 00:00,17-12-2014 00:00,MM,,,,,,,,,,,,,,
17-12-2014 00:00,18-12-2014 00:00,MM,,,,,,,,,,,,,,
18-12-2014 00:00,19-12-2014 00:00,MM,,,,,,,,,,,,,,
19-12-2014 00:00,20-12-2014 00:00,MM,,,,,,,,,,,,,,
20-12-2014 00:00,21-12-2014 00:00,MM,,,,,,,,,,,,,,
21-12-2014 00:00,22-12-2014 00:00,MM,,,,,,,,,,,,,,
22-12-2014 00:00,23-12-2014 00:00,MM,,,,,,,,,,,,,,
23-12-2014 00:00,24-12-2014 00:00,MM,,,,,,,,,,,,,,
24-12-2014 00:00,25-12-2014 00:00,MM,,,,,,,,,,,,,,
25-12-2014 00:00,26-12-2014 00:00,MM,,,,,,,,,,,,,,
26-12-2014 00:00,27-12-2014 00:00,MM,,,,,,,,,,,,,,
27-12-2014 00:00,28-12-2014 00:00,MM,,,,,,,,,,,,,,
28-12-2014 00:00,29-12-2014 00:00,MM,,,,,,,,,,,,,,
29-12-2014 00:00,30-12-2014 00:00,MM,,,,,,,,,,,,,,
30-12-2014 00:00,31-12-2014 00:00,MM,,,,,,,,,,,,,,
31-12-2014 00:00,01-01-2015 00:00,MM,,,,,,,,,,,,,,
01-01-2015 00:00,02-01-2015 00:00,MM,,,,,,,,,,,,,,
02-01-2015 00:00,03-01-2015 00:00,MM,,,,,,,,,,,,,,
03-01-2015 00:00,04-01-2015 00:00,MM,,,,,,,,,,,,,,
04-01-2015 00:00,05-01-2015 00:00,MM,,,,,,,,,,,,,,
05-01-2015 00:00,06-01-2015 00:00,MM,,,,,,,,,,,,,,
06-01-2015 00:00,07-01-2015 00:00,MM,,,,,,,,,,,,,,
07-01-2015 00:00,08-01-2015 00:00,MM,,,,,,,,,,,,,,
08-01-2015 00:00,09-01-2015 00:00,MM,,,,,,,,,,,,,,
09-01-2015 00:00,10-01-2015 00:00,MM,,,,,,,,,,,,,,
10-01-2015 00:00,11-01-2015 00:00,MM,,,,,,,,,,,,,,
11-01-2015 00:00,12-01-2015 00:00,MM,,,,,,,,,,,,,,
12-01-2015 00:00,13-01-2015 00:00,MM,,,,,,,,,,,,,,
13-01-2015 00:00,14-01-2015 00:00,MM,,,,,,,,,,,,,,
14-01-2015 00:00,15-01-2015 00:00,MM,,,,,,,,,,,,,,
15-01-2015 00:00,16-01-2015 00:00,MM,,,,,,,,,,,,,,
16-01-2015 00:00,17-01-2015 00:00,MM,,,,,,,,,,,,,,
17-01-2015 00:00,18-01-2015 00:00,MM,,,,,,,,,,,,,,
18-01-2015 00:00,19-01-2015 00:00,MM,,,,,,,,,,,,,,
19-01-2015 00:00,20-01-2015 00:00,MM,,,,,,,,,,,,,,
20-01-2015 00:00,21-01-2015 00:00,MM,,,,,,,,,,,,,,
21-01-2015 00:00,22-01-2015 00:00,MM,,,,,,,,,,,,,,
22-01-2015 00:00,23-01-2015 00:00,MM,,,,,,,,,,,,,,
23-01-2015 00:00,24-01-2015 00:00,MM,,,,,,,,,,,,,,
24-01-2015 00:00,25-01-2015 00:00,MM,,,,,,,,,,,,,,
25-01-2015 00:00,26-01-2015 00:00,MM,,,,,,,,,,,,,,
26-01-2015 00:00,27-01-2015 00:00,MM,,,,,,,,,,,,,,
27-01-2015 00:00,28-01-2015 00:00,MM,,,,,,,,,,,,,,
28-01-2015 00:00,29-01-2015 00:00,MM,,,,,,,,,,,,,,
29-01-2015 00:00,30-01-2015 00:00,MM,,,,,,,,,,,,,,
30-01-2015 00:00,31-01-2015 00:00,MM,,,,,,,,,,,,,,
31-01-2015 00:00,01-02-2015 00:00,MM,,,,,,,,,,,,,,
01-02-2015 00:00,02-02-2015 00:00,MM,,,,,,,,,,,,,,
02-02-2015 00:00,03-02-2015 00:00,MM,,,,,,,,,,,,,,
03-02-2015 00:00,04-02-2015 00:00,MM,,,,,,,,,,,,,,
04-02-2015 00:00,05-02-2015 00:00,MM,,,,,,,,,,,,,,
05-02-2015 00:00,06-02-2015 00:00,MM,,,,,,,,,,,,,,
06-02-2015 00:00,07-02-2015 00:00,MM,,,,,,,,,,,,,,
07-02-2015 00:00,08-02-2015 00:00,MM,,,,,,,,,,,,,,
08-02-2015 00:00,09-02-2015 00:00,MM,,,,,,,,,,,,,,
09-02-2015 00:00,10-02-2015 00:00,MM,,,,,,,,,,,,,,
10-02-2015 00:00,11-02-2015 00:00,MM,,,,,,,,,,,,,,
11-02-2015 00:00,12-02-2015 00:00,MM,,,,,,,,,,,,,,
12-02-2015 00:00,13-02-2015 00:00,MM,,,,,,,,,,,,,,
13-02-2015 00:00,14-02-2015 00:00,MM,,,,,,,,,,,,,,
14-02-2015 00:00,15-02-2015 00:00,MM,,,,,,,,,,,,,,
15-02-2015 00:00,16-02-2015 00:00,MM,,,,,,,,,,,,,,
16-02-2015 00:00,17-02-2015 00:00,MM,,,,,,,,,,,,,,
17-02-2015 00:00,18-02-2015 00:00,MM,,,,,,,,,,,,,,
18-02-2015 00:00,19-02-2015 00:00,MM,,,,,,,,,,,,,,
19-02-2015 00:00,20-02-2015 00:00,MM,,,,,,,,,,,,,,
20-02-2015 00:00,21-02-2015 00:00,MM,,,,,,,,,,,,,,
21-02-2015 00:00,22-02-2015 00:00,MM,,,,,,,,,,,,,,
22-02-2015 00:00,23-02-2015 00:00,MM,,,,,,,,,,,,,,
23-02-2015 00:00,24-02-2015 00:00,MM,,,,,,,,,,,,,,
24-02-2015 00:00,25-02-2015 00:00,MM,,,,,,,,,,,,,,
25-02-2015 00:00,26-02-2015 00:00,MM,,,,,,,,,,,,,,
26-02-2015 00:00,27-02-2015 00:00,MM,,,,,,,,,,,,,,
27-02-2015 00:00,28-02-2015 00:00,MM,,,,,,,,,,,,,,
28-02-2015 00:00,01-03-2015 00:00,MM,,,,,,,,,,,,,,
01-03-2015 00:00,02-03-2015 00:00,MM,,,,,,,,,,,,,,
02-03-2015 00:00,03-03-2015 00:00,MM,,,,,,,,,,,,,,
03-03-2015 00:00,04-03-2015 00:00,MM,,,,,,,,,,,,,,
04-03-2015 00:00,05-03-2015 00:00,MM,,,,,,,,,,,,,,
05-03-2015 00:00,06-03-2015 00:00,MM,,,,,,,,,,,,,,
06-03-2015 00:00,07-03-2015 00:00,MM,,,,,,,,,,,,,,
07-03-2015 00:00,08-03-2015 00:00,MM,,,,,,,,,,,,,,
08-03-2015 00:00,09-03-2015 00:00,MM,,,,,,,,,,,,,,
09-03-2015 00:00,10-03-2015 00:00,MM,,,,,,,,,,,,,,
10-03-2015 00:00,11-03-2015 00:00,MM,,,,,,,,,,,,,,
11-03-2015 00:00,12-03-2015 00:00,MM,,,,,,,,,,,,,,
12-03-2015 00:00,13-03-2015 00:00,MM,,,,,,,,,,,,,,
13-03-2015 00:00,14-03-2015 00:00,MM,,,,,,,,,,,,,,
14-03-2015 00:00,15-03-2015 00:00,MM,,,,,,,,,,,,,,
15-03-2015 00:00,16-03-2015 00:00,MM,,,,,,,,,,,,,,
16-03-2015 00:00,17-03-2015 00:00,MM,,,,,,,,,,,,,,
17-03-2015 00:00,18-03-2015 00:00,MM,,,,,,,,,,,,,,
18-03-2015 00:00,19-03-2015 00:00,MM,,,,,,,,,,,,,,
19-03-2015 00:00,20-03-2015 00:00,MM,,,,,,,,,,,,,,
20-03-2015 00:00,21-03-2015 00:00,MM,,,,,,,,,,,,,,
21-03-2015 00:00,22-03-2015 00:00,MM,,,,,,,,,,,,,,
22-03-2015 00:00,23-03-2015 00:00,MM,,,,,,,,,,,,,,
23-03-2015 00:00,24-03-2015 00:00,MM,,,,,,,,,,,,,,
24-03-2015 00:00,25-03-2015 00:00,MM,,,,,,,,,,,,,,
25-03-2015 00:00,26-03-2015 00:00,MM,,,,,,,,,,,,,,
26-03-2015 00:00,27-03-2015 00:00,MM,,,,,,,,,,,,,,
27-03-2015 00:00,28-03-2015 00:00,MM,,,,,,,,,,,,,,
28-03-2015 00:00,29-03-2015 00:00,MM,,,,,,,,,,,,,,
29-03-2015 00:00,30-03-2015 00:00,MM,,,,,,,,,,,,,,
30-03-2015 00:00,31-03-2015 00:00,MM,,,,,,,,,,,,,,
31-03-2015 00:00,01-04-2015 00:00,MM,,,,,,,,,,,,,,
01-04-2015 00:00,02-04-2015 00:00,MM,,,,,,,,,,,,,,
02-04-2015 00:00,03-04-2015 00:00,MM,,,,,,,,,,,,,,
03-04-2015 00:00,04-04-2015 00:00,MM,,,,,,,,,,,,,,
04-04-2015 00:00,05-04-2015 00:00,MM,,,,,,,,,,,,,,
05-04-2015 00:00,06-04-2015 00:00,MM,,,,,,,,,,,,,,
06-04-2015 00:00,07-04-2015 00:00,MM,,,,,,,,,,,,,,
07-04-2015 00:00,08-04-2015 00:00,MM,,,,,,,,,,,,,,
08-04-2015 00:00,09-04-2015 00:00,MM,,,,,,,,,,,,,,
09-04-2015 00:00,10-04-2015 00:00,MM,49.77,,0.04,0.0,0.0,0.0,0.0,0.0,4.67,0.0,28.06,12.35,0.0,
10-04-2015 00:00,11-04-2015 00:00,MM,62.8,,0.02,0.0,0.0,0.0,0.0,0.0,32.67,0.0,45.13,62.11,0.0,
11-04-2015 00:00,12-04-2015 00:00,MM,78.33,,-0.01,0.0,0.0,0.0,0.0,0.0,51.6,0.0,47.65,94.7,0.0,
12-04-2015 00:00,13-04-2015 00:00,MM,127.5,,,,,,,,105.0,,27.5,71.0,,
13-04-2015 00:00,14-04-2015 00:00,MM,36.96,,0.09,0.0,0.0,0.0,0.0,0.0,12.91,0.0,31.12,18.52,0.0,
14-04-2015 00:00,15-04-2015 00:00,MM,51.75,,0.09,0.0,0.0,0.0,0.0,0.0,40.06,0.0,31.7,40.46,0.0,
15-04-2015 00:00,16-04-2015 00:00,MM,55.57,,0.0,0.0,0.0,0.0,0.0,0.0,47.15,0.0,7.5,44.86,0.0,
16-04-2015 00:00,17-04-2015 00:00,MM,58.45,,0.04,0.0,0.0,0.0,0.0,0.0,38.98,0.0,11.44,53.57,0.0,
17-04-2015 00:00,18-04-2015 00:00,MM,57.36,,0.0,0.0,0.0,0.0,0.0,0.0,29.85,0.0,42.05,34.88,0.0,
18-04-2015 00:00,19-04-2015 00:00,MM,50.68,,-0.01,0.0,0.0,0.0,0.0,0.0,17.58,0.0,57.33,36.04,0.0,
19-04-2015 00:00,20-04-2015 00:00,MM,89.09,,-0.07,0.0,0.0,0.0,0.0,0.0,47.56,0.0,38.0,76.57,0.0,
20-04-2015 00:00,21-04-2015 00:00,MM,170.84,,0.09,0.0,0.0,0.0,0.0,0.0,65.38,0.0,33.07,110.33,0.0,
21-04-2015 00:00,22-04-2015 00:00,MM,177.84,,0.05,0.0,0.0,0.0,0.0,0.0,46.77,0.0,37.02,93.96,0.0,
22-04-2015 00:00,23-04-2015 00:00,MM,103.25,,-0.09,0.0,0.0,0.0,0.0,0.0,47.98,0.0,49.17,85.31,0.0,
23-04-2015 00:00,24-04-2015 00:00,MM,86.38,,0.01,0.0,0.0,0.0,0.0,0.0,60.64,0.0,67.97,83.52,0.0,
24-04-2015 00:00,25-04-2015 00:00,MM,111.91,,-0.02,0.0,0.0,0.0,0.0,0.0,85.53,0.0,70.88,123.02,0.0,
25-04-2015 00:00,26-04-2015 00:00,MM,141.87,,0.13,0.0,0.0,0.0,0.0,0.0,67.09,0.0,38.4,99.75,0.0,
26-04-2015 00:00,27-04-2015 00:00,MM,80.78,,0.12,0.0,0.0,0.0,0.0,0.0,29.22,0.0,56.17,46.57,0.0,
27-04-2015 00:00,28-04-2015 00:00,MM,79.5,,0.12,0.0,0.0,0.0,0.0,0.0,37.57,0.0,49.7,54.67,0.0,
28-04-2015 00:00,29-04-2015 00:00,MM,73.62,,0.06,0.0,0.0,0.0,0.0,0.0,39.43,0.0,58.45,55.02,0.0,
29-04-2015 00:00,30-04-2015 00:00,MM,62.92,,0.09,0.0,0.0,0.0,0.0,0.0,40.23,0.0,61.29,40.77,0.0,
30-04-2015 00:00,01-05-2015 00:00,MM,75.08,,0.11,0.0,0.0,0.0,0.0,0.0,49.62,0.0,52.23,46.17,0.0,
01-05-2015 00:00,02-05-2015 00:00,MM,72.07,,-0.0,0.0,0.0,0.0,0.0,0.0,28.49,0.0,69.98,64.11,0.0,
02-05-2015 00:00,03-05-2015 00:00,MM,66.74,,0.01,0.0,0.0,0.0,0.0,0.0,48.72,0.0,63.84,60.36,0.0,
03-05-2015 00:00,04-05-2015 00:00,MM,64.58,,-0.04,0.0,0.0,0.0,0.0,0.0,43.05,0.0,65.78,58.56,0.0,
04-05-2015 00:00,05-05-2015 00:00,MM,83.17,,0.02,0.0,0.0,0.0,0.0,0.0,62.36,0.0,55.26,79.48,0.0,
05-05-2015 00:00,06-05-2015 00:00,MM,104.85,,-0.01,0.0,0.0,0.0,0.0,0.0,73.68,0.0,72.68,138.62,0.0,
06-05-2015 00:00,07-05-2015 00:00,MM,131.56,,-0.01,0.0,0.0,0.0,0.0,0.0,67.34,0.0,60.81,143.4,0.0,
07-05-2015 00:00,08-05-2015 00:00,MM,107.98,,0.06,0.0,0.0,0.0,0.0,0.0,48.49,0.0,57.28,109.75,0.0,
08-05-2015 00:00,09-05-2015 00:00,MM,96.17,,-0.08,0.0,0.0,0.0,0.0,0.0,39.64,0.0,52.26,73.52,0.0,
09-05-2015 00:00,10-05-2015 00:00,MM,93.44,,-0.06,0.0,0.0,0.0,0.0,0.0,49.66,0.0,40.87,81.48,0.0,
10-05-2015 00:00,11-05-2015 00:00,MM,114.27,,0.0,0.0,0.0,0.0,0.0,0.0,92.86,0.0,17.86,94.18,0.0,
11-05-2015 00:00,12-05-2015 00:00,MM,67.04,,0.03,0.0,0.0,0.0,0.0,0.0,24.36,0.0,70.14,58.41,0.0,
12-05-2015 00:00,13-05-2015 00:00,MM,117.14,,0.04,0.0,0.0,0.0,0.0,0.0,37.07,0.0,54.51,98.75,0.0,
13-05-2015 00:00,14-05-2015 00:00,MM,116.4,,,0.0,0.0,0.0,0.0,0.0,105.6,0.0,47.2,96.8,0.0,
14-05-2015 00:00,15-05-2015 00:00,MM,28.84,,-0.0,0.0,0.0,0.0,0.0,0.0,12.95,0.0,66.32,30.5,0.0,
15-05-2015 00:00,16-05-2015 00:00,MM,70.48,,-0.03,0.0,0.0,0.0,0.0,0.0,59.13,0.0,58.51,69.56,0.0,
16-05-2015 00:00,17-05-2015 00:00,MM,58.35,,-0.02,0.0,0.0,0.0,0.0,0.0,74.92,0.0,71.91,57.17,0.0,
17-05-2015 00:00,18-05-2015 00:00,MM,69.62,,0.02,0.0,0.0,0.0,0.0,,,,49.4,79.33,0.0,
18-05-2015 00:00,19-05-2015 00:00,MM,66.38,,0.02,0.0,0.0,0.0,0.0,,,,88.47,54.83,0.0,
19-05-2015 00:00,20-05-2015 00:00,MM,92.61,,-0.04,0.0,0.0,0.0,0.0,,,,49.19,98.31,0.0,
20-05-2015 00:00,21-05-2015 00:00,MM,51.38,,-0.05,0.0,0.0,0.0,0.0,,,,60.45,56.33,0.0,
21-05-2015 00:00,22-05-2015 00:00,MM,88.63,,-0.06,0.0,0.0,0.0,0.0,,,,68.6,69.13,0.0,
22-05-2015 00:00,23-05-2015 00:00,MM,82.43,,-0.01,0.0,0.0,0.0,0.0,0.0,4.84,0.0,63.3,48.79,0.0,
23-05-2015 00:00,24-05-2015 00:00,MM,58.88,,-0.12,0.0,0.0,0.0,0.0,0.0,31.22,0.0,54.13,18.2,0.0,
