CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,
Time: 01:33:59 AM,,,,,,,,,,,,,,,,
Station,"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,AT,SO2,Benzene,Toluene,NH3",,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,
To,01-01-2018 T15:01:59Z 00:00,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,,
 , ,,Mandir Marg , , , , ,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Toluene,NH3
12-08-2013 00:00,13-08-2013 00:00,MM,,,,,,,,,,,,,,
13-08-2013 00:00,14-08-2013 00:00,MM,,,,,,,,,,,,,,
14-08-2013 00:00,15-08-2013 00:00,MM,,,,,,,,,,,,,,
15-08-2013 00:00,16-08-2013 00:00,MM,,,,,,,,,,,,,,
16-08-2013 00:00,17-08-2013 00:00,MM,,,,,,,,,,,,,,
17-08-2013 00:00,18-08-2013 00:00,MM,,,,,,,,,,,,,,
18-08-2013 00:00,19-08-2013 00:00,MM,,,,,,,,,,,,,,
19-08-2013 00:00,20-08-2013 00:00,MM,,,,,,,,,,,,,,
20-08-2013 00:00,21-08-2013 00:00,MM,,,,,,,,,,,,,,
21-08-2013 00:00,22-08-2013 00:00,MM,,,,,,,,,,,,,,
22-08-2013 00:00,23-08-2013 00:00,MM,,,,,,,,,,,,,,
23-08-2013 00:00,24-08-2013 00:00,MM,,,,,,,,,,,,,,
24-08-2013 00:00,25-08-2013 00:00,MM,,,,,,,,,,,,,,
25-08-2013 00:00,26-08-2013 00:00,MM,,,,,,,,,,,,,,
26-08-2013 00:00,27-08-2013 00:00,MM,,,,,,,,,,,,,,
27-08-2013 00:00,28-08-2013 00:00,MM,,,,,,,,,,,,,,
28-08-2013 00:00,29-08-2013 00:00,MM,,,,,,,,,,,,,,
29-08-2013 00:00,30-08-2013 00:00,MM,,,,,,,,,,,,,,
30-08-2013 00:00,31-08-2013 00:00,MM,,,,,,,,,,,,,,
31-08-2013 00:00,01-09-2013 00:00,MM,,,,,,,,,,,,,,
01-09-2013 00:00,02-09-2013 00:00,MM,,,,,,,,,,,,,,
02-09-2013 00:00,03-09-2013 00:00,MM,,,,,,,,,,,,,,
03-09-2013 00:00,04-09-2013 00:00,MM,,,,,,,,,,,,,,
04-09-2013 00:00,05-09-2013 00:00,MM,,,,,,,,,,,,,,
05-09-2013 00:00,06-09-2013 00:00,MM,,,,,,,,,,,,,,
06-09-2013 00:00,07-09-2013 00:00,MM,,,,,,,,,,,,,,
07-09-2013 00:00,08-09-2013 00:00,MM,,,,,,,,,,,,,,
08-09-2013 00:00,09-09-2013 00:00,MM,,,,,,,,,,,,,,
09-09-2013 00:00,10-09-2013 00:00,MM,,,,,,,,,,,,,,
10-09-2013 00:00,11-09-2013 00:00,MM,,,,,,,,,,,,,,
11-09-2013 00:00,12-09-2013 00:00,MM,,,,,,,,,,,,,,
12-09-2013 00:00,13-09-2013 00:00,MM,,,,,,,,,,,,,,
13-09-2013 00:00,14-09-2013 00:00,MM,,,,,,,,,,,,,,
14-09-2013 00:00,15-09-2013 00:00,MM,,,,,,,,,,,,,,
15-09-2013 00:00,16-09-2013 00:00,MM,,,,,,,,,,,,,,
16-09-2013 00:00,17-09-2013 00:00,MM,,,,,,,,,,,,,,
17-09-2013 00:00,18-09-2013 00:00,MM,,,,,,,,,,,,,,
18-09-2013 00:00,19-09-2013 00:00,MM,,,,,,,,,,,,,,
19-09-2013 00:00,20-09-2013 00:00,MM,,,,,,,,,,,,,,
20-09-2013 00:00,21-09-2013 00:00,MM,,,,,,,,,,,,,,
21-09-2013 00:00,22-09-2013 00:00,MM,,,,,,,,,,,,,,
22-09-2013 00:00,23-09-2013 00:00,MM,,,,,,,,,,,,,,
23-09-2013 00:00,24-09-2013 00:00,MM,,,,,,,,,,,,,,
24-09-2013 00:00,25-09-2013 00:00,MM,,,,,,,,,,,,,,
25-09-2013 00:00,26-09-2013 00:00,MM,,,,,,,,,,,,,,
26-09-2013 00:00,27-09-2013 00:00,MM,,,,,,,,,,,,,,
27-09-2013 00:00,28-09-2013 00:00,MM,,,,,,,,,,,,,,
28-09-2013 00:00,29-09-2013 00:00,MM,,,,,,,,,,,,,,
29-09-2013 00:00,30-09-2013 00:00,MM,,,,,,,,,,,,,,
30-09-2013 00:00,01-10-2013 00:00,MM,,,,,,,,,,,,,,
01-10-2013 00:00,02-10-2013 00:00,MM,,,,,,,,,,,,,,
02-10-2013 00:00,03-10-2013 00:00,MM,,,,,,,,,,,,,,
03-10-2013 00:00,04-10-2013 00:00,MM,,,,,,,,,,,,,,
04-10-2013 00:00,05-10-2013 00:00,MM,,,,,,,,,,,,,,
05-10-2013 00:00,06-10-2013 00:00,MM,,,,,,,,,,,,,,
06-10-2013 00:00,07-10-2013 00:00,MM,,,,,,,,,,,,,,
07-10-2013 00:00,08-10-2013 00:00,MM,,,,,,,,,,,,,,
08-10-2013 00:00,09-10-2013 00:00,MM,,,,,,,,,,,,,,
09-10-2013 00:00,10-10-2013 00:00,MM,,,,,,,,,,,,,,
10-10-2013 00:00,11-10-2013 00:00,MM,,,,,,,,,,,,,,
11-10-2013 00:00,12-10-2013 00:00,MM,,,,,,,,,,,,,,
12-10-2013 00:00,13-10-2013 00:00,MM,,,,,,,,,,,,,,
13-10-2013 00:00,14-10-2013 00:00,MM,,,,,,,,,,,,,,
14-10-2013 00:00,15-10-2013 00:00,MM,,,,,,,,,,,,,,
15-10-2013 00:00,16-10-2013 00:00,MM,,,,,,,,,,,,,,
16-10-2013 00:00,17-10-2013 00:00,MM,,,,,,,,,,,,,,
17-10-2013 00:00,18-10-2013 00:00,MM,,,,,,,,,,,,,,
18-10-2013 00:00,19-10-2013 00:00,MM,,,,,,,,,,,,,,
19-10-2013 00:00,20-10-2013 00:00,MM,,,,,,,,,,,,,,
20-10-2013 00:00,21-10-2013 00:00,MM,,,,,,,,,,,,,,
21-10-2013 00:00,22-10-2013 00:00,MM,,,,,,,,,,,,,,
22-10-2013 00:00,23-10-2013 00:00,MM,,,,,,,,,,,,,,
23-10-2013 00:00,24-10-2013 00:00,MM,,,,,,,,,,,,,,
24-10-2013 00:00,25-10-2013 00:00,MM,,,,,,,,,,,,,,
25-10-2013 00:00,26-10-2013 00:00,MM,,,,,,,,,,,,,,
26-10-2013 00:00,27-10-2013 00:00,MM,,,,,,,,,,,,,,
27-10-2013 00:00,28-10-2013 00:00,MM,,,,,,,,,,,,,,
28-10-2013 00:00,29-10-2013 00:00,MM,,,,,,,,,,,,,,
29-10-2013 00:00,30-10-2013 00:00,MM,,,,,,,,,,,,,,
30-10-2013 00:00,31-10-2013 00:00,MM,,,,,,,,,,,,,,
31-10-2013 00:00,01-11-2013 00:00,MM,,,,,,,,,,,,,,
01-11-2013 00:00,02-11-2013 00:00,MM,,,,,,,,,,,,,,
02-11-2013 00:00,03-11-2013 00:00,MM,,,,,,,,,,,,,,
03-11-2013 00:00,04-11-2013 00:00,MM,,,,,,,,,,,,,,
04-11-2013 00:00,05-11-2013 00:00,MM,,,,,,,,,,,,,,
05-11-2013 00:00,06-11-2013 00:00,MM,,,,,,,,,,,,,,
06-11-2013 00:00,07-11-2013 00:00,MM,,,,,,,,,,,,,,
07-11-2013 00:00,08-11-2013 00:00,MM,,,,,,,,,,,,,,
08-11-2013 00:00,09-11-2013 00:00,MM,,,,,,,,,,,,,,
09-11-2013 00:00,10-11-2013 00:00,MM,,,,,,,,,,,,,,
10-11-2013 00:00,11-11-2013 00:00,MM,,,,,,,,,,,,,,
11-11-2013 00:00,12-11-2013 00:00,MM,,,,,,,,,,,,,,
12-11-2013 00:00,13-11-2013 00:00,MM,,,,,,,,,,,,,,
13-11-2013 00:00,14-11-2013 00:00,MM,,,,,,,,,,,,,,
14-11-2013 00:00,15-11-2013 00:00,MM,,,,,,,,,,,,,,
15-11-2013 00:00,16-11-2013 00:00,MM,,,,,,,,,,,,,,
16-11-2013 00:00,17-11-2013 00:00,MM,,,,,,,,,,,,,,
17-11-2013 00:00,18-11-2013 00:00,MM,,,,,,,,,,,,,,
18-11-2013 00:00,19-11-2013 00:00,MM,,,,,,,,,,,,,,
19-11-2013 00:00,20-11-2013 00:00,MM,,,,,,,,,,,,,,
20-11-2013 00:00,21-11-2013 00:00,MM,,,,,,,,,,,,,,
21-11-2013 00:00,22-11-2013 00:00,MM,,,,,,,,,,,,,,
22-11-2013 00:00,23-11-2013 00:00,MM,,,,,,,,,,,,,,
23-11-2013 00:00,24-11-2013 00:00,MM,,,,,,,,,,,,,,
24-11-2013 00:00,25-11-2013 00:00,MM,,,,,,,,,,,,,,
25-11-2013 00:00,26-11-2013 00:00,MM,,,,,,,,,,,,,,
26-11-2013 00:00,27-11-2013 00:00,MM,,,,,,,,,,,,,,
27-11-2013 00:00,28-11-2013 00:00,MM,,,,,,,,,,,,,,
28-11-2013 00:00,29-11-2013 00:00,MM,,,,,,,,,,,,,,
29-11-2013 00:00,30-11-2013 00:00,MM,,,,,,,,,,,,,,
30-11-2013 00:00,01-12-2013 00:00,MM,,,,,,,,,,,,,,
01-12-2013 00:00,02-12-2013 00:00,MM,,,,,,,,,,,,,,
02-12-2013 00:00,03-12-2013 00:00,MM,,,,,,,,,,,,,,
03-12-2013 00:00,04-12-2013 00:00,MM,,,,,,,,,,,,,,
04-12-2013 00:00,05-12-2013 00:00,MM,,,,,,,,,,,,,,
05-12-2013 00:00,06-12-2013 00:00,MM,,,,,,,,,,,,,,
06-12-2013 00:00,07-12-2013 00:00,MM,,,,,,,,,,,,,,
07-12-2013 00:00,08-12-2013 00:00,MM,,,,,,,,,,,,,,
08-12-2013 00:00,09-12-2013 00:00,MM,,,,,,,,,,,,,,
09-12-2013 00:00,10-12-2013 00:00,MM,,,,,,,,,,,,,,
10-12-2013 00:00,11-12-2013 00:00,MM,,,,,,,,,,,,,,
11-12-2013 00:00,12-12-2013 00:00,MM,,,,,,,,,,,,,,
12-12-2013 00:00,13-12-2013 00:00,MM,,,,,,,,,,,,,,
13-12-2013 00:00,14-12-2013 00:00,MM,,,,,,,,,,,,,,
14-12-2013 00:00,15-12-2013 00:00,MM,,,,,,,,,,,,,,
15-12-2013 00:00,16-12-2013 00:00,MM,,,,,,,,,,,,,,
16-12-2013 00:00,17-12-2013 00:00,MM,,,,,,,,,,,,,,
17-12-2013 00:00,18-12-2013 00:00,MM,,,,,,,,,,,,,,
18-12-2013 00:00,19-12-2013 00:00,MM,,,,,,,,,,,,,,
19-12-2013 00:00,20-12-2013 00:00,MM,,,,,,,,,,,,,,
20-12-2013 00:00,21-12-2013 00:00,MM,,,,,,,,,,,,,,
21-12-2013 00:00,22-12-2013 00:00,MM,,,,,,,,,,,,,,
22-12-2013 00:00,23-12-2013 00:00,MM,,,,,,,,,,,,,,
23-12-2013 00:00,24-12-2013 00:00,MM,,,,,,,,,,,,,,
24-12-2013 00:00,25-12-2013 00:00,MM,,,,,,,,,,,,,,
25-12-2013 00:00,26-12-2013 00:00,MM,,,,,,,,,,,,,,
26-12-2013 00:00,27-12-2013 00:00,MM,,,,,,,,,,,,,,
27-12-2013 00:00,28-12-2013 00:00,MM,,,,,,,,,,,,,,
28-12-2013 00:00,29-12-2013 00:00,MM,,,,,,,,,,,,,,
29-12-2013 00:00,30-12-2013 00:00,MM,,,,,,,,,,,,,,
30-12-2013 00:00,31-12-2013 00:00,MM,,,,,,,,,,,,,,
31-12-2013 00:00,01-01-2014 00:00,MM,,,,,,,,,,,,,,
01-01-2014 00:00,02-01-2014 00:00,MM,,,,,,,,,,,,,,
02-01-2014 00:00,03-01-2014 00:00,MM,,,,,,,,,,,,,,
03-01-2014 00:00,04-01-2014 00:00,MM,,,,,,,,,,,,,,
04-01-2014 00:00,05-01-2014 00:00,MM,,,,,,,,,,,,,,
05-01-2014 00:00,06-01-2014 00:00,MM,,,,,,,,,,,,,,
06-01-2014 00:00,07-01-2014 00:00,MM,,,,,,,,,,,,,,
07-01-2014 00:00,08-01-2014 00:00,MM,,,,,,,,,,,,,,
08-01-2014 00:00,09-01-2014 00:00,MM,,,,,,,,,,,,,,
09-01-2014 00:00,10-01-2014 00:00,MM,,,,,,,,,,,,,,
10-01-2014 00:00,11-01-2014 00:00,MM,,,,,,,,,,,,,,
11-01-2014 00:00,12-01-2014 00:00,MM,,,,,,,,,,,,,,
12-01-2014 00:00,13-01-2014 00:00,MM,,,,,,,,,,,,,,
13-01-2014 00:00,14-01-2014 00:00,MM,,,,,,,,,,,,,,
14-01-2014 00:00,15-01-2014 00:00,MM,,,,,,,,,,,,,,
15-01-2014 00:00,16-01-2014 00:00,MM,,,,,,,,,,,,,,
16-01-2014 00:00,17-01-2014 00:00,MM,,,,,,,,,,,,,,
17-01-2014 00:00,18-01-2014 00:00,MM,,,,,,,,,,,,,,
18-01-2014 00:00,19-01-2014 00:00,MM,,,,,,,,,,,,,,
19-01-2014 00:00,20-01-2014 00:00,MM,,,,,,,,,,,,,,
20-01-2014 00:00,21-01-2014 00:00,MM,,,,,,,,,,,,,,
21-01-2014 00:00,22-01-2014 00:00,MM,,,,,,,,,,,,,,
22-01-2014 00:00,23-01-2014 00:00,MM,,,,,,,,,,,,,,
23-01-2014 00:00,24-01-2014 00:00,MM,,,,,,,,,,,,,,
24-01-2014 00:00,25-01-2014 00:00,MM,,,,,,,,,,,,,,
25-01-2014 00:00,26-01-2014 00:00,MM,,,,,,,,,,,,,,
26-01-2014 00:00,27-01-2014 00:00,MM,,,,,,,,,,,,,,
27-01-2014 00:00,28-01-2014 00:00,MM,,,,,,,,,,,,,,
28-01-2014 00:00,29-01-2014 00:00,MM,,,,,,,,,,,,,,
29-01-2014 00:00,30-01-2014 00:00,MM,,,,,,,,,,,,,,
30-01-2014 00:00,31-01-2014 00:00,MM,,,,,,,,,,,,,,
31-01-2014 00:00,01-02-2014 00:00,MM,,,,,,,,,,,,,,
01-02-2014 00:00,02-02-2014 00:00,MM,,,,,,,,,,,,,,
02-02-2014 00:00,03-02-2014 00:00,MM,,,,,,,,,,,,,,
03-02-2014 00:00,04-02-2014 00:00,MM,,,,,,,,,,,,,,
04-02-2014 00:00,05-02-2014 00:00,MM,,,,,,,,,,,,,,
05-02-2014 00:00,06-02-2014 00:00,MM,,,,,,,,,,,,,,
06-02-2014 00:00,07-02-2014 00:00,MM,,,,,,,,,,,,,,
07-02-2014 00:00,08-02-2014 00:00,MM,,,,,,,,,,,,,,
08-02-2014 00:00,09-02-2014 00:00,MM,,,,,,,,,,,,,,
09-02-2014 00:00,10-02-2014 00:00,MM,,,,,,,,,,,,,,
10-02-2014 00:00,11-02-2014 00:00,MM,,,,,,,,,,,,,,
11-02-2014 00:00,12-02-2014 00:00,MM,,,,,,,,,,,,,,
12-02-2014 00:00,13-02-2014 00:00,MM,,,,,,,,,,,,,,
13-02-2014 00:00,14-02-2014 00:00,MM,,,,,,,,,,,,,,
14-02-2014 00:00,15-02-2014 00:00,MM,,,,,,,,,,,,,,
15-02-2014 00:00,16-02-2014 00:00,MM,,,,,,,,,,,,,,
16-02-2014 00:00,17-02-2014 00:00,MM,,,,,,,,,,,,,,
17-02-2014 00:00,18-02-2014 00:00,MM,,,,,,,,,,,,,,
18-02-2014 00:00,19-02-2014 00:00,MM,,,,,,,,,,,,,,
19-02-2014 00:00,20-02-2014 00:00,MM,,,,,,,,,,,,,,
20-02-2014 00:00,21-02-2014 00:00,MM,,,,,,,,,,,,,,
21-02-2014 00:00,22-02-2014 00:00,MM,,,,,,,,,,,,,,
22-02-2014 00:00,23-02-2014 00:00,MM,,,,,,,,,,,,,,
23-02-2014 00:00,24-02-2014 00:00,MM,,,,,,,,,,,,,,
24-02-2014 00:00,25-02-2014 00:00,MM,,,,,,,,,,,,,,
25-02-2014 00:00,26-02-2014 00:00,MM,,,,,,,,,,,,,,
26-02-2014 00:00,27-02-2014 00:00,MM,,,,,,,,,,,,,,
27-02-2014 00:00,28-02-2014 00:00,MM,,,,,,,,,,,,,,
28-02-2014 00:00,01-03-2014 00:00,MM,,,,,,,,,,,,,,
01-03-2014 00:00,02-03-2014 00:00,MM,,,,,,,,,,,,,,
02-03-2014 00:00,03-03-2014 00:00,MM,,,,,,,,,,,,,,
03-03-2014 00:00,04-03-2014 00:00,MM,,,,,,,,,,,,,,
04-03-2014 00:00,05-03-2014 00:00,MM,,,,,,,,,,,,,,
05-03-2014 00:00,06-03-2014 00:00,MM,,,,,,,,,,,,,,
06-03-2014 00:00,07-03-2014 00:00,MM,,,,,,,,,,,,,,
07-03-2014 00:00,08-03-2014 00:00,MM,,,,,,,,,,,,,,
08-03-2014 00:00,09-03-2014 00:00,MM,,,,,,,,,,,,,,
09-03-2014 00:00,10-03-2014 00:00,MM,,,,,,,,,,,,,,
10-03-2014 00:00,11-03-2014 00:00,MM,,,,,,,,,,,,,,
11-03-2014 00:00,12-03-2014 00:00,MM,,,,,,,,,,,,,,
12-03-2014 00:00,13-03-2014 00:00,MM,,,,,,,,,,,,,,
13-03-2014 00:00,14-03-2014 00:00,MM,,,,,,,,,,,,,,
14-03-2014 00:00,15-03-2014 00:00,MM,,,,,,,,,,,,,,
15-03-2014 00:00,16-03-2014 00:00,MM,,,,,,,,,,,,,,
16-03-2014 00:00,17-03-2014 00:00,MM,,,,,,,,,,,,,,
17-03-2014 00:00,18-03-2014 00:00,MM,,,,,,,,,,,,,,
18-03-2014 00:00,19-03-2014 00:00,MM,,,,,,,,,,,,,,
19-03-2014 00:00,20-03-2014 00:00,MM,,,,,,,,,,,,,,
20-03-2014 00:00,21-03-2014 00:00,MM,,,,,,,,,,,,,,
21-03-2014 00:00,22-03-2014 00:00,MM,,,,,,,,,,,,,,
22-03-2014 00:00,23-03-2014 00:00,MM,,,,,,,,,,,,,,
23-03-2014 00:00,24-03-2014 00:00,MM,,,,,,,,,,,,,,
24-03-2014 00:00,25-03-2014 00:00,MM,,,,,,,,,,,,,,
25-03-2014 00:00,26-03-2014 00:00,MM,,,,,,,,,,,,,,
26-03-2014 00:00,27-03-2014 00:00,MM,,,,,,,,,,,,,,
27-03-2014 00:00,28-03-2014 00:00,MM,,,,,,,,,,,,,,
28-03-2014 00:00,29-03-2014 00:00,MM,,,,,,,,,,,,,,
29-03-2014 00:00,30-03-2014 00:00,MM,,,,,,,,,,,,,,
30-03-2014 00:00,31-03-2014 00:00,MM,,,,,,,,,,,,,,
31-03-2014 00:00,01-04-2014 00:00,MM,,,,,,,,,,,,,,
01-04-2014 00:00,02-04-2014 00:00,MM,,,,,,,,,,,,,,
02-04-2014 00:00,03-04-2014 00:00,MM,,,,,,,,,,,,,,
03-04-2014 00:00,04-04-2014 00:00,MM,,,,,,,,,,,,,,
04-04-2014 00:00,05-04-2014 00:00,MM,,,,,,,,,,,,,,
05-04-2014 00:00,06-04-2014 00:00,MM,,,,,,,,,,,,,,
06-04-2014 00:00,07-04-2014 00:00,MM,,,,,,,,,,,,,,
07-04-2014 00:00,08-04-2014 00:00,MM,,,,,,,,,,,,,,
08-04-2014 00:00,09-04-2014 00:00,MM,,,,,,,,,,,,,,
09-04-2014 00:00,10-04-2014 00:00,MM,,,,,,,,,,,,,,
10-04-2014 00:00,11-04-2014 00:00,MM,,,,,,,,,,,,,,
11-04-2014 00:00,12-04-2014 00:00,MM,,,,,,,,,,,,,,
12-04-2014 00:00,13-04-2014 00:00,MM,,,,,,,,,,,,,,
13-04-2014 00:00,14-04-2014 00:00,MM,,,,,,,,,,,,,,
14-04-2014 00:00,15-04-2014 00:00,MM,,,,,,,,,,,,,,
15-04-2014 00:00,16-04-2014 00:00,MM,,,,,,,,,,,,,,
16-04-2014 00:00,17-04-2014 00:00,MM,,,,,,,,,,,,,,
17-04-2014 00:00,18-04-2014 00:00,MM,,,,,,,,,,,,,,
18-04-2014 00:00,19-04-2014 00:00,MM,,,,,,,,,,,,,,
19-04-2014 00:00,20-04-2014 00:00,MM,,,,,,,,,,,,,,
20-04-2014 00:00,21-04-2014 00:00,MM,,,,,,,,,,,,,,
21-04-2014 00:00,22-04-2014 00:00,MM,,,,,,,,,,,,,,
22-04-2014 00:00,23-04-2014 00:00,MM,,,,,,,,,,,,,,
23-04-2014 00:00,24-04-2014 00:00,MM,,,,,,,,,,,,,,
24-04-2014 00:00,25-04-2014 00:00,MM,,,,,,,,,,,,,,
25-04-2014 00:00,26-04-2014 00:00,MM,,,,,,,,,,,,,,
26-04-2014 00:00,27-04-2014 00:00,MM,,,,,,,,,,,,,,
27-04-2014 00:00,28-04-2014 00:00,MM,,,,,,,,,,,,,,
28-04-2014 00:00,29-04-2014 00:00,MM,,,,,,,,,,,,,,
29-04-2014 00:00,30-04-2014 00:00,MM,,,,,,,,,,,,,,
30-04-2014 00:00,01-05-2014 00:00,MM,,,,,,,,,,,,,,
01-05-2014 00:00,02-05-2014 00:00,MM,,,,,,,,,,,,,,
02-05-2014 00:00,03-05-2014 00:00,MM,,,,,,,,,,,,,,
03-05-2014 00:00,04-05-2014 00:00,MM,,,,,,,,,,,,,,
04-05-2014 00:00,05-05-2014 00:00,MM,,,,,,,,,,,,,,
05-05-2014 00:00,06-05-2014 00:00,MM,,,,,,,,,,,,,,
06-05-2014 00:00,07-05-2014 00:00,MM,,,,,,,,,,,,,,
07-05-2014 00:00,08-05-2014 00:00,MM,,,,,,,,,,,,,,
08-05-2014 00:00,09-05-2014 00:00,MM,,,,,,,,,,,,,,
09-05-2014 00:00,10-05-2014 00:00,MM,,,,,,,,,,,,,,
10-05-2014 00:00,11-05-2014 00:00,MM,,,,,,,,,,,,,,
11-05-2014 00:00,12-05-2014 00:00,MM,,,,,,,,,,,,,,
12-05-2014 00:00,13-05-2014 00:00,MM,,,,,,,,,,,,,,
13-05-2014 00:00,14-05-2014 00:00,MM,,,,,,,,,,,,,,
14-05-2014 00:00,15-05-2014 00:00,MM,,,,,,,,,,,,,,
15-05-2014 00:00,16-05-2014 00:00,MM,,,,,,,,,,,,,,
16-05-2014 00:00,17-05-2014 00:00,MM,,,,,,,,,,,,,,
17-05-2014 00:00,18-05-2014 00:00,MM,,,,,,,,,,,,,,
18-05-2014 00:00,19-05-2014 00:00,MM,,,,,,,,,,,,,,
19-05-2014 00:00,20-05-2014 00:00,MM,,,,,,,,,,,,,,
20-05-2014 00:00,21-05-2014 00:00,MM,,,,,,,,,,,,,,
21-05-2014 00:00,22-05-2014 00:00,MM,,,,,,,,,,,,,,
22-05-2014 00:00,23-05-2014 00:00,MM,,,,,,,,,,,,,,
23-05-2014 00:00,24-05-2014 00:00,MM,,,,,,,,,,,,,,
24-05-2014 00:00,25-05-2014 00:00,MM,,,,,,,,,,,,,,
25-05-2014 00:00,26-05-2014 00:00,MM,,,,,,,,,,,,,,
26-05-2014 00:00,27-05-2014 00:00,MM,,,,,,,,,,,,,,
27-05-2014 00:00,28-05-2014 00:00,MM,,,,,,,,,,,,,,
28-05-2014 00:00,29-05-2014 00:00,MM,,,,,,,,,,,,,,
29-05-2014 00:00,30-05-2014 00:00,MM,,,,,,,,,,,,,,
30-05-2014 00:00,31-05-2014 00:00,MM,,,,,,,,,,,,,,
31-05-2014 00:00,01-06-2014 00:00,MM,,,,,,,,,,,,,,
01-06-2014 00:00,02-06-2014 00:00,MM,,,,,,,,,,,,,,
02-06-2014 00:00,03-06-2014 00:00,MM,,,,,,,,,,,,,,
03-06-2014 00:00,04-06-2014 00:00,MM,,,,,,,,,,,,,,
04-06-2014 00:00,05-06-2014 00:00,MM,,,,,,,,,,,,,,
05-06-2014 00:00,06-06-2014 00:00,MM,,,,,,,,,,,,,,
06-06-2014 00:00,07-06-2014 00:00,MM,,,,,,,,,,,,,,
07-06-2014 00:00,08-06-2014 00:00,MM,,,,,,,,,,,,,,
08-06-2014 00:00,09-06-2014 00:00,MM,,,,,,,,,,,,,,
09-06-2014 00:00,10-06-2014 00:00,MM,,,,,,,,,,,,,,
10-06-2014 00:00,11-06-2014 00:00,MM,,,,,,,,,,,,,,
11-06-2014 00:00,12-06-2014 00:00,MM,,,,,,,,,,,,,,
12-06-2014 00:00,13-06-2014 00:00,MM,,,,,,,,,,,,,,
13-06-2014 00:00,14-06-2014 00:00,MM,,,,,,,,,,,,,,
14-06-2014 00:00,15-06-2014 00:00,MM,,,,,,,,,,,,,,
15-06-2014 00:00,16-06-2014 00:00,MM,,,,,,,,,,,,,,
16-06-2014 00:00,17-06-2014 00:00,MM,,,,,,,,,,,,,,
17-06-2014 00:00,18-06-2014 00:00,MM,,,,,,,,,,,,,,
18-06-2014 00:00,19-06-2014 00:00,MM,,,,,,,,,,,,,,
19-06-2014 00:00,20-06-2014 00:00,MM,,,,,,,,,,,,,,
20-06-2014 00:00,21-06-2014 00:00,MM,,,,,,,,,,,,,,
21-06-2014 00:00,22-06-2014 00:00,MM,,,,,,,,,,,,,,
22-06-2014 00:00,23-06-2014 00:00,MM,,,,,,,,,,,,,,
23-06-2014 00:00,24-06-2014 00:00,MM,,,,,,,,,,,,,,
24-06-2014 00:00,25-06-2014 00:00,MM,,,,,,,,,,,,,,
25-06-2014 00:00,26-06-2014 00:00,MM,,,,,,,,,,,,,,
26-06-2014 00:00,27-06-2014 00:00,MM,,,,,,,,,,,,,,
27-06-2014 00:00,28-06-2014 00:00,MM,,,,,,,,,,,,,,
28-06-2014 00:00,29-06-2014 00:00,MM,,,,,,,,,,,,,,
29-06-2014 00:00,30-06-2014 00:00,MM,,,,,,,,,,,,,,
30-06-2014 00:00,01-07-2014 00:00,MM,,,,,,,,,,,,,,
01-07-2014 00:00,02-07-2014 00:00,MM,,,,,,,,,,,,,,
02-07-2014 00:00,03-07-2014 00:00,MM,,,,,,,,,,,,,,
03-07-2014 00:00,04-07-2014 00:00,MM,,,,,,,,,,,,,,
04-07-2014 00:00,05-07-2014 00:00,MM,,,,,,,,,,,,,,
05-07-2014 00:00,06-07-2014 00:00,MM,,,,,,,,,,,,,,
06-07-2014 00:00,07-07-2014 00:00,MM,,,,,,,,,,,,,,
07-07-2014 00:00,08-07-2014 00:00,MM,,,,,,,,,,,,,,
08-07-2014 00:00,09-07-2014 00:00,MM,,,,,,,,,,,,,,
09-07-2014 00:00,10-07-2014 00:00,MM,,,,,,,,,,,,,,
10-07-2014 00:00,11-07-2014 00:00,MM,,,,,,,,,,,,,,
11-07-2014 00:00,12-07-2014 00:00,MM,,,,,,,,,,,,,,
12-07-2014 00:00,13-07-2014 00:00,MM,,,,,,,,,,,,,,
13-07-2014 00:00,14-07-2014 00:00,MM,,,,,,,,,,,,,,
14-07-2014 00:00,15-07-2014 00:00,MM,,,,,,,,,,,,,,
15-07-2014 00:00,16-07-2014 00:00,MM,,,,,,,,,,,,,,
16-07-2014 00:00,17-07-2014 00:00,MM,,,,,,,,,,,,,,
17-07-2014 00:00,18-07-2014 00:00,MM,,,,,,,,,,,,,,
18-07-2014 00:00,19-07-2014 00:00,MM,,,,,,,,,,,,,,
19-07-2014 00:00,20-07-2014 00:00,MM,,,,,,,,,,,,,,
20-07-2014 00:00,21-07-2014 00:00,MM,,,,,,,,,,,,,,
21-07-2014 00:00,22-07-2014 00:00,MM,,,,,,,,,,,,,,
22-07-2014 00:00,23-07-2014 00:00,MM,,,,,,,,,,,,,,
