CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Monday, Mar 12 2018",,,,,,,,,,,,,,,,,,,,,,,,,
Time: 02:20:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,
Station,"IGI Airport Terminal - 3, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene",,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T16:47:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"IGI Airport Terminal - 3, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,,
 , ,,IGI Airport Terminal - 3 , , , , ,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,NO,NO2,NOx,CO,CO2,Ozone,SR,BP,PP Accum,Power,PM10,PM2.5
08-08-2013 00:00,09-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-08-2013 00:00,10-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-08-2013 00:00,11-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-08-2013 00:00,12-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-08-2013 00:00,13-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-08-2013 00:00,14-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-08-2013 00:00,15-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-08-2013 00:00,16-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-08-2013 00:00,17-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-08-2013 00:00,18-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-08-2013 00:00,19-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-08-2013 00:00,20-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-08-2013 00:00,21-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-08-2013 00:00,22-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-08-2013 00:00,23-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-08-2013 00:00,24-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-08-2013 00:00,25-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-08-2013 00:00,26-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-08-2013 00:00,27-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-08-2013 00:00,28-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-08-2013 00:00,29-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-08-2013 00:00,30-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-08-2013 00:00,31-08-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
31-08-2013 00:00,01-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-09-2013 00:00,02-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-09-2013 00:00,03-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-09-2013 00:00,04-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-09-2013 00:00,05-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-09-2013 00:00,06-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-09-2013 00:00,07-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-09-2013 00:00,08-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-09-2013 00:00,09-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-09-2013 00:00,10-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-09-2013 00:00,11-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-09-2013 00:00,12-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-09-2013 00:00,13-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-09-2013 00:00,14-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-09-2013 00:00,15-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-09-2013 00:00,16-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-09-2013 00:00,17-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-09-2013 00:00,18-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-09-2013 00:00,19-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-09-2013 00:00,20-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-09-2013 00:00,21-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-09-2013 00:00,22-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-09-2013 00:00,23-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-09-2013 00:00,24-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-09-2013 00:00,25-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-09-2013 00:00,26-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-09-2013 00:00,27-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-09-2013 00:00,28-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-09-2013 00:00,29-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-09-2013 00:00,30-09-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-09-2013 00:00,01-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-10-2013 00:00,02-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-10-2013 00:00,03-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-10-2013 00:00,04-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-10-2013 00:00,05-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-10-2013 00:00,06-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-10-2013 00:00,07-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-10-2013 00:00,08-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-10-2013 00:00,09-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-10-2013 00:00,10-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-10-2013 00:00,11-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-10-2013 00:00,12-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-10-2013 00:00,13-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-10-2013 00:00,14-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-10-2013 00:00,15-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-10-2013 00:00,16-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-10-2013 00:00,17-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-10-2013 00:00,18-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-10-2013 00:00,19-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-10-2013 00:00,20-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-10-2013 00:00,21-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-10-2013 00:00,22-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-10-2013 00:00,23-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-10-2013 00:00,24-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-10-2013 00:00,25-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-10-2013 00:00,26-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-10-2013 00:00,27-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-10-2013 00:00,28-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-10-2013 00:00,29-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-10-2013 00:00,30-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-10-2013 00:00,31-10-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
31-10-2013 00:00,01-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-11-2013 00:00,02-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-11-2013 00:00,03-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-11-2013 00:00,04-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-11-2013 00:00,05-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-11-2013 00:00,06-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-11-2013 00:00,07-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-11-2013 00:00,08-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-11-2013 00:00,09-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-11-2013 00:00,10-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-11-2013 00:00,11-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-11-2013 00:00,12-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-11-2013 00:00,13-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-11-2013 00:00,14-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-11-2013 00:00,15-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-11-2013 00:00,16-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-11-2013 00:00,17-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-11-2013 00:00,18-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-11-2013 00:00,19-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-11-2013 00:00,20-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-11-2013 00:00,21-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-11-2013 00:00,22-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-11-2013 00:00,23-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-11-2013 00:00,24-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-11-2013 00:00,25-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-11-2013 00:00,26-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-11-2013 00:00,27-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-11-2013 00:00,28-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-11-2013 00:00,29-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-11-2013 00:00,30-11-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-11-2013 00:00,01-12-2013 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-12-2013 00:00,02-12-2013 00:00,IGI,,,,,,,,,,,,25.92,20.22,45.03,2.01,321.01,21.56,,,,,208.26,71.12
02-12-2013 00:00,03-12-2013 00:00,IGI,,,,,,,,,,,,4.23,1.42,5.64,1.97,302.07,16.99,,,,,219.0,77.64
03-12-2013 00:00,04-12-2013 00:00,IGI,,,,,,,,,,,,4.11,1.37,5.52,2.11,299.76,18.29,,,,,202.35,70.69
04-12-2013 00:00,05-12-2013 00:00,IGI,,,,,,,,,,,,4.08,1.36,5.5,2.43,344.82,22.76,,,,,300.18,114.44
05-12-2013 00:00,06-12-2013 00:00,IGI,,,,,,,,,,,,3.99,1.34,5.39,1.95,284.2,26.12,,,,,208.69,81.85
06-12-2013 00:00,07-12-2013 00:00,IGI,,,,,,,,,,,,16.63,9.74,31.36,2.2,268.64,23.65,,,,,221.29,83.23
07-12-2013 00:00,08-12-2013 00:00,IGI,,,,,,,,,,,,41.64,27.39,72.25,2.78,369.22,24.5,,,,,317.03,122.64
08-12-2013 00:00,09-12-2013 00:00,IGI,,,,,,,,,,,,44.26,29.75,76.77,3.43,406.14,27.0,,,,,412.67,163.66
09-12-2013 00:00,10-12-2013 00:00,IGI,,,,,,,,,,,,35.2,23.97,57.73,3.17,374.58,23.83,,,,,385.38,156.54
10-12-2013 00:00,11-12-2013 00:00,IGI,,,,,,,,,,,,17.94,15.2,35.28,2.82,330.43,23.16,,,,,322.0,129.86
11-12-2013 00:00,12-12-2013 00:00,IGI,,,,,,,,,,,,9.12,10.01,16.29,2.52,284.56,26.54,,,,,231.87,89.27
12-12-2013 00:00,13-12-2013 00:00,IGI,,,,,,,,,,,,5.04,6.21,11.24,2.34,273.88,29.47,,,,,185.12,69.43
13-12-2013 00:00,14-12-2013 00:00,IGI,,,,,,,,,,,,9.11,8.92,17.69,2.52,278.5,24.44,,,,,166.59,60.83
14-12-2013 00:00,15-12-2013 00:00,IGI,,,,,,,,,,,,14.08,13.13,27.07,2.77,306.22,22.15,,,,,241.81,88.5
15-12-2013 00:00,16-12-2013 00:00,IGI,,,,,,,,,,,,9.78,12.25,22.26,2.8,295.62,20.5,,,,,280.76,116.04
16-12-2013 00:00,17-12-2013 00:00,IGI,,,,,,,,,,,,19.18,18.11,37.13,3.49,351.75,20.27,,,,,389.59,164.79
17-12-2013 00:00,18-12-2013 00:00,IGI,,,,,,,,,,,,18.67,19.11,38.15,3.59,352.88,21.12,,,,,377.59,164.86
18-12-2013 00:00,19-12-2013 00:00,IGI,,,,,,,,,,,,34.03,25.49,60.53,4.37,417.29,15.29,,,,,481.24,216.44
19-12-2013 00:00,20-12-2013 00:00,IGI,,,,,,,,,,,,11.54,13.11,24.62,3.41,313.67,15.61,,,,,347.7,149.99
20-12-2013 00:00,21-12-2013 00:00,IGI,,,,,,,,,,,,7.15,8.1,15.41,3.22,298.77,13.91,,,,,314.44,140.74
21-12-2013 00:00,22-12-2013 00:00,IGI,,,,,,,,,,,,7.74,8.9,16.78,3.27,294.72,11.34,,,,,363.08,148.57
22-12-2013 00:00,23-12-2013 00:00,IGI,,,,,,,,,,,,7.37,8.19,15.51,3.45,307.24,12.09,,,,,311.36,92.69
23-12-2013 00:00,24-12-2013 00:00,IGI,,,,,,,,,,,,4.75,5.27,9.99,3.14,266.15,16.09,,,,,202.05,15.0
24-12-2013 00:00,25-12-2013 00:00,IGI,,,,,,,,,,,,4.82,6.62,11.51,3.3,274.83,21.04,,,,,228.14,15.0
25-12-2013 00:00,26-12-2013 00:00,IGI,,,,,,,,,,,,4.97,6.95,11.86,3.3,274.62,23.73,,,,,255.6,15.0
26-12-2013 00:00,27-12-2013 00:00,IGI,,,,,,,,,,,,8.9,10.43,19.3,3.58,290.0,23.55,,,,,305.64,96.89
27-12-2013 00:00,28-12-2013 00:00,IGI,,,,,,,,,,,,11.44,15.24,25.97,3.63,294.45,13.58,,,,,285.36,98.51
28-12-2013 00:00,29-12-2013 00:00,IGI,,,,,,,,,,,,7.56,11.13,18.34,3.52,280.53,23.1,,,,,235.17,86.39
29-12-2013 00:00,30-12-2013 00:00,IGI,,,,,,,,,,,,13.34,13.83,28.38,3.89,294.0,25.3,,,,,288.99,112.31
30-12-2013 00:00,31-12-2013 00:00,IGI,,,,,,,,,,,,21.2,18.84,41.42,4.15,311.34,18.88,,,,,316.27,124.95
31-12-2013 00:00,01-01-2014 00:00,IGI,,,,,,,,,,,,5.73,8.95,14.55,3.63,261.43,16.46,,,,,140.11,60.33
01-01-2014 00:00,02-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-01-2014 00:00,03-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-01-2014 00:00,04-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-01-2014 00:00,05-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-01-2014 00:00,06-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-01-2014 00:00,07-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-01-2014 00:00,08-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-01-2014 00:00,09-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-01-2014 00:00,10-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-01-2014 00:00,11-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-01-2014 00:00,12-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-01-2014 00:00,13-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-01-2014 00:00,14-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-01-2014 00:00,15-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-01-2014 00:00,16-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-01-2014 00:00,17-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-01-2014 00:00,18-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-01-2014 00:00,19-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-01-2014 00:00,20-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-01-2014 00:00,21-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-01-2014 00:00,22-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-01-2014 00:00,23-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-01-2014 00:00,24-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-01-2014 00:00,25-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-01-2014 00:00,26-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-01-2014 00:00,27-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-01-2014 00:00,28-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-01-2014 00:00,29-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-01-2014 00:00,30-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-01-2014 00:00,31-01-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
31-01-2014 00:00,01-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-02-2014 00:00,02-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-02-2014 00:00,03-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-02-2014 00:00,04-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-02-2014 00:00,05-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-02-2014 00:00,06-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-02-2014 00:00,07-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-02-2014 00:00,08-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-02-2014 00:00,09-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-02-2014 00:00,10-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-02-2014 00:00,11-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-02-2014 00:00,12-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-02-2014 00:00,13-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-02-2014 00:00,14-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-02-2014 00:00,15-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-02-2014 00:00,16-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-02-2014 00:00,17-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-02-2014 00:00,18-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-02-2014 00:00,19-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-02-2014 00:00,20-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-02-2014 00:00,21-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-02-2014 00:00,22-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-02-2014 00:00,23-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-02-2014 00:00,24-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-02-2014 00:00,25-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-02-2014 00:00,26-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-02-2014 00:00,27-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-02-2014 00:00,28-02-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-02-2014 00:00,01-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-03-2014 00:00,02-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-03-2014 00:00,03-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-03-2014 00:00,04-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-03-2014 00:00,05-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-03-2014 00:00,06-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-03-2014 00:00,07-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-03-2014 00:00,08-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-03-2014 00:00,09-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-03-2014 00:00,10-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-03-2014 00:00,11-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-03-2014 00:00,12-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-03-2014 00:00,13-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-03-2014 00:00,14-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-03-2014 00:00,15-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-03-2014 00:00,16-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-03-2014 00:00,17-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-03-2014 00:00,18-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-03-2014 00:00,19-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-03-2014 00:00,20-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
20-03-2014 00:00,21-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
21-03-2014 00:00,22-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
22-03-2014 00:00,23-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
23-03-2014 00:00,24-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
24-03-2014 00:00,25-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
25-03-2014 00:00,26-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
26-03-2014 00:00,27-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
27-03-2014 00:00,28-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
28-03-2014 00:00,29-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
29-03-2014 00:00,30-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
30-03-2014 00:00,31-03-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
31-03-2014 00:00,01-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
01-04-2014 00:00,02-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
02-04-2014 00:00,03-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
03-04-2014 00:00,04-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
04-04-2014 00:00,05-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
05-04-2014 00:00,06-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
06-04-2014 00:00,07-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
07-04-2014 00:00,08-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
08-04-2014 00:00,09-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
09-04-2014 00:00,10-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
10-04-2014 00:00,11-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
11-04-2014 00:00,12-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
12-04-2014 00:00,13-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
13-04-2014 00:00,14-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
14-04-2014 00:00,15-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
15-04-2014 00:00,16-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
16-04-2014 00:00,17-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
17-04-2014 00:00,18-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
18-04-2014 00:00,19-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
19-04-2014 00:00,20-04-2014 00:00,IGI,,,,,,,,,,,,,,,,,,,,,,,
