CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,
Time: 10:58:29 PM,,,,,,,,,,,,,,,,,,
Station,"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3",,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:27:59Z 00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"DTU, New Delhi - CPCB",,,,,,,,,,,,,,,,,,
 , ,,DTU , , , , ,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,CO,WS,NH3
09-06-2016 00:00,10-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
10-06-2016 00:00,11-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
11-06-2016 00:00,12-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
12-06-2016 00:00,13-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
13-06-2016 00:00,14-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
14-06-2016 00:00,15-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
15-06-2016 00:00,16-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
16-06-2016 00:00,17-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
17-06-2016 00:00,18-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
18-06-2016 00:00,19-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
19-06-2016 00:00,20-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
20-06-2016 00:00,21-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
21-06-2016 00:00,22-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
22-06-2016 00:00,23-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
23-06-2016 00:00,24-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
24-06-2016 00:00,25-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
25-06-2016 00:00,26-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
26-06-2016 00:00,27-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
27-06-2016 00:00,28-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
28-06-2016 00:00,29-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
29-06-2016 00:00,30-06-2016 00:00,DTU,,,,,,,,,,,,,,,,
30-06-2016 00:00,01-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
01-07-2016 00:00,02-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
02-07-2016 00:00,03-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
03-07-2016 00:00,04-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
04-07-2016 00:00,05-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
05-07-2016 00:00,06-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
06-07-2016 00:00,07-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
07-07-2016 00:00,08-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
08-07-2016 00:00,09-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
09-07-2016 00:00,10-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
10-07-2016 00:00,11-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
11-07-2016 00:00,12-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
12-07-2016 00:00,13-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
13-07-2016 00:00,14-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
14-07-2016 00:00,15-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
15-07-2016 00:00,16-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
16-07-2016 00:00,17-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
17-07-2016 00:00,18-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
18-07-2016 00:00,19-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
19-07-2016 00:00,20-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
20-07-2016 00:00,21-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
21-07-2016 00:00,22-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
22-07-2016 00:00,23-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
23-07-2016 00:00,24-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
24-07-2016 00:00,25-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
25-07-2016 00:00,26-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
26-07-2016 00:00,27-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
27-07-2016 00:00,28-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
28-07-2016 00:00,29-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
29-07-2016 00:00,30-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
30-07-2016 00:00,31-07-2016 00:00,DTU,,,,,,,,,,,,,,,,
31-07-2016 00:00,01-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
01-08-2016 00:00,02-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
02-08-2016 00:00,03-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
03-08-2016 00:00,04-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
04-08-2016 00:00,05-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
05-08-2016 00:00,06-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
06-08-2016 00:00,07-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
07-08-2016 00:00,08-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
08-08-2016 00:00,09-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
09-08-2016 00:00,10-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
10-08-2016 00:00,11-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
11-08-2016 00:00,12-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
12-08-2016 00:00,13-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
13-08-2016 00:00,14-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
14-08-2016 00:00,15-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
15-08-2016 00:00,16-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
16-08-2016 00:00,17-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
17-08-2016 00:00,18-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
18-08-2016 00:00,19-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
19-08-2016 00:00,20-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
20-08-2016 00:00,21-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
21-08-2016 00:00,22-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
22-08-2016 00:00,23-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
23-08-2016 00:00,24-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
24-08-2016 00:00,25-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
25-08-2016 00:00,26-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
26-08-2016 00:00,27-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
27-08-2016 00:00,28-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
28-08-2016 00:00,29-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
29-08-2016 00:00,30-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
30-08-2016 00:00,31-08-2016 00:00,DTU,,,,,,,,,,,,,,,,
31-08-2016 00:00,01-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
01-09-2016 00:00,02-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
02-09-2016 00:00,03-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
03-09-2016 00:00,04-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
04-09-2016 00:00,05-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
05-09-2016 00:00,06-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
06-09-2016 00:00,07-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
07-09-2016 00:00,08-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
08-09-2016 00:00,09-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
09-09-2016 00:00,10-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
10-09-2016 00:00,11-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
11-09-2016 00:00,12-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
12-09-2016 00:00,13-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
13-09-2016 00:00,14-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
14-09-2016 00:00,15-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
15-09-2016 00:00,16-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
16-09-2016 00:00,17-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
17-09-2016 00:00,18-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
18-09-2016 00:00,19-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
19-09-2016 00:00,20-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
20-09-2016 00:00,21-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
21-09-2016 00:00,22-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
22-09-2016 00:00,23-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
23-09-2016 00:00,24-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
24-09-2016 00:00,25-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
25-09-2016 00:00,26-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
26-09-2016 00:00,27-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
27-09-2016 00:00,28-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
28-09-2016 00:00,29-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
29-09-2016 00:00,30-09-2016 00:00,DTU,,,,,,,,,,,,,,,,
30-09-2016 00:00,01-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
01-10-2016 00:00,02-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
02-10-2016 00:00,03-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
03-10-2016 00:00,04-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
04-10-2016 00:00,05-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
05-10-2016 00:00,06-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
06-10-2016 00:00,07-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
07-10-2016 00:00,08-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
08-10-2016 00:00,09-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
09-10-2016 00:00,10-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
10-10-2016 00:00,11-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
11-10-2016 00:00,12-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
12-10-2016 00:00,13-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
13-10-2016 00:00,14-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
14-10-2016 00:00,15-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
15-10-2016 00:00,16-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
16-10-2016 00:00,17-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
17-10-2016 00:00,18-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
18-10-2016 00:00,19-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
19-10-2016 00:00,20-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
20-10-2016 00:00,21-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
21-10-2016 00:00,22-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
22-10-2016 00:00,23-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
23-10-2016 00:00,24-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
24-10-2016 00:00,25-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
25-10-2016 00:00,26-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
26-10-2016 00:00,27-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
27-10-2016 00:00,28-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
28-10-2016 00:00,29-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
29-10-2016 00:00,30-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
30-10-2016 00:00,31-10-2016 00:00,DTU,,,,,,,,,,,,,,,,
31-10-2016 00:00,01-11-2016 00:00,DTU,,,,,,,,,,,,,,,,
01-11-2016 00:00,02-11-2016 00:00,DTU,,,,,,,,,,,,,,,,
02-11-2016 00:00,03-11-2016 00:00,DTU,,,,,,,,,,,,,,,,
03-11-2016 00:00,04-11-2016 00:00,DTU,,,,118.89,68.19,,4.85,35.42,8.8,33.86,,204.75,28.36,,0.1,
04-11-2016 00:00,05-11-2016 00:00,DTU,,,,220.94,77.08,,98.88,49.42,6.21,43.48,,488.29,104.72,,0.1,
05-11-2016 00:00,06-11-2016 00:00,DTU,,,,216.41,85.12,,67.64,120.2,122.87,161.72,,979.81,102.55,,0.19,
06-11-2016 00:00,07-11-2016 00:00,DTU,,,,219.66,84.56,,67.01,109.28,109.28,147.35,,966.43,21.75,,0.26,
07-11-2016 00:00,08-11-2016 00:00,DTU,,,,264.43,60.99,,112.48,103.4,105.19,140.4,,628.88,23.57,,0.28,
08-11-2016 00:00,09-11-2016 00:00,DTU,,,,235.09,52.78,,134.97,53.94,84.74,89.3,,458.11,24.06,,0.43,
09-11-2016 00:00,10-11-2016 00:00,DTU,,,,187.93,47.22,,131.76,76.18,113.42,122.65,,404.09,26.1,,0.35,
10-11-2016 00:00,11-11-2016 00:00,DTU,,,,168.24,51.75,,119.58,123.85,137.42,173.68,,397.73,26.34,,0.29,
11-11-2016 00:00,12-11-2016 00:00,DTU,,,,107.8,63.77,,119.52,378.74,377.15,508.91,,405.99,25.68,,0.32,
12-11-2016 00:00,13-11-2016 00:00,DTU,,,,131.52,63.13,,123.04,299.22,335.53,422.11,,335.96,25.7,,0.3,
13-11-2016 00:00,14-11-2016 00:00,DTU,,,,142.1,56.51,,124.85,169.92,251.85,272.49,,224.89,26.75,,0.32,
14-11-2016 00:00,15-11-2016 00:00,DTU,,,,121.38,59.21,,102.17,139.12,253.26,248.2,,232.89,26.66,,0.26,
15-11-2016 00:00,16-11-2016 00:00,DTU,,,,183.97,53.71,,117.28,107.7,206.87,197.99,,306.66,27.37,,0.23,
16-11-2016 00:00,17-11-2016 00:00,DTU,,,,207.81,46.9,,129.27,79.77,195.86,169.41,,349.1,28.54,,0.32,
17-11-2016 00:00,18-11-2016 00:00,DTU,,,,246.24,45.44,,142.28,37.32,157.67,114.57,,486.33,29.5,,0.4,
18-11-2016 00:00,19-11-2016 00:00,DTU,,,,217.53,48.77,,136.32,48.55,175.27,133.08,,250.99,29.49,,0.38,
19-11-2016 00:00,20-11-2016 00:00,DTU,,,,182.34,54.28,,127.7,120.73,204.4,207.26,,,19.08,,0.28,
20-11-2016 00:00,21-11-2016 00:00,DTU,,,,141.18,67.58,,124.13,450.48,294.49,523.27,,,28.67,,0.32,
21-11-2016 00:00,22-11-2016 00:00,DTU,,,,156.32,60.51,,131.61,295.62,243.35,370.16,,353.1,27.72,,0.27,
22-11-2016 00:00,23-11-2016 00:00,DTU,,,,210.61,45.46,,144.92,121.27,191.34,200.74,,198.91,28.46,,0.35,
23-11-2016 00:00,24-11-2016 00:00,DTU,,,,205.73,53.04,,132.53,106.84,184.45,185.35,,221.02,28.15,,0.33,
24-11-2016 00:00,25-11-2016 00:00,DTU,,,,233.6,50.31,,126.63,86.13,192.93,173.02,,288.24,27.65,,0.34,
25-11-2016 00:00,26-11-2016 00:00,DTU,,,,257.08,33.98,,142.41,19.06,110.72,74.77,,134.85,29.93,,0.58,
26-11-2016 00:00,27-11-2016 00:00,DTU,,,,263.78,32.13,,144.53,18.27,112.33,74.99,,121.27,31.1,,0.58,
27-11-2016 00:00,28-11-2016 00:00,DTU,,,,251.55,37.58,,142.21,20.83,120.3,81.3,,,30.54,,0.51,
28-11-2016 00:00,29-11-2016 00:00,DTU,,,,216.41,36.22,,144.71,95.41,152.72,159.18,,464.42,30.94,,0.42,
29-11-2016 00:00,30-11-2016 00:00,DTU,,,,115.71,59.21,,109.81,159.43,230.69,252.71,,360.05,28.64,,0.27,
30-11-2016 00:00,01-12-2016 00:00,DTU,,,,128.6,89.02,,89.68,302.43,227.61,367.33,,300.33,24.37,,0.39,
01-12-2016 00:00,02-12-2016 00:00,DTU,,,,182.39,89.61,,89.77,259.22,219.97,328.14,,333.18,22.68,,0.29,
02-12-2016 00:00,03-12-2016 00:00,DTU,,,,219.21,90.61,,87.49,149.93,177.64,216.76,,320.66,21.05,,0.31,
03-12-2016 00:00,04-12-2016 00:00,DTU,,,,203.28,70.37,,121.58,173.96,193.2,244.58,,262.71,21.52,,0.33,
04-12-2016 00:00,05-12-2016 00:00,DTU,,,,193.22,62.83,,122.7,211.6,184.81,270.57,,300.52,23.49,,0.33,
05-12-2016 00:00,06-12-2016 00:00,DTU,,,,197.11,56.35,,118.13,39.46,92.55,48.76,,253.78,-33.44,,0.37,
06-12-2016 00:00,07-12-2016 00:00,DTU,,,,140.56,81.18,,84.61,14.99,0.01,10.38,,446.74,-142.34,,0.38,
07-12-2016 00:00,08-12-2016 00:00,DTU,,,,107.23,90.11,,96.66,15.56,0.18,11.76,,197.9,-144.16,,0.35,
08-12-2016 00:00,09-12-2016 00:00,DTU,,,,105.61,91.19,,81.35,28.47,0.28,22.28,,383.8,-143.8,,0.39,
09-12-2016 00:00,10-12-2016 00:00,DTU,,,,193.8,78.96,,104.91,,,,,371.35,-141.56,,0.26,
10-12-2016 00:00,11-12-2016 00:00,DTU,,,,97.05,86.57,,93.13,43.02,114.89,76.91,,282.92,-98.6,,0.42,
11-12-2016 00:00,12-12-2016 00:00,DTU,,,,146.9,73.51,,107.42,22.5,22.3,30.51,,240.01,22.33,,0.38,
12-12-2016 00:00,13-12-2016 00:00,DTU,,,,201.39,61.0,,113.99,34.89,25.48,46.21,,276.44,23.29,,0.24,
13-12-2016 00:00,14-12-2016 00:00,DTU,,,,227.86,66.0,,94.8,24.07,30.54,45.56,,199.26,22.5,,0.23,
14-12-2016 00:00,15-12-2016 00:00,DTU,,,,235.54,72.62,,118.3,18.61,26.87,39.16,,174.26,21.54,,0.29,
15-12-2016 00:00,16-12-2016 00:00,DTU,,,,216.3,62.32,,118.49,20.91,25.14,40.1,,224.76,22.29,,0.45,
16-12-2016 00:00,17-12-2016 00:00,DTU,,,,211.01,59.6,,120.26,26.9,26.83,45.88,,258.92,22.24,,0.29,
17-12-2016 00:00,18-12-2016 00:00,DTU,,,,227.43,67.44,,103.67,23.18,25.31,42.04,,294.83,21.45,,0.33,
18-12-2016 00:00,19-12-2016 00:00,DTU,,,,212.03,64.77,,114.67,20.23,25.16,39.57,,260.65,21.67,,0.32,
19-12-2016 00:00,20-12-2016 00:00,DTU,,,,241.56,63.25,,112.76,21.02,25.65,40.47,,300.94,22.03,,0.39,
20-12-2016 00:00,21-12-2016 00:00,DTU,,,,247.36,57.74,,122.78,21.9,25.76,39.14,,216.95,22.86,,0.54,
21-12-2016 00:00,22-12-2016 00:00,DTU,,,,233.34,52.46,,127.8,34.05,33.16,47.39,,195.44,23.27,,0.5,
22-12-2016 00:00,23-12-2016 00:00,DTU,,,,199.48,58.09,,114.64,25.67,24.46,43.62,,244.21,22.54,,0.31,
23-12-2016 00:00,24-12-2016 00:00,DTU,,,,200.6,78.56,,87.02,36.37,22.7,51.35,,498.46,20.54,,0.31,
24-12-2016 00:00,25-12-2016 00:00,DTU,,,,179.89,72.66,,88.18,48.0,24.54,61.81,,450.82,21.32,,0.36,
25-12-2016 00:00,26-12-2016 00:00,DTU,,,,205.46,86.1,,20.91,24.37,27.07,43.73,,309.54,20.01,,0.36,
26-12-2016 00:00,27-12-2016 00:00,DTU,,,,258.74,72.64,,114.48,22.68,24.7,41.32,,205.47,21.51,,0.38,
27-12-2016 00:00,28-12-2016 00:00,DTU,,,,218.03,66.64,,112.34,23.41,24.69,41.91,,273.16,21.68,,0.36,
28-12-2016 00:00,29-12-2016 00:00,DTU,,,,187.25,62.51,,108.75,34.4,22.91,49.84,,329.79,22.29,,0.31,
29-12-2016 00:00,30-12-2016 00:00,DTU,,,,113.55,76.27,,96.6,40.6,24.97,56.03,,401.91,20.91,,0.39,
30-12-2016 00:00,31-12-2016 00:00,DTU,,,,97.69,78.32,,91.8,28.87,23.28,45.6,,269.1,20.69,,0.34,
31-12-2016 00:00,01-01-2017 00:00,DTU,,,,151.48,77.53,,96.9,31.94,24.83,48.91,,242.14,20.69,,0.46,
01-01-2017 00:00,02-01-2017 00:00,DTU,,,,139.79,79.52,,86.83,26.37,25.29,44.63,,232.22,20.82,,0.39,
02-01-2017 00:00,03-01-2017 00:00,DTU,,,,116.69,72.74,,106.3,23.76,25.73,42.74,,203.47,21.88,,0.31,
03-01-2017 00:00,04-01-2017 00:00,DTU,,,,207.81,78.48,,91.66,25.06,24.02,42.88,,287.74,21.16,,0.32,
04-01-2017 00:00,05-01-2017 00:00,DTU,,,,95.64,68.85,,100.89,38.98,24.69,54.56,,348.77,22.23,,0.31,
05-01-2017 00:00,06-01-2017 00:00,DTU,,,,184.57,72.21,,102.58,33.38,25.24,50.29,,239.7,22.04,,0.28,
06-01-2017 00:00,07-01-2017 00:00,DTU,,,,112.8,71.62,,98.66,34.0,94.45,87.62,,201.1,22.59,,0.48,
07-01-2017 00:00,08-01-2017 00:00,DTU,,,,96.19,87.63,,31.79,64.9,132.38,132.93,,150.97,20.24,,0.64,
08-01-2017 00:00,09-01-2017 00:00,DTU,,,,170.67,82.69,,112.28,73.39,106.78,126.21,,137.82,20.32,,0.35,
09-01-2017 00:00,10-01-2017 00:00,DTU,,,,221.47,78.77,,117.07,83.03,109.11,135.28,,146.32,20.05,,0.29,
10-01-2017 00:00,11-01-2017 00:00,DTU,,,,226.92,57.75,,160.34,65.38,113.2,123.1,,142.51,21.27,,0.38,
11-01-2017 00:00,12-01-2017 00:00,DTU,,,,230.73,58.36,,140.37,55.21,100.18,107.91,,214.36,20.72,,0.43,
12-01-2017 00:00,13-01-2017 00:00,DTU,,,,209.36,65.17,,134.57,49.89,79.31,92.48,,297.32,20.38,,0.37,
13-01-2017 00:00,14-01-2017 00:00,DTU,,,,228.71,61.26,,144.79,93.53,76.49,123.58,,303.96,21.84,,0.33,
14-01-2017 00:00,15-01-2017 00:00,DTU,,,,213.35,62.34,,103.43,217.6,71.96,215.19,,311.4,22.8,,0.36,
15-01-2017 00:00,16-01-2017 00:00,DTU,,,,171.25,64.56,,112.07,223.43,57.35,212.17,,266.99,19.58,,0.25,
16-01-2017 00:00,17-01-2017 00:00,DTU,,,,225.57,69.9,,114.57,127.89,28.43,119.04,,193.3,23.36,,0.48,
17-01-2017 00:00,18-01-2017 00:00,DTU,,,,253.45,80.74,,92.87,131.36,34.81,125.31,,142.52,18.6,,0.4,
18-01-2017 00:00,19-01-2017 00:00,DTU,,,,256.96,74.98,,133.87,126.18,33.19,120.24,,195.75,15.75,,0.33,
19-01-2017 00:00,20-01-2017 00:00,DTU,,,,266.22,68.78,,151.18,121.48,32.93,116.28,,161.82,16.44,,0.42,
20-01-2017 00:00,21-01-2017 00:00,DTU,,,,253.33,66.47,,152.45,77.63,61.08,106.5,,156.23,16.42,,0.46,
21-01-2017 00:00,22-01-2017 00:00,DTU,,,,234.51,74.58,,80.71,35.69,67.64,64.11,,300.01,15.97,,0.34,
22-01-2017 00:00,23-01-2017 00:00,DTU,,,,213.02,74.7,,112.88,35.36,48.27,53.79,,222.5,16.74,,0.3,
23-01-2017 00:00,24-01-2017 00:00,DTU,,,,220.82,71.55,,129.09,34.45,47.81,52.81,,183.24,17.09,,0.39,
24-01-2017 00:00,25-01-2017 00:00,DTU,,,,154.68,66.7,,122.7,44.08,57.64,65.79,,221.04,17.48,,0.4,
25-01-2017 00:00,26-01-2017 00:00,DTU,,,,115.47,64.26,,89.44,43.92,81.48,78.14,,225.46,18.03,,0.57,
26-01-2017 00:00,27-01-2017 00:00,DTU,,,,112.51,88.19,,13.3,13.1,43.37,33.12,,136.26,16.07,,0.53,
27-01-2017 00:00,28-01-2017 00:00,DTU,,,,248.01,83.19,,109.81,14.13,37.05,30.66,,79.61,16.31,,0.48,
28-01-2017 00:00,29-01-2017 00:00,DTU,,,,244.61,86.1,,99.5,19.42,35.74,34.26,,121.93,15.79,,0.44,
29-01-2017 00:00,30-01-2017 00:00,DTU,,,,233.1,82.5,,133.15,19.94,38.62,36.2,,136.71,16.3,,0.58,
30-01-2017 00:00,31-01-2017 00:00,DTU,,,,215.67,82.08,,129.28,45.42,50.14,62.95,,200.62,16.26,,0.38,
31-01-2017 00:00,01-02-2017 00:00,DTU,,,,223.82,76.97,,154.18,80.81,48.83,91.03,,238.4,16.74,,0.33,
01-02-2017 00:00,02-02-2017 00:00,DTU,,,,216.1,80.93,,133.37,43.36,47.11,59.68,,184.52,16.23,,0.45,
02-02-2017 00:00,03-02-2017 00:00,DTU,,,,191.04,73.97,,128.7,58.13,51.18,73.83,,224.7,16.64,,0.33,
03-02-2017 00:00,04-02-2017 00:00,DTU,,,,183.98,70.92,,162.1,52.94,50.21,69.1,,264.21,17.11,,0.37,
04-02-2017 00:00,05-02-2017 00:00,DTU,,,,116.17,74.43,,117.37,53.43,68.88,79.27,,234.95,17.16,,0.71,
05-02-2017 00:00,06-02-2017 00:00,DTU,,,,114.91,72.47,,106.51,18.52,56.63,44.47,,185.6,17.58,,0.62,
06-02-2017 00:00,07-02-2017 00:00,DTU,,,,260.44,68.11,,135.48,23.65,41.28,40.61,,159.67,17.29,,0.51,
07-02-2017 00:00,08-02-2017 00:00,DTU,,,,255.72,65.63,,185.5,14.59,41.09,33.15,,114.16,17.0,,0.53,
08-02-2017 00:00,09-02-2017 00:00,DTU,,,,228.43,65.33,,168.38,26.74,53.3,49.41,,167.82,17.23,,0.48,
09-02-2017 00:00,10-02-2017 00:00,DTU,,,,227.72,66.56,,170.35,27.52,50.65,48.67,,155.86,17.1,,0.51,
10-02-2017 00:00,11-02-2017 00:00,DTU,,,,252.29,62.7,,182.14,15.71,47.52,37.41,,156.74,17.32,,0.67,
11-02-2017 00:00,12-02-2017 00:00,DTU,,,,249.52,57.17,,183.64,28.0,52.4,49.97,,163.76,17.69,,0.4,
12-02-2017 00:00,13-02-2017 00:00,DTU,,,,189.59,59.98,,158.62,27.47,50.31,48.44,,155.04,17.63,,0.38,
13-02-2017 00:00,14-02-2017 00:00,DTU,,,,255.95,59.25,,179.11,22.59,45.65,42.04,,139.92,17.81,,0.4,
14-02-2017 00:00,15-02-2017 00:00,DTU,,,,249.53,61.24,,174.12,18.56,52.48,42.33,,204.94,17.75,,0.55,
15-02-2017 00:00,16-02-2017 00:00,DTU,,,,246.6,57.9,,172.99,20.15,55.65,45.28,,190.5,18.24,,0.55,
