CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 04 2018",,,,,,,,,,,,,,,,,,
Time: 07:28:34 AM,,,,,,,,,,,,,,,,,,
Station,", New Delhi - CPCB",,,,,,,,,,,,,,,,,
Parameter,"BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,NO,NO2,NOx,Ozone,SO2",,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,
From,01-01-2013 00:00,,,,,,,,,,,,,,,,,
To,01-01-2018 00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
", New Delhi - CPCB",,,,,,,,,,,,,,,,,,
 , ,, , , , , ,,,,,,,,,,,
From Date,To Date,Code,BP,PM10,PM2.5,RH,SR,Temp,NO2,NOx,Ozone,SO2,Toluene,WD,WS,CO,Benzene,NO
01-01-2013 00:00,02-01-2013 00:00,NSIT,,,,,,,,,7.57,3.14,,,,99.0,,
02-01-2013 00:00,03-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-01-2013 00:00,04-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-01-2013 00:00,05-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-01-2013 00:00,06-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-01-2013 00:00,07-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-01-2013 00:00,08-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-01-2013 00:00,09-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-01-2013 00:00,10-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-01-2013 00:00,11-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-01-2013 00:00,12-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-01-2013 00:00,13-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-01-2013 00:00,14-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-01-2013 00:00,15-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-01-2013 00:00,16-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-01-2013 00:00,17-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-01-2013 00:00,18-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-01-2013 00:00,19-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-01-2013 00:00,20-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-01-2013 00:00,21-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-01-2013 00:00,22-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-01-2013 00:00,23-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-01-2013 00:00,24-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-01-2013 00:00,25-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-01-2013 00:00,26-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-01-2013 00:00,27-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-01-2013 00:00,28-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-01-2013 00:00,29-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
29-01-2013 00:00,30-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
30-01-2013 00:00,31-01-2013 00:00,NSIT,,,,,,,,,,,,,,,,
31-01-2013 00:00,01-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-02-2013 00:00,02-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-02-2013 00:00,03-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-02-2013 00:00,04-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-02-2013 00:00,05-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-02-2013 00:00,06-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-02-2013 00:00,07-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-02-2013 00:00,08-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-02-2013 00:00,09-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-02-2013 00:00,10-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-02-2013 00:00,11-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-02-2013 00:00,12-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-02-2013 00:00,13-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-02-2013 00:00,14-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-02-2013 00:00,15-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-02-2013 00:00,16-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-02-2013 00:00,17-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-02-2013 00:00,18-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-02-2013 00:00,19-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-02-2013 00:00,20-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-02-2013 00:00,21-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-02-2013 00:00,22-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-02-2013 00:00,23-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-02-2013 00:00,24-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-02-2013 00:00,25-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-02-2013 00:00,26-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-02-2013 00:00,27-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-02-2013 00:00,28-02-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-02-2013 00:00,01-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-03-2013 00:00,02-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-03-2013 00:00,03-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-03-2013 00:00,04-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-03-2013 00:00,05-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-03-2013 00:00,06-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-03-2013 00:00,07-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-03-2013 00:00,08-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-03-2013 00:00,09-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-03-2013 00:00,10-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-03-2013 00:00,11-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-03-2013 00:00,12-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-03-2013 00:00,13-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-03-2013 00:00,14-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-03-2013 00:00,15-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-03-2013 00:00,16-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-03-2013 00:00,17-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-03-2013 00:00,18-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-03-2013 00:00,19-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-03-2013 00:00,20-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-03-2013 00:00,21-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-03-2013 00:00,22-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-03-2013 00:00,23-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-03-2013 00:00,24-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-03-2013 00:00,25-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-03-2013 00:00,26-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-03-2013 00:00,27-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-03-2013 00:00,28-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-03-2013 00:00,29-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
29-03-2013 00:00,30-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
30-03-2013 00:00,31-03-2013 00:00,NSIT,,,,,,,,,,,,,,,,
31-03-2013 00:00,01-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-04-2013 00:00,02-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-04-2013 00:00,03-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-04-2013 00:00,04-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-04-2013 00:00,05-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-04-2013 00:00,06-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-04-2013 00:00,07-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-04-2013 00:00,08-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-04-2013 00:00,09-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-04-2013 00:00,10-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-04-2013 00:00,11-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-04-2013 00:00,12-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-04-2013 00:00,13-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-04-2013 00:00,14-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-04-2013 00:00,15-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-04-2013 00:00,16-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-04-2013 00:00,17-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-04-2013 00:00,18-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-04-2013 00:00,19-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-04-2013 00:00,20-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-04-2013 00:00,21-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-04-2013 00:00,22-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-04-2013 00:00,23-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-04-2013 00:00,24-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-04-2013 00:00,25-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-04-2013 00:00,26-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-04-2013 00:00,27-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-04-2013 00:00,28-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-04-2013 00:00,29-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
29-04-2013 00:00,30-04-2013 00:00,NSIT,,,,,,,,,,,,,,,,
30-04-2013 00:00,01-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-05-2013 00:00,02-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-05-2013 00:00,03-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-05-2013 00:00,04-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-05-2013 00:00,05-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-05-2013 00:00,06-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-05-2013 00:00,07-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-05-2013 00:00,08-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-05-2013 00:00,09-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-05-2013 00:00,10-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-05-2013 00:00,11-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-05-2013 00:00,12-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-05-2013 00:00,13-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-05-2013 00:00,14-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-05-2013 00:00,15-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-05-2013 00:00,16-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-05-2013 00:00,17-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-05-2013 00:00,18-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-05-2013 00:00,19-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-05-2013 00:00,20-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-05-2013 00:00,21-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-05-2013 00:00,22-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-05-2013 00:00,23-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-05-2013 00:00,24-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-05-2013 00:00,25-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-05-2013 00:00,26-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-05-2013 00:00,27-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-05-2013 00:00,28-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-05-2013 00:00,29-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
29-05-2013 00:00,30-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
30-05-2013 00:00,31-05-2013 00:00,NSIT,,,,,,,,,,,,,,,,
31-05-2013 00:00,01-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-06-2013 00:00,02-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-06-2013 00:00,03-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-06-2013 00:00,04-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-06-2013 00:00,05-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-06-2013 00:00,06-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-06-2013 00:00,07-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-06-2013 00:00,08-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-06-2013 00:00,09-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-06-2013 00:00,10-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-06-2013 00:00,11-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-06-2013 00:00,12-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-06-2013 00:00,13-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-06-2013 00:00,14-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-06-2013 00:00,15-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-06-2013 00:00,16-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-06-2013 00:00,17-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-06-2013 00:00,18-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
18-06-2013 00:00,19-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
19-06-2013 00:00,20-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
20-06-2013 00:00,21-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
21-06-2013 00:00,22-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
22-06-2013 00:00,23-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
23-06-2013 00:00,24-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
24-06-2013 00:00,25-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
25-06-2013 00:00,26-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
26-06-2013 00:00,27-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
27-06-2013 00:00,28-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
28-06-2013 00:00,29-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
29-06-2013 00:00,30-06-2013 00:00,NSIT,,,,,,,,,,,,,,,,
30-06-2013 00:00,01-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
01-07-2013 00:00,02-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
02-07-2013 00:00,03-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
03-07-2013 00:00,04-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
04-07-2013 00:00,05-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
05-07-2013 00:00,06-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
06-07-2013 00:00,07-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
07-07-2013 00:00,08-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
08-07-2013 00:00,09-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
09-07-2013 00:00,10-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
10-07-2013 00:00,11-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
11-07-2013 00:00,12-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
12-07-2013 00:00,13-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
13-07-2013 00:00,14-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
14-07-2013 00:00,15-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
15-07-2013 00:00,16-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
16-07-2013 00:00,17-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
17-07-2013 00:00,18-07-2013 00:00,NSIT,,,,,,,,,,,,,,,,
