"Date","Station","WS","WD","AT","RH","SR","BP","PM2.5","Temp","Aerosol_Type_Land","GC"
2017-06-14,"DTU",0.56,238.92,NA,28.86,230.29,NA,65.93,34.76,1.85077241598981,0
2017-06-14,"IHBAS",1.1,251.09,37.55,32.78,270.94,989.43,60.9,NA,1.85077241598981,3
2017-06-14,"IHBAS",1.1,251.09,37.55,32.78,270.94,989.43,60.9,NA,1.89541001839415,3
2017-06-14,"IHBAS",1.1,251.09,37.55,32.78,270.94,989.43,60.9,NA,1.80344172798481,3
2017-06-14,"ITO",NA,NA,NA,NA,NA,NA,123.95,NA,1.80344172798481,3
2017-06-14,"ITO",NA,NA,NA,NA,NA,NA,123.95,NA,1.89541001839415,3
2017-06-14,"ITO",NA,NA,NA,NA,NA,NA,123.95,NA,1.85077241598981,3
2017-06-14,"MM",NA,230.18,NA,31.34,139.66,735.77,0,NA,1.80344172798481,3
2017-06-14,"MM",NA,230.18,NA,31.34,139.66,735.77,0,NA,1.85077241598981,3
2017-06-14,"MM",NA,230.18,NA,31.34,139.66,735.77,0,NA,1.89541001839415,3
2017-06-14,"RKP",1.74,206.18,32.93,31.66,134.89,732.78,0,NA,1.85077241598981,3
2017-06-14,"RKP",1.74,206.18,32.93,31.66,134.89,732.78,0,NA,1.80344172798481,3
2017-06-14,"SHAD",1.45,225.82,NA,20.97,345.39,995.27,0,36.76,1.89541001839415,4
2017-06-14,"SHAD",1.45,225.82,NA,20.97,345.39,995.27,0,36.76,1.85077241598981,4
2017-06-14,"SHAD",1.45,225.82,NA,20.97,345.39,995.27,0,36.76,1.80344172798481,4
2017-06-14,"SIRI",0.22,242.77,NA,32.89,244.11,NA,60.35,34.99,1.84096303481868,2
2017-06-15,"DTU",0.43,199.24,NA,33.39,246.27,NA,81.26,34.44,1.77788398958672,0
2017-06-15,"IHBAS",1.08,215.11,38.43,31.38,407.14,989.63,52.01,NA,1.77788398958672,3
2017-06-15,"ITO",NA,NA,NA,NA,NA,NA,70.12,NA,1.77788398958672,3
2017-06-15,"MM",NA,217.79,NA,32.44,153.49,735.73,0,NA,1.77788398958672,3
2017-06-15,"RKP",1.32,190.38,32.9,32.67,152.23,732.8,0,NA,1.77788398958672,3
2017-06-15,"SHAD",1.1,192.77,NA,23.27,273.98,995.59,0,36.51,1.77788398958672,4
2017-06-15,"SIRI",0.18,108.38,NA,37.69,16.27,NA,83.79,34.64,1.77788398958672,2
2017-06-16,"DTU",0.55,126.41,NA,67.79,146,NA,52.41,31.22,1.72249530143126,0
2017-06-16,"DTU",0.55,126.41,NA,67.79,146,NA,52.41,31.22,1.73696890056943,0
2017-06-16,"IHBAS",1.06,168.58,31.26,69.01,199.57,994,49.21,NA,1.73696890056943,3
2017-06-16,"IHBAS",1.06,168.58,31.26,69.01,199.57,994,49.21,NA,1.72249530143126,3
2017-06-16,"ITO",NA,NA,NA,NA,NA,NA,58.22,NA,1.73696890056943,3
2017-06-16,"ITO",NA,NA,NA,NA,NA,NA,58.22,NA,1.72249530143126,3
2017-06-16,"MM",NA,168.98,NA,61.61,116.47,736.34,0,NA,1.72249530143126,3
2017-06-16,"MM",NA,168.98,NA,61.61,116.47,736.34,0,NA,1.73696890056943,3
2017-06-16,"RKP",1.31,155.98,26.15,61.41,108.64,732.49,0,NA,1.72249530143126,3
2017-06-16,"RKP",1.31,155.98,26.15,61.41,108.64,732.49,0,NA,1.73696890056943,3
2017-06-16,"SHAD",1.43,152.59,NA,53.36,173.94,996.43,0,31.22,1.72249530143126,4
2017-06-16,"SHAD",1.43,152.59,NA,53.36,173.94,996.43,0,31.22,1.73696890056943,4
2017-06-16,"SIRI",0.27,167.57,NA,69.91,95.22,NA,49.85,28.01,1.73150774601789,2
2017-06-17,"DTU",0.42,174.66,NA,71.16,164.2,NA,43.02,31.04,1.9631498559635,0
2017-06-17,"IHBAS",1.01,195.97,29.89,69.82,166.7,945.51,47.65,NA,1.9631498559635,3
2017-06-17,"ITO",NA,NA,NA,NA,NA,NA,56.68,NA,1.9631498559635,3
2017-06-17,"MM",NA,193.81,NA,63.98,120.47,736.27,0,NA,1.9631498559635,3
2017-06-17,"RKP",0.84,192.87,26.22,62.89,119.76,732.08,0,NA,1.9631498559635,3
2017-06-17,"SHAD",1.17,203.88,NA,68.83,170.84,995.99,0,31.39,1.9631498559635,4
2017-06-17,"SIRI",0.23,180.74,NA,67.85,104.72,NA,42.44,28.16,1.9631498559635,2
2017-06-18,"DTU",0.47,221.09,NA,64.72,238.28,NA,76.03,32.04,1.82709993868792,0
2017-06-18,"DTU",0.47,221.09,NA,64.72,238.28,NA,76.03,32.04,1.89072463132984,0
2017-06-18,"IHBAS",1.06,224.35,31.16,81.19,39.82,989.87,60.39,NA,1.89072463132984,3
2017-06-18,"IHBAS",1.06,224.35,31.16,81.19,39.82,989.87,60.39,NA,1.82709993868792,3
2017-06-18,"ITO",NA,NA,NA,NA,NA,NA,115.05,NA,1.82709993868792,3
2017-06-18,"ITO",NA,NA,NA,NA,NA,NA,115.05,NA,1.89072463132984,3
2017-06-18,"MM",NA,238.38,NA,58.34,151.53,736.17,0,NA,1.82709993868792,3
2017-06-18,"MM",NA,238.38,NA,58.34,151.53,736.17,0,NA,1.89072463132984,3
2017-06-18,"RKP",1.22,216.02,28.99,58.69,147.31,732.61,0,NA,1.89072463132984,3
2017-06-18,"RKP",1.22,216.02,28.99,58.69,147.31,732.61,0,NA,1.82709993868792,3
2017-06-18,"SHAD",1.19,214.19,NA,64.11,210.26,994.69,0,33.52,1.82709993868792,4
2017-06-18,"SHAD",1.19,214.19,NA,64.11,210.26,994.69,0,33.52,1.89072463132984,4
2017-06-18,"SIRI",0.26,245.54,NA,64,151.38,NA,68.79,30.48,1.88852923753914,2
2017-06-19,"DTU",0.51,200.52,NA,69.05,178.65,NA,60.19,31.79,1.8996656833825,0
2017-06-19,"IHBAS",1.01,191.88,33.38,69.38,198.23,976.97,63.61,NA,1.8996656833825,3
2017-06-19,"ITO",NA,NA,NA,NA,NA,NA,129.98,NA,1.8996656833825,3
2017-06-19,"MM",NA,213.29,NA,63.34,118.44,736.38,0,NA,1.8996656833825,3
2017-06-19,"RKP",1.09,196.97,28.45,63.76,121.74,732.74,0,NA,1.8996656833825,3
2017-06-19,"SHAD",1.14,200.24,NA,61.64,188.55,993.2,0,33.26,1.8996656833825,4
2017-06-19,"SIRI",0.22,204.39,NA,71.91,112.45,NA,56.58,30,1.8996656833825,2
2017-06-20,"DTU",0.46,127.12,NA,87.2,184.45,NA,27.91,29.9,1.7439834975934,0
2017-06-20,"IHBAS",0.96,148.52,29,83.86,147.4,996.35,50.9,NA,1.7439834975934,3
2017-06-20,"ITO",NA,NA,NA,NA,NA,NA,52.69,NA,1.7439834975934,3
2017-06-20,"MM",NA,214.92,NA,75.67,113.8,736.7,0,NA,1.7439834975934,3
2017-06-20,"RKP",0.99,152.55,24.82,71.37,113.94,732.01,0,NA,1.7439834975934,3
2017-06-20,"SHAD",1.15,137.7,NA,77.89,192.45,994.75,0,29.48,1.7439834975934,4
2017-06-20,"SIRI",0.14,158.01,NA,82.38,98.68,NA,35.34,26.66,1.7439834975934,2
2017-06-21,"DTU",0.46,147.62,NA,90.1,138.38,NA,55.14,29.94,1.90044883932955,0
2017-06-21,"DTU",0.46,147.62,NA,90.1,138.38,NA,55.14,29.94,1.86245177012117,0
2017-06-21,"IHBAS",0.9,156.05,29.64,85.59,179.54,995.82,61.73,NA,1.86245177012117,3
2017-06-21,"IHBAS",0.9,156.05,29.64,85.59,179.54,995.82,61.73,NA,1.90044883932955,3
2017-06-21,"ITO",NA,NA,NA,NA,NA,NA,75.75,NA,1.90044883932955,3
2017-06-21,"MM",NA,222.11,NA,75.68,120.85,736.73,0,NA,1.90044883932955,3
2017-06-21,"RKP",1.06,167.82,25.47,73.04,125.38,732.2,0,NA,1.90044883932955,3
2017-06-21,"SHAD",1.04,160.4,NA,89,196.18,994.73,0,31.02,1.90044883932955,4
2017-06-21,"SIRI",0.19,175.15,NA,85.28,111.96,NA,58.57,27.08,1.90044883932955,2
2017-06-22,"DTU",0.4,215.62,NA,76.47,219.96,NA,56.7,31.18,1.72338207313577,0
2017-06-22,"DTU",0.4,215.62,NA,76.47,219.96,NA,56.7,31.18,1.91561423650976,0
2017-06-22,"IHBAS",1.03,240.49,31.32,71.26,223.91,984.59,62.64,NA,1.91561423650976,3
2017-06-22,"IHBAS",1.03,240.49,31.32,71.26,223.91,984.59,62.64,NA,1.72338207313577,3
2017-06-22,"ITO",NA,NA,NA,NA,NA,NA,87.43,NA,1.72338207313577,3
2017-06-22,"ITO",NA,NA,NA,NA,NA,NA,87.43,NA,1.91561423650976,3
2017-06-22,"MM",NA,251.19,NA,67.23,154.5,736.43,0,NA,1.91561423650976,3
2017-06-22,"MM",NA,251.19,NA,67.23,154.5,736.43,0,NA,1.72338207313577,3
2017-06-22,"RKP",0.79,209.68,27.5,64.4,150.25,732.82,0,NA,1.72338207313577,3
2017-06-22,"RKP",0.79,209.68,27.5,64.4,150.25,732.82,0,NA,1.91561423650976,3
2017-06-22,"SHAD",0.75,209.81,NA,74.83,214.04,995.37,0,32.51,1.91561423650976,4
2017-06-22,"SHAD",0.75,209.81,NA,74.83,214.04,995.37,0,32.51,1.72338207313577,4
2017-06-22,"SIRI",0.18,215.89,NA,80.14,178.81,NA,61.19,27.91,1.76974347817488,2
2017-06-23,"DTU",0.27,248.86,NA,72.51,262.48,NA,50.11,31.75,1.94089264173703,0
2017-06-23,"DTU",0.27,248.86,NA,72.51,262.48,NA,50.11,31.75,1.88685466804469,0
2017-06-23,"IHBAS",0.94,291.11,32.7,76.46,242.6,983.41,56.69,NA,1.88685466804469,3
2017-06-23,"IHBAS",0.94,291.11,32.7,76.46,242.6,983.41,56.69,NA,1.94089264173703,3
2017-06-23,"ITO",NA,NA,NA,NA,NA,NA,96.57,NA,1.88685466804469,3
2017-06-23,"ITO",NA,NA,NA,NA,NA,NA,96.57,NA,1.94089264173703,3
2017-06-23,"MM",NA,263.54,NA,59.28,161.08,736.38,0,NA,1.94089264173703,3
2017-06-23,"MM",NA,263.54,NA,59.28,161.08,736.38,0,NA,1.88685466804469,3
2017-06-23,"RKP",0.72,206.98,29.74,56.91,159.56,733.21,0,NA,1.94089264173703,3
2017-06-23,"RKP",0.72,206.98,29.74,56.91,159.56,733.21,0,NA,1.88685466804469,3
2017-06-23,"SHAD",0.58,228.41,NA,63.57,228.8,995.24,0,34.22,1.94089264173703,4
2017-06-23,"SHAD",0.58,228.41,NA,63.57,228.8,995.24,0,34.22,1.88685466804469,4
2017-06-23,"SIRI",0.23,259.44,NA,52.93,201.69,NA,44.77,33.41,1.90558271160278,2
2017-06-24,"DTU",0.27,156.34,NA,64.98,217.45,NA,87,32.4,1.87044599677593,0
2017-06-24,"IHBAS",0.89,121.62,33.45,75.48,142.74,960.53,87.13,NA,1.87044599677593,3
2017-06-24,"ITO",NA,NA,NA,NA,NA,NA,212.23,NA,1.87044599677593,3
2017-06-24,"MM",NA,228.36,NA,57.99,153.85,736.34,0,NA,1.87044599677593,3
2017-06-24,"RKP",0.67,184.7,31.52,54,150.72,733.33,0,NA,1.87044599677593,3
2017-06-24,"SHAD",0.69,111.06,NA,54.55,180.01,993.21,0,35.72,1.87044599677593,4
2017-06-24,"SIRI",0.11,176.29,NA,59.59,157.82,NA,65.02,32.72,1.87044599677593,2
2017-06-25,"DTU",0.34,102.96,NA,58.15,214.56,NA,89.85,33.1,1.80586592178771,0
2017-06-25,"DTU",0.34,102.96,NA,58.15,214.56,NA,89.85,33.1,1.65232412060301,0
2017-06-25,"IHBAS",0.97,86.65,34.93,64.7,256.49,952.65,63.09,NA,1.65232412060301,3
2017-06-25,"IHBAS",0.97,86.65,34.93,64.7,256.49,952.65,63.09,NA,1.80586592178771,3
2017-06-25,"ITO",NA,NA,NA,NA,NA,NA,250.52,NA,1.80586592178771,3
2017-06-25,"ITO",NA,NA,NA,NA,NA,NA,250.52,NA,1.65232412060301,3
2017-06-25,"MM",NA,171.18,NA,52.13,148.54,736.2,0,NA,1.80586592178771,3
2017-06-25,"MM",NA,171.18,NA,52.13,148.54,736.2,0,NA,1.65232412060301,3
2017-06-25,"RKP",1,136.56,32.86,49.5,145.69,733.25,0,NA,1.65232412060301,3
2017-06-25,"RKP",1,136.56,32.86,49.5,145.69,733.25,0,NA,1.80586592178771,3
2017-06-25,"SHAD",1.21,85.28,NA,46.6,329.16,992.84,0,37.05,1.80586592178771,4
2017-06-25,"SHAD",1.21,85.28,NA,46.6,329.16,992.84,0,37.05,1.65232412060301,4
2017-06-25,"SIRI",0.15,113.39,NA,55.43,146.31,NA,75.17,34.04,1.74621766715471,2
2017-06-26,"DTU",0.78,66.33,NA,64.02,222.55,NA,51.07,32.6,1.82668142224761,0
2017-06-26,"DTU",0.78,66.33,NA,64.02,222.55,NA,51.07,32.6,1.91578576462297,0
2017-06-26,"IHBAS",1,77.14,35.64,72.15,175.49,999.46,53.99,NA,1.91578576462297,3
2017-06-26,"IHBAS",1,77.14,35.64,72.15,175.49,999.46,53.99,NA,1.82668142224761,3
2017-06-26,"ITO",NA,NA,NA,NA,NA,NA,241.75,NA,1.91578576462297,3
2017-06-26,"ITO",NA,NA,NA,NA,NA,NA,241.75,NA,1.82668142224761,3
2017-06-26,"MM",NA,166.75,NA,54.51,148.9,736,0,NA,1.91578576462297,3
2017-06-26,"MM",NA,166.75,NA,54.51,148.9,736,0,NA,1.82668142224761,3
2017-06-26,"RKP",1.79,113.19,32.4,53.7,149.26,733.33,0,NA,1.91578576462297,3
2017-06-26,"RKP",1.79,113.19,32.4,53.7,149.26,733.33,0,NA,1.82668142224761,3
2017-06-26,"SHAD",1.48,76.15,NA,56.88,284.86,994.21,0,36.23,1.82668142224761,4
2017-06-26,"SHAD",1.48,76.15,NA,56.88,284.86,994.21,0,36.23,1.91578576462297,4
2017-06-26,"SIRI",0.22,126.45,NA,59.12,140.28,NA,50.58,33.68,1.85237780713342,2
2017-06-27,"DTU",0.9,55.16,NA,71.33,235.15,NA,45.95,32.22,1.77673772570807,0
2017-06-27,"IHBAS",1.04,86.15,36.42,69.34,294.72,997.22,55.57,NA,1.77673772570807,3
2017-06-27,"ITO",NA,NA,NA,NA,NA,NA,117.93,NA,1.77673772570807,3
2017-06-27,"MM",NA,152.56,NA,56.4,146.38,736.05,0,NA,1.77673772570807,3
2017-06-27,"RKP",2.18,105.36,32.82,53.96,141.1,733.45,0,NA,1.77673772570807,3
2017-06-27,"SHAD",1.69,80.96,NA,60.98,317.72,993.88,0,36.31,1.77673772570807,4
2017-06-27,"SIRI",0.3,130.46,NA,60.51,169.29,NA,36.17,34.12,1.77673772570807,2
2017-06-28,"DTU",0.59,163.93,NA,94.94,112.75,NA,28.62,29.58,1.91861288039632,0
2017-06-28,"IHBAS",0.99,183.3,30.52,90.46,125.07,997.02,48.57,NA,1.91861288039632,3
2017-06-28,"ITO",NA,NA,NA,NA,NA,NA,103.5,NA,1.91861288039632,3
2017-06-28,"MM",NA,225.38,NA,80.05,105.91,736.83,0,NA,1.91861288039632,3
2017-06-28,"RKP",1.56,166.2,26.66,72.98,76.27,733.01,0,NA,1.91861288039632,3
2017-06-28,"SHAD",1.47,149.99,NA,89.67,167.54,995.33,0,31.12,1.91861288039632,4
2017-06-28,"SIRI",0.25,186.08,NA,83.13,61.24,NA,28.88,28.45,1.91861288039632,2
2017-06-29,"DTU",0.49,67.49,NA,97.46,101.81,NA,31.8,29.53,1.81399110392236,0
2017-06-29,"IHBAS",1.04,116.5,30.72,91.62,212.28,999.69,47.4,NA,1.81399110392236,3
2017-06-29,"ITO",NA,NA,NA,NA,NA,NA,111.41,NA,1.81399110392236,3
2017-06-29,"MM",NA,132.24,NA,80.22,100.33,736.95,0,NA,1.81399110392236,3
2017-06-29,"RKP",1.3,122.35,25.36,78.12,90.43,732.46,0,NA,1.81399110392236,3
2017-06-29,"SHAD",1.33,106.47,NA,98.17,102.2,995.16,0,30.32,1.81399110392236,4
2017-06-29,"SIRI",0.24,119.09,NA,90.57,65.09,NA,23.67,27.2,1.81399110392236,2
2017-06-30,"DTU",0.37,112.94,NA,100.27,60.49,NA,42.33,29.21,1.98977987421384,0
2017-06-30,"DTU",0.37,112.94,NA,100.27,60.49,NA,42.33,29.21,1.83637801800444,0
2017-06-30,"DTU",0.37,112.94,NA,100.27,60.49,NA,42.33,29.21,1.81370237060941,0
2017-06-30,"IHBAS",1.02,122.36,29.91,97.29,114.31,997.06,51.99,NA,1.81370237060941,3
2017-06-30,"IHBAS",1.02,122.36,29.91,97.29,114.31,997.06,51.99,NA,1.83637801800444,3
2017-06-30,"IHBAS",1.02,122.36,29.91,97.29,114.31,997.06,51.99,NA,1.98977987421384,3
2017-06-30,"ITO",NA,NA,NA,NA,NA,NA,87.19,NA,1.83637801800444,3
2017-06-30,"ITO",NA,NA,NA,NA,NA,NA,87.19,NA,1.98977987421384,3
2017-06-30,"ITO",NA,NA,NA,NA,NA,NA,87.19,NA,1.81370237060941,3
2017-06-30,"MM",NA,168.54,NA,84.3,58.27,737,0,NA,1.81370237060941,3
2017-06-30,"MM",NA,168.54,NA,84.3,58.27,737,0,NA,1.83637801800444,3
2017-06-30,"MM",NA,168.54,NA,84.3,58.27,737,0,NA,1.98977987421384,3
2017-06-30,"RKP",0.8,163.38,25.03,82.07,57.93,732.83,0,NA,1.83637801800444,3
2017-06-30,"RKP",0.8,163.38,25.03,82.07,57.93,732.83,0,NA,1.81370237060941,3
2017-06-30,"RKP",0.8,163.38,25.03,82.07,57.93,732.83,0,NA,1.98977987421384,3
2017-06-30,"SHAD",0.96,117.66,NA,99.51,129.11,993.13,0,30.05,1.83637801800444,4
2017-06-30,"SHAD",0.96,117.66,NA,99.51,129.11,993.13,0,30.05,1.81370237060941,4
2017-06-30,"SHAD",0.96,117.66,NA,99.51,129.11,993.13,0,30.05,1.98977987421384,4
2017-06-30,"SIRI",0.17,153.16,NA,96.89,66.53,NA,26.19,26.76,1.83672445509783,2
2017-07-01,"DTU",0.36,109.89,NA,92.97,197.58,NA,60.88,30.16,1.66806113573292,0
2017-07-01,"IHBAS",0.88,116.4,30.48,75.03,159.56,953.34,59.51,NA,1.66806113573292,3
2017-07-01,"ITO",NA,NA,NA,NA,NA,NA,123.88,NA,1.66806113573292,3
2017-07-01,"MM",NA,190.04,NA,79.42,118.48,736.74,0,NA,1.66806113573292,3
2017-07-01,"RKP",0.71,175.53,27.49,75.91,120.73,732.65,0,NA,1.66806113573292,3
2017-07-01,"SHAD",0.72,110.52,NA,93.92,222.88,991.89,0,31.64,1.66806113573292,4
2017-07-01,"SIRI",0.13,133.57,NA,88.79,119.58,NA,43.12,28.94,1.66806113573292,2
2017-07-02,"DTU",0.39,86.24,NA,95.53,125.7,NA,39.34,29.87,1.79307930793079,0
2017-07-02,"DTU",0.39,86.24,NA,95.53,125.7,NA,39.34,29.87,1.98082191780822,0
2017-07-02,"IHBAS",1.02,105.83,28.72,77.17,164.16,942.95,40.57,NA,1.98082191780822,3
2017-07-02,"IHBAS",1.02,105.83,28.72,77.17,164.16,942.95,40.57,NA,1.79307930793079,3
2017-07-02,"ITO",NA,NA,NA,NA,NA,NA,0,NA,1.79307930793079,3
2017-07-02,"ITO",NA,NA,NA,NA,NA,NA,0,NA,1.98082191780822,3
2017-07-02,"MM",NA,131.68,NA,82.73,90.7,737,0,NA,1.79307930793079,3
2017-07-02,"MM",NA,131.68,NA,82.73,90.7,737,0,NA,1.98082191780822,3
2017-07-02,"RKP",1.49,126.9,25.6,80.05,83.95,732.27,0,NA,1.98082191780822,3
2017-07-02,"RKP",1.49,126.9,25.6,80.05,83.95,732.27,0,NA,1.79307930793079,3
2017-07-02,"SHAD",1.29,104.39,NA,97.71,202.84,992.91,0,30.87,1.98082191780822,4
2017-07-02,"SHAD",1.29,104.39,NA,97.71,202.84,992.91,0,30.87,1.79307930793079,4
2017-07-02,"SIRI",0.19,124.69,NA,95.47,71.31,NA,19.57,27.17,1.82205683355886,2
2017-07-03,"DTU",0.28,212.15,NA,85.99,224.89,NA,59.59,31.05,1.85657864167893,0
2017-07-03,"IHBAS",0.87,193.31,31.87,68.03,297.27,948.94,43.92,NA,1.85657864167893,3
2017-07-03,"ITO",NA,NA,NA,NA,NA,NA,47.89,NA,1.85657864167893,3
2017-07-03,"MM",NA,233.67,NA,72.58,144.66,736.59,0,NA,1.85657864167893,3
2017-07-03,"RKP",0.72,199.16,28.99,69.71,142.03,732.75,0,NA,1.85657864167893,3
2017-07-03,"SHAD",0.6,169.68,NA,84.89,278.89,992.69,0,33.57,1.85657864167893,4
2017-07-03,"SIRI",0.15,211.78,NA,81.28,130.56,NA,48.69,30.38,1.85657864167893,2
2017-07-04,"DTU",0.56,229.38,NA,78.03,217.62,NA,54.5,31.67,1.8578110383536,0
2017-07-04,"DTU",0.56,229.38,NA,78.03,217.62,NA,54.5,31.67,1.90086028530981,0
2017-07-04,"IHBAS",1.14,253.8,35.74,57.7,468.28,992.11,67.57,NA,1.8578110383536,3
2017-07-04,"IHBAS",1.14,253.8,35.74,57.7,468.28,992.11,67.57,NA,1.90086028530981,3
2017-07-04,"ITO",NA,NA,NA,NA,NA,NA,73.29,NA,1.8578110383536,3
2017-07-04,"ITO",NA,NA,NA,NA,NA,NA,73.29,NA,1.90086028530981,3
2017-07-04,"MM",NA,240.97,NA,66.69,149.92,736.38,0,NA,1.8578110383536,3
2017-07-04,"MM",NA,240.97,NA,66.69,149.92,736.38,0,NA,1.90086028530981,3
2017-07-04,"RKP",1.77,238.47,30.37,63.03,148.21,732.82,0,NA,1.8578110383536,3
2017-07-04,"RKP",1.77,238.47,30.37,63.03,148.21,732.82,0,NA,1.90086028530981,3
2017-07-04,"SHAD",1.63,237.2,NA,78.98,377.63,991.38,0,34.64,1.90086028530981,4
2017-07-04,"SHAD",1.63,237.2,NA,78.98,377.63,991.38,0,34.64,1.8578110383536,4
2017-07-04,"SIRI",0.4,262.22,NA,72.94,176.1,NA,117.91,31.64,1.8989449149897,2
2017-07-05,"DTU",0.5,225.88,NA,67.36,174.93,NA,56.26,32.19,1.83555818710303,0
2017-07-05,"ITO",NA,NA,NA,NA,NA,NA,84.16,NA,1.83555818710303,3
2017-07-05,"MM",NA,240.95,NA,62.2,148.02,736.13,0,NA,1.83555818710303,3
2017-07-05,"RKP",1.61,253.21,30.34,58.23,148.22,732.91,0,NA,1.83555818710303,3
2017-07-05,"SHAD",1.57,240.36,NA,70.71,373.93,992.38,0,34.7,1.83555818710303,4
2017-07-05,"SIRI",0.34,258.58,NA,65.41,154.46,NA,51.79,31.82,1.83555818710303,2
2017-07-06,"DTU",0.59,112.85,NA,77.17,134.57,NA,49.12,31.27,1.82769600905746,0
2017-07-06,"IHBAS",0.85,111.87,33.79,70.68,217.56,992.83,72.02,NA,1.82769600905746,3
2017-07-06,"ITO",NA,NA,NA,NA,NA,NA,79.42,NA,1.82769600905746,3
2017-07-06,"MM",NA,160.15,NA,67.78,114.75,736.52,0,NA,1.82769600905746,3
2017-07-06,"RKP",1.39,175.7,28.07,66.59,118.43,732.72,0,NA,1.82769600905746,3
2017-07-06,"SHAD",1.2,134.32,NA,81.02,224.53,994.3,0,32.91,1.82769600905746,4
2017-07-06,"SIRI",0.23,139.7,NA,76.27,78.11,NA,46.36,29.58,1.82769600905746,2
2017-07-07,"DTU",0.47,103.75,NA,83.45,211.11,NA,38.05,30.84,1.87478053234075,0
2017-07-07,"DTU",0.47,103.75,NA,83.45,211.11,NA,38.05,30.84,1.83884004673524,0
2017-07-07,"IHBAS",0.9,141.31,31.37,88.58,317.42,998.55,35.76,NA,1.87478053234075,3
2017-07-07,"ITO",NA,NA,NA,NA,NA,NA,76.98,NA,1.87478053234075,3
2017-07-07,"MM",NA,208.88,NA,70.85,133.3,736.49,0,NA,1.87478053234075,3
2017-07-07,"RKP",1.06,169.59,27.76,68.94,134.85,732.77,0,NA,1.87478053234075,3
2017-07-07,"SHAD",1.06,118.51,NA,85.16,334.24,995.71,0,32.36,1.87478053234075,4
2017-07-07,"SIRI",0.14,169.36,NA,81.41,126.12,NA,40.96,29.11,1.87478053234075,2
2017-07-08,"DTU",0.27,224.73,NA,74.74,235.03,NA,45.57,31.85,1.74364993117438,0
2017-07-08,"DTU",0.27,224.73,NA,74.74,235.03,NA,45.57,31.85,1.99095525230086,0
2017-07-08,"IHBAS",0.94,216.31,33.94,76.35,249.61,980.96,46.77,NA,1.74364993117438,3
2017-07-08,"IHBAS",0.94,216.31,33.94,76.35,249.61,980.96,46.77,NA,1.99095525230086,3
2017-07-08,"ITO",NA,NA,NA,NA,NA,NA,67.18,NA,1.99095525230086,3
2017-07-08,"ITO",NA,NA,NA,NA,NA,NA,67.18,NA,1.74364993117438,3
2017-07-08,"MM",NA,259.1,NA,63.88,148.44,736.44,0,NA,1.99095525230086,3
2017-07-08,"MM",NA,259.1,NA,63.88,148.44,736.44,0,NA,1.74364993117438,3
2017-07-08,"RKP",0.81,218.18,30.52,60,147.09,733.01,0,NA,1.74364993117438,3
2017-07-08,"RKP",0.81,218.18,30.52,60,147.09,733.01,0,NA,1.99095525230086,3
2017-07-08,"SHAD",0.69,224.01,NA,68.23,421.67,995.31,0,35.01,1.99095525230086,4
2017-07-08,"SHAD",0.69,224.01,NA,68.23,421.67,995.31,0,35.01,1.74364993117438,4
2017-07-08,"SIRI",0.21,225.63,NA,68.77,159.27,NA,47.79,31.67,1.78184001274213,2
2017-07-09,"DTU",0.41,215.74,NA,64.23,277.98,NA,64.74,32.71,1.91350498458008,0
2017-07-09,"DTU",0.41,215.74,NA,64.23,277.98,NA,64.74,32.71,1.77678414869367,0
2017-07-09,"IHBAS",1.02,214.93,35.93,62.83,261.16,980.7,54.6,NA,1.77678414869367,3
2017-07-09,"IHBAS",1.02,214.93,35.93,62.83,261.16,980.7,54.6,NA,1.91350498458008,3
2017-07-09,"ITO",NA,NA,NA,NA,NA,NA,83.99,NA,1.77678414869367,3
2017-07-09,"ITO",NA,NA,NA,NA,NA,NA,83.99,NA,1.91350498458008,3
2017-07-09,"MM",NA,248.62,NA,57.69,161.96,736.36,0,NA,1.91350498458008,3
2017-07-09,"MM",NA,248.62,NA,57.69,161.96,736.36,0,NA,1.77678414869367,3
2017-07-09,"RKP",1.07,237.07,32.17,53.53,159.02,733.29,0,NA,1.91350498458008,3
2017-07-09,"RKP",1.07,237.07,32.17,53.53,159.02,733.29,0,NA,1.77678414869367,3
2017-07-09,"SHAD",1.04,196.88,NA,52.72,480.45,994.34,0,36.85,1.91350498458008,4
2017-07-09,"SHAD",1.04,196.88,NA,52.72,480.45,994.34,0,36.85,1.77678414869367,4
2017-07-09,"SIRI",0.32,235.99,NA,59.34,209.71,NA,56.98,33.47,1.82864916337913,2
2017-07-10,"DTU",0.49,202.92,NA,61.23,247.49,NA,47.5,32.76,1.79759942521449,0
2017-07-10,"IHBAS",1.05,218.63,35.41,64.46,243.24,974.16,25.59,NA,1.79759942521449,3
2017-07-10,"ITO",NA,NA,NA,NA,NA,NA,75.09,NA,1.79759942521449,3
2017-07-10,"MM",NA,214.15,NA,54.05,153.84,736.22,0,NA,1.79759942521449,3
2017-07-10,"RKP",1.55,216.41,31.97,50.46,153.86,733.17,0,NA,1.79759942521449,3
2017-07-10,"SHAD",1.45,224.27,NA,53.83,403.37,994.58,0,36.36,1.79759942521449,4
2017-07-10,"SIRI",0.45,228.22,NA,56.04,178.93,NA,40.85,33.13,1.79759942521449,2
2017-07-11,"DTU",0.41,131.76,NA,81.44,194.83,NA,35.73,30.96,1.81370422355493,0
2017-07-11,"DTU",0.41,131.76,NA,81.44,194.83,NA,35.73,30.96,1.96250387356678,0
