"Date","Station","WS","WD","AT","RH","SR","BP","PM2.5","Temp","Aerosol_Type_Land","GC"
2013-01-01,"AV",NA,NA,NA,NA,51.5,730.67,256,9.37,NA,3
2013-01-01,"IHBAS",0.99,195.17,NA,88.38,46.36,1014.66,58.14,NA,NA,3
2013-01-01,"ITO",NA,NA,NA,NA,NA,NA,158.36,NA,NA,3
2013-01-01,"MM",NA,NA,NA,NA,NA,NA,367,NA,NA,3
2013-01-01,"PB ",NA,NA,NA,NA,NA,NA,396.71,NA,NA,0
2013-01-01,"PUSA",NA,NA,NA,NA,NA,NA,217.36,NA,NA,4
2013-01-01,"RKP",NA,NA,NA,NA,NA,NA,462.25,NA,NA,3
2013-01-02,"IHBAS",1.42,298.71,NA,94.2,36.22,1017.45,0,NA,NA,3
2013-01-02,"ITO",NA,NA,NA,NA,NA,NA,157.54,NA,NA,3
2013-01-02,"MM",NA,279.64,NA,88.14,NA,739,0,NA,NA,3
2013-01-02,"PUSA",NA,NA,NA,NA,NA,NA,204.66,NA,NA,4
2013-01-02,"RKP",0.68,120.8,NA,444.67,140.3,743.13,0,7.05,NA,3
2013-01-03,"AV",NA,NA,NA,NA,293.22,742.54,203.56,8.66,NA,3
2013-01-03,"IHBAS",0.46,299.58,NA,89.58,55.15,1018.14,0,NA,NA,3
2013-01-03,"ITO",NA,NA,NA,NA,NA,NA,120.53,NA,NA,3
2013-01-03,"MM",NA,260.51,NA,81.53,302.54,738.8,0,NA,NA,3
2013-01-03,"PUSA",NA,NA,NA,NA,NA,NA,153.03,NA,NA,4
2013-01-03,"RKP",0.48,141,NA,289,147.75,743,0,6.38,NA,3
2013-01-04,"AV",NA,NA,NA,NA,349.74,741.36,229.12,8.04,NA,3
2013-01-04,"IHBAS",0.73,302.59,NA,88.3,60.77,1017.45,0,NA,NA,3
2013-01-04,"ITO",NA,NA,NA,NA,NA,NA,139.25,NA,NA,3
2013-01-04,"MM",NA,248.12,NA,76.14,286.12,738.7,0,NA,NA,3
2013-01-04,"PUSA",NA,NA,NA,NA,NA,NA,177.39,NA,NA,4
2013-01-05,"IHBAS",0.46,309.41,NA,88.59,41.27,1015.91,0,NA,NA,3
2013-01-05,"ITO",NA,NA,NA,NA,NA,NA,150.52,NA,NA,3
2013-01-05,"MM",NA,247.51,NA,76.69,256.32,738.72,0,NA,NA,3
2013-01-05,"PB ",1.49,119.13,NA,314.85,200.36,738.01,0,8.16,NA,0
2013-01-05,"PUSA",NA,NA,NA,NA,NA,NA,187.7,NA,NA,4
2013-01-05,"RKP",1.56,166.69,NA,284.85,216.16,742.88,0,7.47,NA,3
2013-01-06,"IHBAS",0.45,296.19,NA,86.48,40.91,1017.9,0,NA,NA,3
2013-01-06,"ITO",NA,NA,NA,NA,NA,NA,164.25,NA,NA,3
2013-01-06,"MM",NA,262.92,NA,76.97,228.76,738.77,0,NA,NA,3
2013-01-06,"PB ",0.97,171.08,NA,438.05,172.53,738.03,0,8.47,NA,0
2013-01-06,"PUSA",NA,NA,NA,NA,NA,NA,224.35,NA,NA,4
2013-01-06,"RKP",0.76,180.21,NA,514.43,166.8,742.84,0,7.14,NA,3
2013-01-07,"AV",NA,NA,NA,NA,234.82,743.48,309.62,9.98,NA,3
2013-01-07,"IHBAS",1.93,296.19,NA,85.18,65.68,1018.81,0,NA,NA,3
2013-01-07,"ITO",NA,NA,NA,NA,NA,NA,145.1,NA,NA,3
2013-01-07,"MM",NA,265.39,NA,77.42,268.7,738.74,0,NA,NA,3
2013-01-07,"PB ",0.55,226,NA,398,104.75,738,0,6.22,NA,0
2013-01-07,"PUSA",NA,NA,NA,NA,NA,NA,209.22,NA,NA,4
2013-01-07,"RKP",0.7,251.5,NA,411,88.25,741,0,4.4,NA,3
2013-01-08,"AV",NA,NA,NA,NA,296.34,742.46,264.57,9.23,NA,3
2013-01-08,"IHBAS",1.34,274.57,NA,69.12,99.82,1017.89,0,NA,NA,3
2013-01-08,"ITO",NA,NA,NA,NA,NA,NA,149.18,NA,NA,3
2013-01-08,"MM",NA,240.27,NA,70.94,226.89,738.64,0,NA,NA,3
2013-01-08,"PUSA",NA,NA,NA,NA,NA,NA,215.71,NA,NA,4
2013-01-09,"AV",NA,NA,NA,NA,332.87,740.82,203.25,15.08,NA,3
2013-01-09,"IHBAS",0.49,277.35,NA,65.16,79.94,1017.07,0,NA,NA,3
2013-01-09,"ITO",NA,NA,NA,NA,NA,NA,133.79,NA,NA,3
2013-01-09,"MM",NA,253.91,NA,56.92,197.81,738.38,0,NA,NA,3
2013-01-09,"PUSA",NA,NA,NA,NA,NA,NA,187.74,NA,NA,4
2013-01-10,"AV",0.1,NA,NA,NA,273.74,736.28,156.5,15.32,NA,3
2013-01-10,"IHBAS",0.49,274.43,NA,57.57,84.89,1014.72,0,NA,NA,3
2013-01-10,"ITO",NA,NA,NA,NA,NA,NA,115.2,NA,NA,3
2013-01-10,"MM",NA,248.19,NA,49.43,199.71,738.06,0,NA,NA,3
2013-01-10,"PUSA",NA,NA,NA,NA,NA,NA,135.35,NA,NA,4
2013-01-11,"AV",0.1,NA,NA,NA,271.65,736.9,132.14,17.31,NA,3
2013-01-11,"IHBAS",0.48,263.08,NA,53.94,82.42,1014.85,0,NA,NA,3
2013-01-11,"ITO",NA,NA,NA,NA,NA,NA,110.56,NA,NA,3
2013-01-11,"MM",NA,243.66,NA,46.07,231.72,738,0,NA,NA,3
2013-01-11,"PUSA",NA,NA,NA,NA,NA,NA,118.27,NA,NA,4
2013-01-12,"AV",0.1,NA,NA,NA,286.31,740.57,266.29,15.38,NA,3
2013-01-12,"IHBAS",0.45,106.49,NA,65.99,65.81,1015.51,0,NA,NA,3
2013-01-12,"ITO",NA,NA,NA,NA,NA,NA,141.99,NA,NA,3
2013-01-12,"PUSA",NA,NA,NA,NA,NA,NA,203.89,NA,NA,4
2013-01-13,"IHBAS",0.45,196.5,NA,69.39,61.62,1012.52,0,NA,NA,3
2013-01-13,"ITO",NA,NA,NA,NA,NA,NA,169.66,NA,NA,3
2013-01-13,"MM",NA,266,NA,77.13,77.4,739,0,NA,NA,3
2013-01-13,"PUSA",NA,NA,NA,NA,NA,NA,267.04,NA,NA,4
2013-01-13,"RKP",0.43,227.33,NA,643.28,158.28,743.5,0,14.33,NA,3
2013-01-14,"AV",NA,NA,NA,NA,254.35,345.35,338.11,17.98,NA,3
2013-01-14,"IHBAS",0.44,256.84,NA,82.79,47.97,1014.1,0,NA,NA,3
2013-01-14,"ITO",NA,NA,NA,NA,NA,NA,169.88,NA,NA,3
2013-01-14,"MM",NA,249.3,NA,78.11,206.96,738.76,0,NA,NA,3
2013-01-14,"PUSA",NA,NA,NA,NA,NA,NA,264.96,NA,NA,4
2013-01-14,"RKP",0.3,205.5,NA,676,181.25,743,0,13.35,NA,3
2013-01-15,"AV",0.1,NA,NA,NA,268.81,737.34,319.06,16.49,NA,3
2013-01-15,"IHBAS",0.43,109.89,NA,77.7,59.87,1015.37,0,NA,NA,3
2013-01-15,"ITO",NA,NA,NA,NA,NA,NA,168.5,NA,NA,3
2013-01-15,"MM",NA,202.45,NA,71.95,189.79,738.65,0,NA,NA,3
2013-01-15,"PUSA",NA,NA,NA,NA,NA,NA,253.1,NA,NA,4
2013-01-16,"AV",0.1,NA,NA,NA,262.06,740.29,316.06,18.36,NA,3
2013-01-16,"IHBAS",0.44,96.04,NA,77.76,59.82,1016.47,0,NA,NA,3
2013-01-16,"ITO",NA,NA,NA,NA,NA,NA,166.79,NA,NA,3
2013-01-16,"MM",NA,198.81,NA,72.51,174.65,738.67,0,NA,NA,3
2013-01-16,"PUSA",NA,NA,NA,NA,NA,NA,270.74,NA,NA,4
2013-01-17,"AV",0.1,NA,NA,NA,267.27,738.04,237.2,18.34,NA,3
2013-01-17,"IHBAS",0.47,208.75,NA,82.64,46.37,1015.42,0,NA,NA,3
2013-01-17,"ITO",NA,NA,NA,NA,NA,NA,127.34,NA,NA,3
2013-01-17,"MM",NA,200.97,NA,75.73,185.19,738.86,0,NA,NA,3
2013-01-17,"PUSA",NA,NA,NA,NA,NA,NA,175.71,NA,NA,4
2013-01-18,"AV",0.1,NA,NA,NA,275.51,734.96,67.15,17.39,NA,3
2013-01-18,"IHBAS",0.44,182.74,NA,91.57,40.66,1014.31,0,NA,NA,3
2013-01-18,"ITO",NA,NA,NA,NA,NA,NA,34.91,NA,NA,3
2013-01-18,"MM",NA,192.17,NA,86.17,163.73,738.99,0,NA,NA,3
2013-01-18,"PUSA",NA,NA,NA,NA,NA,NA,108.64,NA,NA,4
2013-01-19,"AV",NA,NA,NA,NA,67.92,748,173.9,16.28,NA,3
2013-01-19,"IHBAS",0.94,261.1,NA,81.06,114.42,1020.74,0,NA,NA,3
2013-01-19,"ITO",NA,NA,NA,NA,NA,NA,48.76,NA,NA,3
2013-01-19,"MM",NA,265.04,NA,59.74,214.4,738.48,0,NA,NA,3
2013-01-19,"PUSA",NA,NA,NA,NA,NA,NA,109.91,NA,NA,4
2013-01-20,"AV",0.1,NA,NA,NA,331.47,745.96,99.94,16.51,NA,3
2013-01-20,"IHBAS",3.55,292.03,NA,79.3,105.95,1019.77,0,NA,NA,3
2013-01-20,"ITO",NA,NA,NA,NA,NA,NA,54.89,NA,NA,3
2013-01-20,"MM",NA,261.68,NA,70.79,205.57,738.59,0,NA,NA,3
2013-01-20,"PUSA",NA,NA,NA,NA,NA,NA,92.42,NA,NA,4
2013-01-21,"AV",NA,NA,NA,NA,301.49,748.5,131.09,14.61,NA,3
2013-01-21,"IHBAS",3.56,277.81,NA,64.6,122.59,1020.22,0,NA,NA,3
2013-01-21,"ITO",NA,NA,NA,NA,NA,NA,73.92,NA,NA,3
2013-01-21,"MM",NA,254.45,NA,60.43,202.81,738.46,0,NA,NA,3
2013-01-21,"PUSA",NA,NA,NA,NA,NA,NA,127.04,NA,NA,4
2013-01-22,"AV",NA,NA,NA,NA,98.21,750.56,292.03,14,NA,3
2013-01-22,"IHBAS",1.85,234.8,NA,65.17,110.67,1018.11,0,NA,NA,3
2013-01-22,"ITO",NA,NA,NA,NA,NA,NA,92.44,NA,NA,3
2013-01-22,"MM",NA,284.59,NA,76.12,139.52,738.82,0,NA,NA,3
2013-01-22,"PUSA",NA,NA,NA,NA,NA,NA,186.8,NA,NA,4
2013-01-23,"AV",NA,NA,NA,NA,295.64,749.2,383.67,14.02,NA,3
2013-01-23,"IHBAS",0.41,185.64,NA,80.42,82.41,1015.68,0,NA,NA,3
2013-01-23,"ITO",NA,NA,NA,NA,NA,NA,72.73,NA,NA,3
2013-01-23,"MM",NA,237.38,NA,68.89,220.08,738.63,0,NA,NA,3
2013-01-23,"PUSA",NA,NA,NA,NA,NA,NA,268.87,NA,NA,4
2013-01-24,"AV",NA,NA,NA,NA,293.32,747.92,223.03,15.18,NA,3
2013-01-24,"IHBAS",0.44,258.7,NA,67.79,109.53,1015.01,0,NA,NA,3
2013-01-24,"ITO",NA,NA,NA,NA,NA,NA,94.3,NA,NA,3
2013-01-24,"MM",NA,246.57,NA,67.49,213.93,738.6,0,NA,NA,3
2013-01-24,"PUSA",NA,NA,NA,NA,NA,NA,206.87,NA,NA,4
2013-01-25,"AV",NA,NA,NA,NA,294.84,746.77,184.21,15.81,NA,3
2013-01-25,"IHBAS",0.47,266.21,NA,60.83,122.11,1014.43,0,NA,NA,3
2013-01-25,"ITO",NA,NA,NA,NA,NA,NA,120.49,NA,NA,3
2013-01-25,"MM",NA,234.08,NA,63.68,210.82,738.56,0,NA,NA,3
2013-01-25,"PUSA",NA,NA,NA,NA,NA,NA,174.04,NA,NA,4
2013-01-26,"AV",NA,NA,NA,NA,296.47,745.48,169.01,15.91,NA,3
2013-01-26,"IHBAS",0.47,266.58,NA,57.11,120.99,1013.77,0,NA,NA,3
2013-01-26,"ITO",NA,NA,NA,NA,NA,NA,105.7,NA,NA,3
2013-01-26,"MM",NA,237.21,NA,61.19,207.44,738.54,0,NA,NA,3
2013-01-26,"PUSA",NA,NA,NA,NA,NA,NA,136.9,NA,NA,4
2013-01-27,"AV",0.33,NA,NA,NA,291.59,743.3,187.55,16.4,NA,3
2013-01-27,"IHBAS",0.46,250.53,NA,59.24,109.61,1012.92,0,NA,NA,3
2013-01-27,"ITO",NA,NA,NA,NA,NA,NA,113.48,NA,NA,3
2013-01-27,"MM",NA,257.82,NA,60.36,208.03,738.53,0,NA,NA,3
2013-01-27,"PUSA",NA,NA,NA,NA,NA,NA,150.35,NA,NA,4
2013-01-28,"AV",0.33,NA,NA,NA,285.8,742.04,246.95,16.42,NA,3
2013-01-28,"IHBAS",0.42,219.82,NA,64.44,80.59,1012.45,0,NA,NA,3
2013-01-28,"ITO",NA,NA,NA,NA,NA,NA,120.56,NA,NA,3
2013-01-28,"MM",NA,245.59,NA,63.02,210.77,738.55,0,NA,NA,3
2013-01-28,"PUSA",NA,NA,NA,NA,NA,NA,180.14,NA,NA,4
2013-01-29,"AV",0.31,NA,NA,NA,285.43,739.1,339.97,17.16,NA,3
2013-01-29,"IHBAS",0.44,237.76,NA,67.53,89.98,1011.13,0,NA,NA,3
2013-01-29,"ITO",NA,NA,NA,NA,NA,NA,149.52,NA,NA,3
2013-01-29,"MM",NA,256.03,NA,63.83,208.01,738.58,0,NA,NA,3
2013-01-29,"PUSA",NA,NA,NA,NA,NA,NA,325.76,NA,NA,4
2013-01-30,"AV",0.31,NA,NA,NA,281.07,741.94,406.32,17.57,NA,3
2013-01-30,"IHBAS",0.41,194.46,NA,73.21,73.04,1012.37,0,NA,NA,3
2013-01-30,"ITO",NA,NA,NA,NA,NA,NA,149.7,NA,NA,3
2013-01-30,"MM",NA,205.9,NA,68.21,227.61,738.6,0,NA,NA,3
2013-01-31,"AV",0.31,NA,NA,NA,279.25,743.49,478.54,16.49,NA,3
2013-01-31,"IHBAS",0.42,228.04,NA,83.49,62.03,1013.04,0,NA,NA,3
2013-01-31,"ITO",NA,NA,NA,NA,NA,NA,177.19,NA,NA,3
2013-01-31,"MM",NA,219.82,NA,73.18,231.77,738.66,0,NA,NA,3
2013-02-01,"AV",0.33,NA,NA,NA,282.76,743.34,430.81,17.72,NA,3
2013-02-01,"IHBAS",0.42,234.97,NA,84.66,58.63,1012.87,0,NA,NA,3
2013-02-01,"ITO",NA,NA,NA,NA,NA,NA,166.96,NA,NA,3
2013-02-01,"MM",NA,223.8,NA,75.13,232.45,738.7,0,NA,NA,3
2013-02-02,"AV",0.4,NA,NA,NA,251.18,742.44,354.11,17.86,NA,3
2013-02-02,"IHBAS",0.4,204.42,NA,78.02,52.36,1011.68,0,NA,NA,3
2013-02-02,"ITO",NA,NA,NA,NA,NA,NA,154.96,NA,NA,3
2013-02-02,"MM",NA,202.78,NA,79.41,202.63,738.81,0,NA,NA,3
2013-02-03,"AV",NA,NA,NA,NA,331.32,736.93,179,24.23,NA,3
2013-02-03,"IHBAS",0.4,164.78,NA,67.64,69.93,1010.13,0,NA,NA,3
2013-02-03,"ITO",NA,NA,NA,NA,NA,NA,123.67,NA,NA,3
2013-02-03,"MM",NA,205.26,NA,48.86,235.37,738.3,0,NA,NA,3
2013-02-04,"AV",0.29,NA,NA,NA,274.45,735.43,174.21,18.66,NA,3
2013-02-04,"IHBAS",0.47,78.3,NA,79.3,22.71,1009.28,0,NA,NA,3
2013-02-04,"ITO",NA,NA,NA,NA,NA,NA,74.21,NA,NA,3
2013-02-04,"MM",NA,134.5,NA,69.77,207.27,738.73,0,NA,NA,3
2013-02-04,"PUSA",NA,NA,NA,NA,NA,NA,54.62,NA,NA,4
2013-02-05,"AV",0.16,NA,NA,NA,266.69,737.6,77.15,17.13,NA,3
2013-02-05,"IHBAS",0.4,115.63,NA,93.77,13.45,1010.21,0,NA,NA,3
2013-02-05,"ITO",NA,NA,NA,NA,NA,NA,28.42,NA,NA,3
2013-02-05,"PUSA",NA,NA,NA,NA,NA,NA,42.14,NA,NA,4
2013-02-06,"AV",0.1,NA,NA,NA,288.99,743.83,67.15,18.4,NA,3
2013-02-06,"IHBAS",2.73,245.9,NA,83.08,62.94,1013.18,0,NA,NA,3
2013-02-06,"ITO",NA,NA,NA,NA,NA,NA,19.17,NA,NA,3
2013-02-06,"MM",NA,256.47,NA,60.52,221.43,738.44,0,NA,NA,3
2013-02-06,"PUSA",NA,NA,NA,NA,NA,NA,27.26,NA,NA,4
2013-02-07,"AV",0.1,NA,NA,NA,303.15,744.12,50.23,16.42,NA,3
2013-02-07,"IHBAS",2.75,297.9,NA,74.14,96.44,1013.24,0,NA,NA,3
2013-02-07,"ITO",NA,NA,NA,NA,NA,NA,107.86,NA,NA,3
2013-02-07,"MM",NA,266.76,NA,63.78,202.75,738.52,0,NA,NA,3
2013-02-07,"PUSA",NA,NA,NA,NA,NA,NA,30.71,NA,NA,4
2013-02-08,"AV",NA,NA,NA,NA,346.44,740.56,84.18,15.7,NA,3
2013-02-08,"IHBAS",0.36,276.67,NA,71.99,80.75,1011.3,0,NA,NA,3
2013-02-08,"ITO",NA,NA,NA,NA,NA,NA,164.73,NA,NA,3
2013-02-08,"MM",NA,246.21,NA,68.97,219.57,738.63,0,NA,NA,3
2013-02-08,"PUSA",NA,NA,NA,NA,NA,NA,48.19,NA,NA,4
2013-02-09,"IHBAS",0.32,257.61,NA,68.98,94.59,1011.14,0,NA,NA,3
2013-02-09,"ITO",NA,NA,NA,NA,NA,NA,184.16,NA,NA,3
2013-02-09,"PUSA",NA,NA,NA,NA,NA,NA,61.3,NA,NA,4
2013-02-10,"AV",NA,NA,NA,NA,332.22,740.48,312.81,20.59,NA,3
2013-02-10,"IHBAS",0.32,147.52,NA,80.02,68.65,1011.71,0,NA,NA,3
2013-02-10,"ITO",NA,NA,NA,NA,NA,NA,214.59,NA,NA,3
2013-02-10,"MM",NA,288.83,NA,73.57,156.66,738.71,0,NA,NA,3
2013-02-10,"PUSA",NA,NA,NA,NA,NA,NA,110.81,NA,NA,4
2013-02-11,"AV",NA,NA,NA,NA,291.78,739.01,296.4,18.7,NA,3
2013-02-11,"IHBAS",0.36,260.51,NA,73.82,88,1010.93,0,NA,NA,3
2013-02-11,"ITO",NA,NA,NA,NA,NA,NA,217.27,NA,NA,3
2013-02-11,"MM",NA,236.1,NA,68.19,219.89,738.61,0,NA,NA,3
2013-02-11,"PUSA",NA,NA,NA,NA,NA,NA,96.46,NA,NA,4
2013-02-12,"AV",0.68,NA,NA,NA,287.47,740.68,161.82,19.37,NA,3
2013-02-12,"IHBAS",0.3,286.78,NA,68.51,90.93,1011.53,0,NA,NA,3
2013-02-12,"ITO",NA,NA,NA,NA,NA,NA,205.17,NA,NA,3
2013-02-12,"MM",NA,262.12,NA,64.11,208.85,738.59,0,NA,NA,3
2013-02-12,"PUSA",NA,NA,NA,NA,NA,NA,65.72,NA,NA,4
2013-02-13,"AV",0.59,NA,NA,NA,290.37,737.7,133.77,20.22,NA,3
2013-02-13,"IHBAS",0.32,288.31,NA,62.75,90.26,1010.14,0,NA,NA,3
2013-02-13,"ITO",NA,NA,NA,NA,NA,NA,199.18,NA,NA,3
2013-02-13,"MM",NA,262.71,NA,57.97,208.25,738.5,0,NA,NA,3
2013-02-13,"PUSA",NA,NA,NA,NA,NA,NA,64.43,NA,NA,4
2013-02-14,"AV",0.4,NA,NA,NA,286.9,733.52,159.9,21.03,NA,3
2013-02-14,"IHBAS",0.28,243.79,NA,61.6,92,1008.31,0,NA,NA,3
2013-02-14,"ITO",NA,NA,NA,NA,NA,NA,200.88,NA,NA,3
2013-02-14,"MM",NA,243.97,NA,60.65,215.91,738.5,0,NA,NA,3
2013-02-14,"PUSA",NA,NA,NA,NA,NA,NA,80.91,NA,NA,4
2013-02-15,"AV",0.14,NA,NA,NA,287,727.01,212.1,19.89,NA,3
2013-02-15,"IHBAS",0.18,154.29,NA,74.16,60.42,1006.66,0,NA,NA,3
2013-02-15,"ITO",NA,NA,NA,NA,NA,NA,195.5,NA,NA,3
2013-02-15,"MM",NA,263.02,NA,82.06,125.71,739,0,NA,NA,3
2013-02-15,"PUSA",NA,NA,NA,NA,NA,NA,72.8,NA,NA,4
2013-02-16,"AV",0.14,NA,NA,NA,58.35,723.65,27.27,16.64,NA,3
2013-02-16,"IHBAS",0.19,118.49,NA,91.04,17.29,1003.8,0,NA,NA,3
2013-02-16,"ITO",NA,NA,NA,NA,NA,NA,102.33,NA,NA,3
2013-02-16,"PUSA",NA,NA,NA,NA,NA,NA,27.05,NA,NA,4
2013-02-17,"AV",NA,NA,NA,NA,209.29,751.35,151.84,17.29,NA,3
2013-02-17,"IHBAS",0.1,158.31,NA,87.29,56.21,1008.09,0,NA,NA,3
2013-02-17,"ITO",NA,NA,NA,NA,NA,NA,98.32,NA,NA,3
2013-02-17,"MM",NA,199.15,NA,77.73,238.85,738.74,0,NA,NA,3
2013-02-17,"PUSA",NA,NA,NA,NA,NA,NA,36.31,NA,NA,4
2013-02-18,"AV",0.56,NA,NA,NA,255.8,755.67,117.14,17.25,NA,3
2013-02-18,"IHBAS",0.35,274.4,NA,84.19,96.02,1011.47,0,NA,NA,3
2013-02-18,"ITO",NA,NA,NA,NA,NA,NA,120.73,NA,NA,3
2013-02-18,"MM",NA,227.08,NA,77.3,213.89,738.69,0,NA,NA,3
2013-02-18,"PUSA",NA,NA,NA,NA,NA,NA,47.89,NA,NA,4
2013-02-19,"AV",0.45,NA,NA,NA,256.05,756.15,101.22,18.46,NA,3
2013-02-19,"IHBAS",0.46,274.01,NA,79.71,81.54,1011.63,0,NA,NA,3
2013-02-19,"ITO",NA,NA,NA,NA,NA,NA,136.96,NA,NA,3
2013-02-19,"MM",NA,248.1,NA,71.72,210.95,738.58,0,NA,NA,3
2013-02-19,"PUSA",NA,NA,NA,NA,NA,NA,44.46,NA,NA,4
2013-02-20,"AV",0.48,NA,NA,NA,257.02,758.32,143.12,19.32,NA,3
2013-02-20,"IHBAS",0.67,289.05,NA,79.95,92.66,1013.21,0,NA,NA,3
2013-02-20,"ITO",NA,NA,NA,NA,NA,NA,175.98,NA,NA,3
2013-02-20,"MM",NA,250.7,NA,73.77,230.02,738.63,0,NA,NA,3
2013-02-20,"PUSA",NA,NA,NA,NA,NA,NA,60.47,NA,NA,4
2013-02-21,"AV",0.27,NA,NA,NA,253.12,756.34,144.68,21.14,NA,3
2013-02-21,"IHBAS",0.48,254.94,NA,88.68,41.85,1012.36,0,NA,NA,3
2013-02-21,"ITO",NA,NA,NA,NA,NA,NA,162.12,NA,NA,3
2013-02-21,"MM",NA,179.56,NA,68.17,218.51,738.55,0,NA,NA,3
2013-02-21,"PUSA",NA,NA,NA,NA,NA,NA,31.45,NA,NA,4
2013-02-22,"AV",0.5,NA,NA,NA,255.15,757.31,121.59,21.86,NA,3
2013-02-22,"IHBAS",0.48,88.86,NA,60.46,92.77,1012.07,0,NA,NA,3
2013-02-22,"ITO",NA,NA,NA,NA,NA,NA,162.56,NA,NA,3
2013-02-22,"MM",NA,144.28,NA,68.62,197.74,738.67,0,NA,NA,3
2013-02-22,"PUSA",NA,NA,NA,NA,NA,NA,55.11,NA,NA,4
2013-02-23,"AV",0.18,NA,NA,NA,242.88,755.11,66.55,18.92,NA,3
2013-02-23,"IHBAS",0.47,132.55,NA,77.12,56.18,1012.58,0,NA,NA,3
2013-02-23,"ITO",NA,NA,NA,NA,NA,NA,121.02,NA,NA,3
2013-02-23,"MM",NA,127.66,NA,58.36,308.75,738,0,NA,NA,3
2013-02-23,"PUSA",NA,NA,NA,NA,NA,NA,70.24,NA,NA,4
2013-02-24,"AV",NA,NA,NA,NA,260.23,NA,56.19,18.93,NA,3
2013-02-24,"IHBAS",0.32,255.43,NA,79.47,101.33,1015.53,0,NA,NA,3
2013-02-24,"ITO",NA,NA,NA,NA,NA,NA,139.02,NA,NA,3
2013-02-24,"PUSA",NA,NA,NA,NA,NA,NA,38.95,NA,NA,4
2013-02-25,"AV",NA,NA,NA,NA,263.28,759.96,79.05,19.93,NA,3
2013-02-25,"IHBAS",0.33,259.36,NA,75.59,103.04,1015.08,0,NA,NA,3
2013-02-25,"ITO",NA,NA,NA,NA,NA,NA,182.1,NA,NA,3
2013-02-25,"PUSA",NA,NA,NA,NA,NA,NA,84.7,NA,NA,4
2013-02-26,"AV",NA,NA,NA,NA,259.89,754.99,177.08,21.27,NA,3
2013-02-26,"IHBAS",0.42,128.31,NA,65.79,94.75,1012.72,0,NA,NA,3
2013-02-26,"ITO",NA,NA,NA,NA,NA,NA,200.69,NA,NA,3
2013-02-26,"PUSA",NA,NA,NA,NA,NA,NA,99.61,NA,NA,4
2013-02-27,"AV",0.1,NA,NA,NA,256.53,754.56,125.89,23.17,NA,3
2013-02-27,"IHBAS",0.46,167.85,NA,59.75,92.15,1010.57,0,NA,NA,3
2013-02-27,"ITO",NA,NA,NA,NA,NA,NA,211.04,NA,NA,3
2013-02-27,"PUSA",NA,NA,NA,NA,NA,NA,99.29,NA,NA,4
2013-02-28,"AV",0.1,NA,NA,NA,259.93,758.1,118.94,21.76,NA,3
2013-02-28,"IHBAS",0.49,246.78,NA,63.5,93.16,1013.1,0,NA,NA,3
2013-02-28,"ITO",NA,NA,NA,NA,NA,NA,214.65,NA,NA,3
2013-02-28,"PUSA",NA,NA,NA,NA,NA,NA,81.22,NA,NA,4
2013-03-01,"AV",0.1,NA,NA,NA,265.9,758.09,255.43,19.83,NA,3
2013-03-01,"IHBAS",0.54,227.47,NA,60.45,105.38,1013.03,0,NA,NA,3
2013-03-01,"ITO",NA,NA,NA,NA,NA,NA,190.55,NA,NA,3
2013-03-01,"PUSA",NA,NA,NA,NA,NA,NA,50.21,NA,NA,4
2013-03-02,"AV",0.12,NA,NA,NA,182.31,757.1,479.33,22.46,NA,3
2013-03-02,"IHBAS",0.52,244.44,NA,63.63,101.37,1012.75,0,NA,NA,3
2013-03-02,"ITO",NA,NA,NA,NA,NA,NA,189.7,NA,NA,3
2013-03-02,"PUSA",NA,NA,NA,NA,NA,NA,59.96,NA,NA,4
2013-03-03,"AV",0.1,NA,NA,NA,258.82,757.4,95.01,23.09,NA,3
2013-03-03,"IHBAS",0.47,315.26,NA,62.47,104.11,1012.34,0,NA,NA,3
2013-03-03,"ITO",NA,NA,NA,NA,NA,NA,198.96,NA,NA,3
2013-03-03,"PUSA",NA,NA,NA,NA,NA,NA,74.46,NA,NA,4
2013-03-04,"AV",NA,NA,NA,NA,255.27,756.7,133.72,24.07,NA,3
2013-03-04,"IHBAS",0.43,265.53,NA,61.24,103.19,1011.97,0,NA,NA,3
2013-03-04,"ITO",NA,NA,NA,NA,NA,NA,223.95,NA,NA,3
2013-03-04,"PUSA",NA,NA,NA,NA,NA,NA,83.05,NA,NA,4
2013-03-05,"AV",NA,NA,NA,NA,251.17,757.7,202.26,24.85,NA,3
2013-03-05,"IHBAS",0.45,243.29,NA,64.84,98.1,1012.88,0,NA,NA,3
2013-03-05,"ITO",NA,NA,NA,NA,NA,NA,241.14,NA,NA,3
2013-03-05,"PUSA",NA,NA,NA,NA,NA,NA,84.35,NA,NA,4
2013-03-06,"AV",NA,NA,NA,NA,253.39,757.84,121.15,25.09,NA,3
2013-03-06,"IHBAS",0.47,327.29,NA,65.53,101.37,1012.32,0,NA,NA,3
2013-03-06,"ITO",NA,NA,NA,NA,NA,NA,222.24,NA,NA,3
2013-03-06,"PUSA",NA,NA,NA,NA,NA,NA,79.53,NA,NA,4
2013-03-07,"AV",NA,NA,NA,NA,228.03,756.61,142.19,22.92,NA,3
2013-03-07,"IHBAS",0.47,294.29,NA,62.39,101,1011.72,0,NA,NA,3
2013-03-07,"ITO",NA,NA,NA,NA,NA,NA,208.74,NA,NA,3
2013-03-08,"IHBAS",0.42,246.83,NA,58.57,97.24,1011.28,0,NA,NA,3
