CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,
Time: 01:27:27 AM,,,,,,,,,,,,,,,,,,,,
Station,"Lodhi Road, New Delhi - IMD",,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene",,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T14:54:59Z 00:00,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Lodhi Road, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,
 , ,,Lodhi Road , , , , ,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone
01-09-2013 00:00,02-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-09-2013 00:00,03-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-09-2013 00:00,04-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-09-2013 00:00,05-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-09-2013 00:00,06-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-09-2013 00:00,07-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-09-2013 00:00,08-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-09-2013 00:00,09-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-09-2013 00:00,10-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-09-2013 00:00,11-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-09-2013 00:00,12-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-09-2013 00:00,13-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-09-2013 00:00,14-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-09-2013 00:00,15-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-09-2013 00:00,16-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-09-2013 00:00,17-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-09-2013 00:00,18-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-09-2013 00:00,19-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-09-2013 00:00,20-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-09-2013 00:00,21-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-09-2013 00:00,22-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-09-2013 00:00,23-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-09-2013 00:00,24-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-09-2013 00:00,25-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-09-2013 00:00,26-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-09-2013 00:00,27-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-09-2013 00:00,28-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-09-2013 00:00,29-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-09-2013 00:00,30-09-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-09-2013 00:00,01-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-10-2013 00:00,02-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-10-2013 00:00,03-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-10-2013 00:00,04-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-10-2013 00:00,05-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-10-2013 00:00,06-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-10-2013 00:00,07-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-10-2013 00:00,08-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-10-2013 00:00,09-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-10-2013 00:00,10-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-10-2013 00:00,11-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-10-2013 00:00,12-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-10-2013 00:00,13-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-10-2013 00:00,14-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-10-2013 00:00,15-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-10-2013 00:00,16-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-10-2013 00:00,17-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-10-2013 00:00,18-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-10-2013 00:00,19-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-10-2013 00:00,20-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-10-2013 00:00,21-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-10-2013 00:00,22-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-10-2013 00:00,23-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-10-2013 00:00,24-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-10-2013 00:00,25-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-10-2013 00:00,26-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-10-2013 00:00,27-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-10-2013 00:00,28-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-10-2013 00:00,29-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-10-2013 00:00,30-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-10-2013 00:00,31-10-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
31-10-2013 00:00,01-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-11-2013 00:00,02-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-11-2013 00:00,03-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-11-2013 00:00,04-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-11-2013 00:00,05-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-11-2013 00:00,06-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-11-2013 00:00,07-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-11-2013 00:00,08-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-11-2013 00:00,09-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-11-2013 00:00,10-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-11-2013 00:00,11-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-11-2013 00:00,12-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-11-2013 00:00,13-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-11-2013 00:00,14-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-11-2013 00:00,15-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-11-2013 00:00,16-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-11-2013 00:00,17-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-11-2013 00:00,18-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-11-2013 00:00,19-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-11-2013 00:00,20-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-11-2013 00:00,21-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-11-2013 00:00,22-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-11-2013 00:00,23-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-11-2013 00:00,24-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-11-2013 00:00,25-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-11-2013 00:00,26-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-11-2013 00:00,27-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-11-2013 00:00,28-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-11-2013 00:00,29-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-11-2013 00:00,30-11-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-11-2013 00:00,01-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-12-2013 00:00,02-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-12-2013 00:00,03-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-12-2013 00:00,04-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-12-2013 00:00,05-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-12-2013 00:00,06-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-12-2013 00:00,07-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-12-2013 00:00,08-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
08-12-2013 00:00,09-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
09-12-2013 00:00,10-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-12-2013 00:00,11-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
11-12-2013 00:00,12-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
12-12-2013 00:00,13-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
13-12-2013 00:00,14-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
14-12-2013 00:00,15-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
15-12-2013 00:00,16-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
16-12-2013 00:00,17-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
17-12-2013 00:00,18-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
18-12-2013 00:00,19-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
19-12-2013 00:00,20-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
20-12-2013 00:00,21-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
21-12-2013 00:00,22-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
22-12-2013 00:00,23-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
23-12-2013 00:00,24-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
24-12-2013 00:00,25-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
25-12-2013 00:00,26-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
26-12-2013 00:00,27-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
27-12-2013 00:00,28-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
28-12-2013 00:00,29-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
29-12-2013 00:00,30-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-12-2013 00:00,31-12-2013 00:00,LODHI,,,,,,,,,,,,,,,,,,
31-12-2013 00:00,01-01-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-01-2014 00:00,02-01-2014 00:00,LODHI,,,,,,,,,,,290.43,185.91,11.1,9.92,20.98,1.56,256.2,33.53
02-01-2014 00:00,03-01-2014 00:00,LODHI,,,,,,,,,,,298.74,165.69,18.11,10.02,28.0,1.84,270.3,34.64
03-01-2014 00:00,04-01-2014 00:00,LODHI,,,,,,,,,,,321.14,175.66,34.79,13.18,47.92,2.56,303.6,18.1
04-01-2014 00:00,05-01-2014 00:00,LODHI,,,,,,,,,,,519.1,324.49,43.73,7.24,51.05,3.81,356.73,3.85
05-01-2014 00:00,06-01-2014 00:00,LODHI,,,,,,,,,,,650.1,292.47,8.73,1.52,10.25,5.66,442.52,0.0
06-01-2014 00:00,07-01-2014 00:00,LODHI,,,,,,,,,,,520.77,303.7,13.79,10.92,19.44,3.25,315.52,41.21
07-01-2014 00:00,08-01-2014 00:00,LODHI,,,,,,,,,,,386.06,217.03,23.27,31.14,51.95,2.64,286.37,32.33
08-01-2014 00:00,09-01-2014 00:00,LODHI,,,,,,,,,,,411.39,239.72,23.52,35.28,58.76,3.31,299.15,29.41
09-01-2014 00:00,10-01-2014 00:00,LODHI,,,,,,,,,,,597.78,361.74,12.52,14.68,24.77,4.48,341.19,12.19
10-01-2014 00:00,11-01-2014 00:00,LODHI,,,,,,,,,,,664.89,413.15,13.47,11.52,19.93,5.02,370.14,7.79
11-01-2014 00:00,12-01-2014 00:00,LODHI,,,,,,,,,,,276.18,170.58,13.41,11.52,,2.91,,16.69
12-01-2014 00:00,13-01-2014 00:00,LODHI,,,,,,,,,,,287.58,171.69,13.49,11.52,,3.37,,17.24
13-01-2014 00:00,14-01-2014 00:00,LODHI,,,,,,,,,,,365.74,194.65,13.82,13.53,,3.93,,20.3
14-01-2014 00:00,15-01-2014 00:00,LODHI,,,,,,,,,,,444.42,275.4,19.24,24.56,,4.22,,24.97
15-01-2014 00:00,16-01-2014 00:00,LODHI,,,,,,,,,,,591.2,330.41,31.3,12.75,,4.9,,8.03
16-01-2014 00:00,17-01-2014 00:00,LODHI,,,,,,,,,,,526.24,280.2,31.03,11.47,,5.28,,12.73
17-01-2014 00:00,18-01-2014 00:00,LODHI,,,,,,,,,,,351.34,200.46,24.83,7.15,,4.53,,13.27
18-01-2014 00:00,19-01-2014 00:00,LODHI,,,,,,,,,,,161.43,97.52,19.62,7.28,,4.09,,19.25
19-01-2014 00:00,20-01-2014 00:00,LODHI,,,,,,,,,,,121.06,68.57,19.24,6.48,,3.87,,24.75
20-01-2014 00:00,21-01-2014 00:00,LODHI,,,,,,,,,,,175.36,92.25,21.33,8.34,,4.31,,23.12
21-01-2014 00:00,22-01-2014 00:00,LODHI,,,,,,,,,,,147.98,94.62,18.27,7.62,,4.07,,19.27
22-01-2014 00:00,23-01-2014 00:00,LODHI,,,,,,,,,,,123.42,84.65,19.94,6.88,,4.26,,19.02
23-01-2014 00:00,24-01-2014 00:00,LODHI,,,,,,,,,,,134.53,84.55,19.09,6.45,,4.53,,22.49
24-01-2014 00:00,25-01-2014 00:00,LODHI,,,,,,,,,,,191.43,106.82,20.51,6.57,,5.68,,22.85
25-01-2014 00:00,26-01-2014 00:00,LODHI,,,,,,,,,,,186.02,101.53,16.46,6.2,,5.11,,21.14
26-01-2014 00:00,27-01-2014 00:00,LODHI,,,,,,,,,,,188.63,111.62,21.68,6.41,,5.38,,26.79
27-01-2014 00:00,28-01-2014 00:00,LODHI,,,,,,,,,,,212.58,122.77,17.88,8.17,,4.76,,25.28
28-01-2014 00:00,29-01-2014 00:00,LODHI,,,,,,,,,,,225.0,122.95,21.1,8.08,,3.18,,26.99
29-01-2014 00:00,30-01-2014 00:00,LODHI,,,,,,,,,,,377.22,205.6,29.73,8.83,,3.73,,15.64
30-01-2014 00:00,31-01-2014 00:00,LODHI,,,,,,,,,,,369.41,203.43,21.93,12.66,,3.22,,17.71
31-01-2014 00:00,01-02-2014 00:00,LODHI,,,,,,,,,,,461.83,267.91,13.65,1.52,,2.83,,17.22
01-02-2014 00:00,02-02-2014 00:00,LODHI,,,,,,,,,,,434.97,221.11,13.58,1.52,,2.48,,19.89
02-02-2014 00:00,03-02-2014 00:00,LODHI,,,,,,,,,,,,257.53,13.59,1.53,,3.36,,19.0
03-02-2014 00:00,04-02-2014 00:00,LODHI,,,,,,,,,,,293.76,151.95,33.99,7.52,,3.55,,20.91
04-02-2014 00:00,05-02-2014 00:00,LODHI,,,,,,,,,,,253.84,159.1,53.74,16.47,,3.67,,21.86
05-02-2014 00:00,06-02-2014 00:00,LODHI,,,,,,,,,,,238.33,124.41,25.32,8.38,,3.69,,21.5
06-02-2014 00:00,07-02-2014 00:00,LODHI,,,,,,,,,,,291.27,148.18,14.29,1.53,,4.35,,22.69
07-02-2014 00:00,08-02-2014 00:00,LODHI,,,,,,,,,,,143.03,68.39,14.07,1.52,,3.26,,32.15
08-02-2014 00:00,09-02-2014 00:00,LODHI,,,,,,,,,,,123.37,80.78,13.98,1.54,,3.21,,26.17
09-02-2014 00:00,10-02-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
10-02-2014 00:00,11-02-2014 00:00,LODHI,,,,,,,,,,,165.5,89.32,13.33,1.52,,4.09,,43.08
11-02-2014 00:00,12-02-2014 00:00,LODHI,,,,,,,,,,,227.1,131.37,13.27,1.52,,4.45,,36.84
12-02-2014 00:00,13-02-2014 00:00,LODHI,,,,,,,,,,,200.59,104.08,13.27,1.53,,4.08,,35.13
13-02-2014 00:00,14-02-2014 00:00,LODHI,,,,,,,,,,,262.62,137.32,13.31,1.53,,4.28,,34.22
14-02-2014 00:00,15-02-2014 00:00,LODHI,,,,,,,,,,,39.18,66.19,13.23,1.51,,3.85,,21.0
15-02-2014 00:00,16-02-2014 00:00,LODHI,,,,,,,,,,,1.16,78.06,13.35,1.54,,4.26,,31.83
16-02-2014 00:00,17-02-2014 00:00,LODHI,,,,,,,,,,,1.33,133.16,13.34,1.52,,4.53,,28.37
17-02-2014 00:00,18-02-2014 00:00,LODHI,,,,,,,,,,,67.91,78.31,13.42,1.53,,3.92,,40.01
18-02-2014 00:00,19-02-2014 00:00,LODHI,,,,,,,,,,,139.88,85.81,13.36,1.53,,3.94,,47.94
19-02-2014 00:00,20-02-2014 00:00,LODHI,,,,,,,,,,,363.21,186.58,13.47,1.54,,5.5,,31.25
20-02-2014 00:00,21-02-2014 00:00,LODHI,,,,,,,,,,,385.4,213.21,13.49,1.53,,5.71,,21.34
21-02-2014 00:00,22-02-2014 00:00,LODHI,,,,,,,,,,,304.64,170.92,14.16,7.11,,4.5,,44.07
22-02-2014 00:00,23-02-2014 00:00,LODHI,,,,,,,,,,,190.72,106.31,1.07,15.5,,1.68,,23.57
23-02-2014 00:00,24-02-2014 00:00,LODHI,,,,,,,,,,,193.37,102.92,0.43,15.27,,1.86,,28.71
24-02-2014 00:00,25-02-2014 00:00,LODHI,,,,,,,,,,,129.94,85.35,10.69,16.39,,2.06,,34.91
25-02-2014 00:00,26-02-2014 00:00,LODHI,,,,,,,,,,,244.44,121.94,10.59,17.89,,2.43,,31.99
26-02-2014 00:00,27-02-2014 00:00,LODHI,,,,,,,,,,,264.4,163.12,11.23,18.9,,2.82,,24.17
27-02-2014 00:00,28-02-2014 00:00,LODHI,,,,,,,,,,,162.87,110.51,14.5,19.02,,2.51,,24.03
28-02-2014 00:00,01-03-2014 00:00,LODHI,,,,,,,,,,,64.31,36.51,9.21,15.76,,2.46,,32.25
01-03-2014 00:00,02-03-2014 00:00,LODHI,,,,,,,,,,,92.96,65.05,9.25,15.89,,2.67,,28.11
02-03-2014 00:00,03-03-2014 00:00,LODHI,,,,,,,,,,,107.76,63.68,9.38,15.87,,2.86,,35.18
03-03-2014 00:00,04-03-2014 00:00,LODHI,,,,,,,,,,,124.75,70.2,9.83,16.36,,3.13,,41.63
04-03-2014 00:00,05-03-2014 00:00,LODHI,,,,,,,,,,,175.57,79.08,9.94,17.14,,3.29,,35.64
05-03-2014 00:00,06-03-2014 00:00,LODHI,,,,,,,,,,,184.04,78.13,9.91,16.3,,3.07,,39.15
06-03-2014 00:00,07-03-2014 00:00,LODHI,,,,,,,,,,,123.21,51.12,9.6,16.3,,2.79,,41.38
07-03-2014 00:00,08-03-2014 00:00,LODHI,,,,,,,,,,,164.65,72.82,9.91,16.29,,2.98,,42.44
08-03-2014 00:00,09-03-2014 00:00,LODHI,,,,,,,,,,,141.98,61.63,10.16,15.66,,2.96,,42.99
09-03-2014 00:00,10-03-2014 00:00,LODHI,,,,,,,,,,,159.58,76.07,10.34,15.69,,2.96,,44.72
10-03-2014 00:00,11-03-2014 00:00,LODHI,,,,,,,,,,,73.63,28.95,9.26,15.19,,2.73,,39.88
11-03-2014 00:00,12-03-2014 00:00,LODHI,,,,,,,,,,,86.84,37.32,13.71,15.7,,2.71,,47.43
12-03-2014 00:00,13-03-2014 00:00,LODHI,,,,,,,,,,,65.11,33.71,13.59,15.35,,2.64,,33.82
13-03-2014 00:00,14-03-2014 00:00,LODHI,,,,,,,,,,,91.37,41.99,13.81,15.98,,3.1,,27.03
14-03-2014 00:00,15-03-2014 00:00,LODHI,,,,,,,,,,,159.5,69.83,17.24,16.38,,4.32,0.0,29.92
15-03-2014 00:00,16-03-2014 00:00,LODHI,,,,,,,,,,,224.13,99.71,21.52,18.34,,5.18,,50.15
16-03-2014 00:00,17-03-2014 00:00,LODHI,,,,,,,,,,,181.73,86.99,19.24,17.51,,4.88,,40.65
17-03-2014 00:00,18-03-2014 00:00,LODHI,,,,,,,,,,,172.02,92.57,17.6,15.81,,4.68,,37.64
18-03-2014 00:00,19-03-2014 00:00,LODHI,,,,,,,,,,,83.38,57.71,14.36,15.54,,3.47,,28.16
19-03-2014 00:00,20-03-2014 00:00,LODHI,,,,,,,,,,,71.88,50.54,14.07,15.01,,2.72,,31.67
20-03-2014 00:00,21-03-2014 00:00,LODHI,,,,,,,,,,,100.26,66.47,16.06,18.39,,3.27,0.0,30.03
21-03-2014 00:00,22-03-2014 00:00,LODHI,,,,,,,,,,,161.39,100.95,49.53,22.24,,3.55,,33.72
22-03-2014 00:00,23-03-2014 00:00,LODHI,,,,,,,,,,,145.87,92.25,18.69,19.3,,3.3,,36.7
23-03-2014 00:00,24-03-2014 00:00,LODHI,,,,,,,,,,,170.54,103.01,16.48,21.06,,3.82,,21.97
24-03-2014 00:00,25-03-2014 00:00,LODHI,,,,,,,,,,,73.08,46.99,5.12,17.82,,3.32,,17.78
25-03-2014 00:00,26-03-2014 00:00,LODHI,,,,,,,,,,,158.77,92.76,19.2,22.05,,2.94,,19.79
26-03-2014 00:00,27-03-2014 00:00,LODHI,,,,,,,,,,,178.51,108.04,20.34,22.24,,1.21,,29.07
27-03-2014 00:00,28-03-2014 00:00,LODHI,,,,,,,,,,,135.28,80.98,13.62,27.19,,1.62,,9.25
28-03-2014 00:00,29-03-2014 00:00,LODHI,,,,,,,,,,,118.98,79.22,18.67,29.46,,2.02,,25.11
29-03-2014 00:00,30-03-2014 00:00,LODHI,,,,,,,,,,,73.19,109.15,20.03,19.65,,1.94,,46.49
30-03-2014 00:00,31-03-2014 00:00,LODHI,,,,,,,,,,,54.57,31.89,18.1,18.2,,1.75,,59.3
31-03-2014 00:00,01-04-2014 00:00,LODHI,,,,,,,,,,,60.79,32.17,17.65,19.42,,1.44,,64.16
01-04-2014 00:00,02-04-2014 00:00,LODHI,,,,,,,,,,,83.17,46.97,18.48,22.53,,1.67,,58.23
02-04-2014 00:00,03-04-2014 00:00,LODHI,,,,,,,,,,,203.89,66.04,20.31,21.65,,1.94,,59.51
03-04-2014 00:00,04-04-2014 00:00,LODHI,,,,,,,,,,,120.25,35.53,19.55,19.01,,1.5,,62.1
04-04-2014 00:00,05-04-2014 00:00,LODHI,,,,,,,,,,,138.45,37.01,19.02,27.0,,1.52,,61.01
05-04-2014 00:00,06-04-2014 00:00,LODHI,,,,,,,,,,,123.76,36.56,8.74,24.54,,1.68,,49.15
06-04-2014 00:00,07-04-2014 00:00,LODHI,,,,,,,,,,,180.86,60.96,11.89,24.18,,2.87,,48.35
07-04-2014 00:00,08-04-2014 00:00,LODHI,,,,,,,,,,,68.45,30.8,14.92,28.97,,2.34,,57.93
08-04-2014 00:00,09-04-2014 00:00,LODHI,,,,,,,,,,,51.25,23.36,14.92,32.01,,2.65,,64.02
09-04-2014 00:00,10-04-2014 00:00,LODHI,,,,,,,,,,,125.03,43.5,14.74,23.73,,2.3,,42.59
10-04-2014 00:00,11-04-2014 00:00,LODHI,,,,,,,,,,,123.56,41.71,14.25,30.6,,1.72,,40.67
11-04-2014 00:00,12-04-2014 00:00,LODHI,,,,,,,,,,,173.34,64.58,22.02,33.28,,2.6,,35.54
12-04-2014 00:00,13-04-2014 00:00,LODHI,,,,,,,,,,,202.97,80.99,29.38,36.12,,2.18,,35.12
13-04-2014 00:00,14-04-2014 00:00,LODHI,,,,,,,,,,,178.66,69.4,13.54,30.51,,1.07,,28.22
14-04-2014 00:00,15-04-2014 00:00,LODHI,,,,,,,,,,,184.48,80.92,18.67,33.19,,1.6,,18.47
15-04-2014 00:00,16-04-2014 00:00,LODHI,,,,,,,,,,,259.69,112.53,34.57,36.6,,1.99,,42.78
16-04-2014 00:00,17-04-2014 00:00,LODHI,,,,,,,,,,,195.31,89.76,23.8,33.99,,2.01,,36.25
17-04-2014 00:00,18-04-2014 00:00,LODHI,,,,,,,,,,,202.18,92.75,21.65,33.43,,2.91,0.0,30.01
18-04-2014 00:00,19-04-2014 00:00,LODHI,,,,,,,,,,,115.97,70.72,13.46,30.3,,2.77,0.0,28.2
19-04-2014 00:00,20-04-2014 00:00,LODHI,,,,,,,,,,,173.86,105.12,13.0,27.09,,2.49,0.0,23.91
20-04-2014 00:00,21-04-2014 00:00,LODHI,,,,,,,,,,,251.01,153.12,13.44,25.1,,1.8,,26.29
21-04-2014 00:00,22-04-2014 00:00,LODHI,,,,,,,,,,,180.22,91.38,17.85,29.06,,2.74,0.0,35.32
22-04-2014 00:00,23-04-2014 00:00,LODHI,,,,,,,,,,,122.98,59.51,12.52,31.89,,2.67,0.0,43.12
23-04-2014 00:00,24-04-2014 00:00,LODHI,,,,,,,,,,,176.7,98.37,23.04,33.06,,1.82,,33.54
24-04-2014 00:00,25-04-2014 00:00,LODHI,,,,,,,,,,,274.49,163.49,35.71,35.23,,2.01,0.0,29.39
25-04-2014 00:00,26-04-2014 00:00,LODHI,,,,,,,,,,,284.51,170.17,35.48,35.9,,0.92,0.0,21.3
26-04-2014 00:00,27-04-2014 00:00,LODHI,,,,,,,,,,,282.9,169.1,42.73,36.14,,2.17,,42.53
27-04-2014 00:00,28-04-2014 00:00,LODHI,,,,,,,,,,,214.75,126.44,35.69,33.57,,0.92,0.0,50.84
28-04-2014 00:00,29-04-2014 00:00,LODHI,,,,,,,,,,,303.62,182.9,,,,0.0,0.0,
29-04-2014 00:00,30-04-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
30-04-2014 00:00,01-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
01-05-2014 00:00,02-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
02-05-2014 00:00,03-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
03-05-2014 00:00,04-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
04-05-2014 00:00,05-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
05-05-2014 00:00,06-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
06-05-2014 00:00,07-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
07-05-2014 00:00,08-05-2014 00:00,LODHI,,,,,,,,,,,,,,,,,,
