CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Saturday, Mar 10 2018",,,,,,,,,,,,,,,,,,,,,,,,,
Time: 03:16:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,
Station,", New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene",,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T16:43:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
", New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,,
 , ,, , , , , ,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,NO,NO2,NOx,CO,CO2,Ozone,SR,BP,PP Accum,Power,PM10,PM2.5
01-01-2013 00:00,02-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,8.43,5.33,,3.45,,7.14,,,,,338.44,217.36
02-01-2013 00:00,03-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,6.96,3.61,,3.3,,5.6,,,,,304.13,204.66
03-01-2013 00:00,04-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,6.02,3.41,,2.9,,6.38,,,,,232.51,153.03
04-01-2013 00:00,05-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,6.49,4.17,,3.27,,9.6,,,,,264.94,177.39
05-01-2013 00:00,06-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,5.2,3.84,,2.78,,7.75,,,,,297.25,187.7
06-01-2013 00:00,07-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,5.27,3.75,,3.06,,7.84,,,,,357.51,224.35
07-01-2013 00:00,08-01-2013 00:00,PUSA,,,,,,,0.84,0.0,0.0,,0.0,7.56,5.69,,2.47,,10.66,,,,,307.74,209.22
08-01-2013 00:00,09-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,6.41,8.62,,1.53,,15.61,,,,,327.6,215.71
09-01-2013 00:00,10-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,4.8,9.13,,1.32,,19.29,,,,,270.37,187.74
10-01-2013 00:00,11-01-2013 00:00,PUSA,,,,,,,1.37,0.0,0.0,,0.0,4.04,8.09,,1.25,,28.63,,,,,218.2,135.35
11-01-2013 00:00,12-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,4.96,9.07,,1.41,,30.76,,,,,201.09,118.27
12-01-2013 00:00,13-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.31,13.2,,1.48,,7.92,,,,,317.0,203.89
13-01-2013 00:00,14-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,6.23,11.15,,1.71,,13.3,,,,,403.49,267.04
14-01-2013 00:00,15-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,8.52,9.78,,2.02,,10.17,,,,,389.41,264.96
15-01-2013 00:00,16-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,26.76,13.34,,2.41,,9.34,,,,,400.72,253.1
16-01-2013 00:00,17-01-2013 00:00,PUSA,,,,,,,0.52,0.0,0.0,,0.0,22.92,13.26,,2.47,,7.21,,,,,399.46,270.74
17-01-2013 00:00,18-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,8.26,9.39,,1.63,,5.29,,,,,232.76,175.71
18-01-2013 00:00,19-01-2013 00:00,PUSA,,,,,,,0.03,0.0,0.0,,0.0,7.41,6.8,,1.11,,5.65,,,,,116.57,108.64
19-01-2013 00:00,20-01-2013 00:00,PUSA,,,,,,,0.06,0.0,0.0,,0.0,9.65,6.55,,0.88,,14.1,,,,,163.71,109.91
20-01-2013 00:00,21-01-2013 00:00,PUSA,,,,,,,0.04,0.0,0.0,,0.0,4.16,5.54,,0.57,,14.48,,,,,145.42,92.42
21-01-2013 00:00,22-01-2013 00:00,PUSA,,,,,,,0.05,0.0,0.0,,0.0,5.41,7.52,,0.81,,20.09,,,,,184.38,127.04
22-01-2013 00:00,23-01-2013 00:00,PUSA,,,,,,,0.09,0.0,0.0,,0.0,9.39,9.3,,1.06,,22.1,,,,,303.76,186.8
23-01-2013 00:00,24-01-2013 00:00,PUSA,,,,,,,0.14,0.0,0.0,,0.0,20.31,10.47,,1.49,,19.66,,,,,415.73,268.87
24-01-2013 00:00,25-01-2013 00:00,PUSA,,,,,,,1.22,0.0,0.0,,0.0,19.73,22.95,,1.17,0.02,21.39,,,,,345.14,206.87
25-01-2013 00:00,26-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,16.12,27.68,,1.05,,18.7,,,,,271.66,174.04
26-01-2013 00:00,27-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,13.61,24.08,,1.01,,21.76,,,,,216.25,136.9
27-01-2013 00:00,28-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,13.15,23.87,,1.03,,21.05,,,,,250.16,150.35
28-01-2013 00:00,29-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,21.89,34.56,,1.56,,19.04,,,,,301.47,180.14
29-01-2013 00:00,30-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,33.16,44.54,,2.17,,18.97,,,,,418.37,325.76
30-01-2013 00:00,31-01-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,39.12,51.53,,2.4,,18.86,,,,,367.43,
31-01-2013 00:00,01-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,45.11,43.35,,3.5,,18.52,,,,,,
01-02-2013 00:00,02-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,36.9,29.89,,3.96,,14.24,,,,,,
02-02-2013 00:00,03-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,29.23,24.03,,3.94,,13.81,,,,,,
03-02-2013 00:00,04-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,21.24,15.63,,3.07,,14.91,,,,,,
04-02-2013 00:00,05-02-2013 00:00,PUSA,,,,,,,0.57,0.0,0.0,,0.0,13.26,7.54,,1.88,,8.14,,,,,78.19,54.62
05-02-2013 00:00,06-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.64,2.72,,1.16,,6.63,,,,,61.91,42.14
06-02-2013 00:00,07-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,10.69,1.82,,0.91,,19.83,,,,,37.11,27.26
07-02-2013 00:00,08-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,9.92,2.77,,0.83,,31.26,,,,,42.85,30.71
08-02-2013 00:00,09-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,10.56,4.19,,1.11,,31.9,,,,,71.98,48.19
09-02-2013 00:00,10-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,12.53,8.3,,1.5,,35.73,,,,,93.83,61.3
10-02-2013 00:00,11-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,21.25,15.61,,2.5,,37.2,,,,,176.35,110.81
11-02-2013 00:00,12-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,16.36,12.35,,1.91,,33.79,,,,,152.44,96.46
12-02-2013 00:00,13-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.42,5.78,,1.58,,34.48,,,,,101.19,65.72
13-02-2013 00:00,14-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.24,5.36,,1.52,,34.06,,,,,99.04,64.43
14-02-2013 00:00,15-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,16.42,8.93,,1.83,,33.61,,,,,126.52,80.91
15-02-2013 00:00,16-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,17.81,8.1,,1.75,,22.0,,,,,113.01,72.8
16-02-2013 00:00,17-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.13,2.46,,1.32,,10.83,,,,,36.84,27.05
17-02-2013 00:00,18-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,12.32,4.2,,1.35,,9.82,,,,,52.24,36.31
18-02-2013 00:00,19-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,13.24,4.12,,1.58,,21.48,,,,,71.49,47.89
19-02-2013 00:00,20-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,12.33,6.71,,1.33,,27.34,,,,,65.76,44.46
20-02-2013 00:00,21-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,13.68,5.96,,1.41,,28.93,,,,,92.45,60.47
21-02-2013 00:00,22-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,13.91,6.91,,1.51,,25.3,,,,,82.94,31.45
22-02-2013 00:00,23-02-2013 00:00,PUSA,,,,,,,1.73,0.0,0.0,,0.0,13.22,14.5,,1.61,,18.79,,,,,175.09,55.11
23-02-2013 00:00,24-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.91,18.77,,1.66,,18.01,,,,,100.31,70.24
24-02-2013 00:00,25-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.42,16.6,,1.56,,28.37,,,,,58.14,38.95
25-02-2013 00:00,26-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,14.49,21.5,,1.82,,31.13,,,,,120.12,84.7
26-02-2013 00:00,27-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,17.32,27.1,,1.98,,23.7,,,,,151.99,99.61
27-02-2013 00:00,28-02-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,16.18,25.29,,2.23,,38.42,,,,,160.96,99.29
28-02-2013 00:00,01-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,12.3,18.91,,1.98,,42.43,,,,,142.55,81.22
01-03-2013 00:00,02-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,10.81,14.61,,1.87,,46.36,,,,,85.13,50.21
02-03-2013 00:00,03-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,11.85,19.35,,2.01,,41.99,,,,,160.24,59.96
03-03-2013 00:00,04-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,14.66,23.85,,2.59,,43.22,,,,,157.26,74.46
04-03-2013 00:00,05-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,19.91,32.59,,3.11,,37.17,,,,,212.18,83.05
05-03-2013 00:00,06-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,22.47,34.07,,2.73,,32.96,,,,,271.39,84.35
06-03-2013 00:00,07-03-2013 00:00,PUSA,,,,,,,0.0,0.0,0.0,,0.0,14.75,22.69,,1.82,,30.85,,,,,169.73,79.53
07-03-2013 00:00,08-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
08-03-2013 00:00,09-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
09-03-2013 00:00,10-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
10-03-2013 00:00,11-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
11-03-2013 00:00,12-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
12-03-2013 00:00,13-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
13-03-2013 00:00,14-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
14-03-2013 00:00,15-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
15-03-2013 00:00,16-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
16-03-2013 00:00,17-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
17-03-2013 00:00,18-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
18-03-2013 00:00,19-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
19-03-2013 00:00,20-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
20-03-2013 00:00,21-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
21-03-2013 00:00,22-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
22-03-2013 00:00,23-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
23-03-2013 00:00,24-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
24-03-2013 00:00,25-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
25-03-2013 00:00,26-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
26-03-2013 00:00,27-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
27-03-2013 00:00,28-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
28-03-2013 00:00,29-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
29-03-2013 00:00,30-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
30-03-2013 00:00,31-03-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
31-03-2013 00:00,01-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
01-04-2013 00:00,02-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
02-04-2013 00:00,03-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
03-04-2013 00:00,04-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
04-04-2013 00:00,05-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
05-04-2013 00:00,06-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
06-04-2013 00:00,07-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
07-04-2013 00:00,08-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
08-04-2013 00:00,09-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
09-04-2013 00:00,10-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
10-04-2013 00:00,11-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
11-04-2013 00:00,12-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
12-04-2013 00:00,13-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
13-04-2013 00:00,14-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
14-04-2013 00:00,15-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
15-04-2013 00:00,16-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
16-04-2013 00:00,17-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
17-04-2013 00:00,18-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
18-04-2013 00:00,19-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
19-04-2013 00:00,20-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
20-04-2013 00:00,21-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
21-04-2013 00:00,22-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
22-04-2013 00:00,23-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
23-04-2013 00:00,24-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
24-04-2013 00:00,25-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
25-04-2013 00:00,26-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
26-04-2013 00:00,27-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
27-04-2013 00:00,28-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
28-04-2013 00:00,29-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
29-04-2013 00:00,30-04-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
30-04-2013 00:00,01-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
01-05-2013 00:00,02-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
02-05-2013 00:00,03-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
03-05-2013 00:00,04-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
04-05-2013 00:00,05-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
05-05-2013 00:00,06-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
06-05-2013 00:00,07-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
07-05-2013 00:00,08-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
08-05-2013 00:00,09-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
09-05-2013 00:00,10-05-2013 00:00,PUSA,,,,,,,,,,,,,,,,,,,,,,,
