CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,,,,
Time: 11:00:03 PM,,,,,,,,,,,,,,,,,,,,,
Station,"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene",,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T13:28:59Z 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"East Arjun Nagar, Delhi - CPCB",,,,,,,,,,,,,,,,,,,,,
 , ,,East Arjun Nagar , , , , ,,,,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,MH,WS,SO2,Benzene
23-02-2016 00:00,24-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-02-2016 00:00,25-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-02-2016 00:00,26-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-02-2016 00:00,27-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-02-2016 00:00,28-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
28-02-2016 00:00,29-02-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
29-02-2016 00:00,01-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-03-2016 00:00,02-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
02-03-2016 00:00,03-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-03-2016 00:00,04-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
04-03-2016 00:00,05-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
05-03-2016 00:00,06-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
06-03-2016 00:00,07-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
07-03-2016 00:00,08-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
08-03-2016 00:00,09-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
09-03-2016 00:00,10-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
10-03-2016 00:00,11-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
11-03-2016 00:00,12-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
12-03-2016 00:00,13-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
13-03-2016 00:00,14-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
14-03-2016 00:00,15-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-03-2016 00:00,16-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
16-03-2016 00:00,17-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
17-03-2016 00:00,18-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
18-03-2016 00:00,19-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
19-03-2016 00:00,20-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
20-03-2016 00:00,21-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
21-03-2016 00:00,22-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
22-03-2016 00:00,23-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-03-2016 00:00,24-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-03-2016 00:00,25-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-03-2016 00:00,26-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-03-2016 00:00,27-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-03-2016 00:00,28-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
28-03-2016 00:00,29-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
29-03-2016 00:00,30-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
30-03-2016 00:00,31-03-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
31-03-2016 00:00,01-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-04-2016 00:00,02-04-2016 00:00,EAN,,,,,,,,12.68,15.55,,18.34,,,,,,,25.09,21.98
02-04-2016 00:00,03-04-2016 00:00,EAN,,,,,,,,23.93,19.24,,17.79,,,,,,,25.51,23.2
03-04-2016 00:00,04-04-2016 00:00,EAN,,,,,,,,60.76,20.56,,38.58,,,,,,,29.95,38.88
04-04-2016 00:00,05-04-2016 00:00,EAN,,,,,,,,43.58,17.79,,24.16,,,,,,,30.57,24.43
05-04-2016 00:00,06-04-2016 00:00,EAN,,,,,,,,10.06,14.58,,13.95,,,,,,,28.47,13.52
06-04-2016 00:00,07-04-2016 00:00,EAN,,,,,,,,13.92,12.38,,12.9,,,,,,,43.08,13.92
07-04-2016 00:00,08-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
08-04-2016 00:00,09-04-2016 00:00,EAN,,,,,,,,21.8,31.26,,18.29,,,,,,,115.61,27.81
09-04-2016 00:00,10-04-2016 00:00,EAN,,,,,,,,22.4,19.94,,19.61,,,,,,,39.1,26.69
10-04-2016 00:00,11-04-2016 00:00,EAN,,,,,,,,14.92,15.09,,17.48,,,,,,,47.38,18.82
11-04-2016 00:00,12-04-2016 00:00,EAN,,,,,,,,11.76,10.07,,10.81,,,,,,,28.67,12.5
12-04-2016 00:00,13-04-2016 00:00,EAN,,,,,,,,15.03,14.12,,45.0,,,,,,,13.92,12.03
13-04-2016 00:00,14-04-2016 00:00,EAN,,,,,,,,15.57,8.98,,10.83,,,,,,,34.0,8.23
14-04-2016 00:00,15-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-04-2016 00:00,16-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
16-04-2016 00:00,17-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
17-04-2016 00:00,18-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
18-04-2016 00:00,19-04-2016 00:00,EAN,,,,,,,,30.97,16.86,,70.87,,,,,,,32.79,30.81
19-04-2016 00:00,20-04-2016 00:00,EAN,,,,,,,,35.58,23.0,,61.71,,,,,,,55.2,25.57
20-04-2016 00:00,21-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
21-04-2016 00:00,22-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
22-04-2016 00:00,23-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-04-2016 00:00,24-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-04-2016 00:00,25-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-04-2016 00:00,26-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-04-2016 00:00,27-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-04-2016 00:00,28-04-2016 00:00,EAN,,,,,,,,48.62,12.73,,23.5,,,,,,,14.28,27.73
28-04-2016 00:00,29-04-2016 00:00,EAN,,,,,,,,68.79,18.69,,34.51,,,,,,,35.38,58.41
29-04-2016 00:00,30-04-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
30-04-2016 00:00,01-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-05-2016 00:00,02-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
02-05-2016 00:00,03-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-05-2016 00:00,04-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
04-05-2016 00:00,05-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
05-05-2016 00:00,06-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
06-05-2016 00:00,07-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
07-05-2016 00:00,08-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
08-05-2016 00:00,09-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
09-05-2016 00:00,10-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
10-05-2016 00:00,11-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
11-05-2016 00:00,12-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
12-05-2016 00:00,13-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
13-05-2016 00:00,14-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
14-05-2016 00:00,15-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
15-05-2016 00:00,16-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
16-05-2016 00:00,17-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
17-05-2016 00:00,18-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
18-05-2016 00:00,19-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
19-05-2016 00:00,20-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
20-05-2016 00:00,21-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
21-05-2016 00:00,22-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
22-05-2016 00:00,23-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-05-2016 00:00,24-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-05-2016 00:00,25-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-05-2016 00:00,26-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-05-2016 00:00,27-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-05-2016 00:00,28-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
28-05-2016 00:00,29-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
29-05-2016 00:00,30-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
30-05-2016 00:00,31-05-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
31-05-2016 00:00,01-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-06-2016 00:00,02-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
02-06-2016 00:00,03-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-06-2016 00:00,04-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
04-06-2016 00:00,05-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
05-06-2016 00:00,06-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
06-06-2016 00:00,07-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
07-06-2016 00:00,08-06-2016 00:00,EAN,,,,,,,,15.18,11.76,,27.91,,,,,,,27.03,10.04
08-06-2016 00:00,09-06-2016 00:00,EAN,,,,,,,,17.22,13.9,,22.55,,,,,,,31.45,13.98
09-06-2016 00:00,10-06-2016 00:00,EAN,,,,,,,,20.13,22.97,,15.81,,,,,,,28.7,22.53
10-06-2016 00:00,11-06-2016 00:00,EAN,,,,,,,,23.4,27.51,,18.19,,,,,,,13.41,9.45
11-06-2016 00:00,12-06-2016 00:00,EAN,,,,,,,,16.92,28.1,,10.81,,,,,,,6.81,2.82
12-06-2016 00:00,13-06-2016 00:00,EAN,,,,,,,,17.31,32.56,,11.91,,,,,,,4.52,4.5
13-06-2016 00:00,14-06-2016 00:00,EAN,,,,,,,,16.27,27.66,,12.06,,,,,,,4.22,2.67
14-06-2016 00:00,15-06-2016 00:00,EAN,,,,,,,,18.12,32.9,,11.52,,,,,,,5.26,4.4
15-06-2016 00:00,16-06-2016 00:00,EAN,,,,,,,,18.24,29.44,,11.21,,,,,,,12.63,2.75
16-06-2016 00:00,17-06-2016 00:00,EAN,,,,,,,,14.4,23.8,,31.22,,,,,,,12.81,3.21
17-06-2016 00:00,18-06-2016 00:00,EAN,,,,,,,,15.95,27.0,,14.76,,,,,,,7.19,2.8
18-06-2016 00:00,19-06-2016 00:00,EAN,,,,,,,,13.35,27.24,,24.23,,,,,,,12.03,2.88
19-06-2016 00:00,20-06-2016 00:00,EAN,,,,,,,,13.84,22.99,,10.36,,,,,,,9.44,2.9
20-06-2016 00:00,21-06-2016 00:00,EAN,,,,,,,,14.63,23.32,,19.73,,,,,,,10.11,2.83
21-06-2016 00:00,22-06-2016 00:00,EAN,,,,,,,,18.97,19.27,,10.61,,,,,,,13.8,2.68
22-06-2016 00:00,23-06-2016 00:00,EAN,,,,,,,,13.4,20.17,,9.89,,,,,,,5.92,2.91
23-06-2016 00:00,24-06-2016 00:00,EAN,,,,,,,,16.48,29.69,,10.83,,,,,,,7.92,7.62
24-06-2016 00:00,25-06-2016 00:00,EAN,,,,,,,,14.82,24.06,,11.41,,,,,,,4.28,2.65
25-06-2016 00:00,26-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-06-2016 00:00,27-06-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-06-2016 00:00,28-06-2016 00:00,EAN,,,,,,,,16.97,22.39,,10.13,,,,,,,14.16,2.72
28-06-2016 00:00,29-06-2016 00:00,EAN,,,,,,,,17.16,30.07,,10.09,,,,,,,20.61,4.77
29-06-2016 00:00,30-06-2016 00:00,EAN,,,,,,,,15.93,26.88,,11.06,,,,,,,10.8,2.77
30-06-2016 00:00,01-07-2016 00:00,EAN,,,,,,,,15.23,25.08,,10.82,,,,,,,10.16,2.79
01-07-2016 00:00,02-07-2016 00:00,EAN,,,,,,,,14.85,26.59,,11.19,,,,,,,7.78,4.04
02-07-2016 00:00,03-07-2016 00:00,EAN,,,,,,,,15.78,27.54,,10.76,,,,,,,10.63,4.65
03-07-2016 00:00,04-07-2016 00:00,EAN,,,,,,,,16.82,31.01,,10.81,,,,,,,12.56,5.84
04-07-2016 00:00,05-07-2016 00:00,EAN,,,,,,,,18.59,35.46,,11.08,,,,,,,13.22,2.82
05-07-2016 00:00,06-07-2016 00:00,EAN,,,,,,,,20.69,43.66,,31.43,,,,,,,6.24,3.4
06-07-2016 00:00,07-07-2016 00:00,EAN,,,,,,,,13.72,25.1,,11.26,,,,,,,5.41,4.82
07-07-2016 00:00,08-07-2016 00:00,EAN,,,,,,,,13.06,21.99,,36.2,,,,,,,4.95,2.73
08-07-2016 00:00,09-07-2016 00:00,EAN,,,,,,,,18.14,35.06,,11.3,,,,,,,9.44,2.74
09-07-2016 00:00,10-07-2016 00:00,EAN,,,,,,,,15.22,24.34,,10.95,,,,,,,6.49,2.7
10-07-2016 00:00,11-07-2016 00:00,EAN,,,,,,,,17.71,34.08,,11.81,,,,,,,7.34,2.65
11-07-2016 00:00,12-07-2016 00:00,EAN,,,,,,,,16.32,28.7,,27.82,,,,,,,7.83,3.33
12-07-2016 00:00,13-07-2016 00:00,EAN,,,,,,,,21.9,37.14,,12.51,,,,,,,8.66,4.62
13-07-2016 00:00,14-07-2016 00:00,EAN,,,,,,,,31.22,35.23,,11.5,,,,,,,12.71,3.42
14-07-2016 00:00,15-07-2016 00:00,EAN,,,,,,,,35.22,36.78,,12.19,,,,,,,10.01,2.71
15-07-2016 00:00,16-07-2016 00:00,EAN,,,,,,,,26.47,38.44,,11.32,,,,,,,7.78,2.6
16-07-2016 00:00,17-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
17-07-2016 00:00,18-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
18-07-2016 00:00,19-07-2016 00:00,EAN,,,,,,,,43.99,42.21,,16.75,,,,,,,1.61,2.6
19-07-2016 00:00,20-07-2016 00:00,EAN,,,,,,,,21.66,30.89,,12.54,,,,,,,2.87,3.28
20-07-2016 00:00,21-07-2016 00:00,EAN,,,,,,,,19.34,29.25,,11.74,,,,,,,3.64,2.6
21-07-2016 00:00,22-07-2016 00:00,EAN,,,,,,,,11.95,17.01,,11.8,,,,,,,2.24,4.57
22-07-2016 00:00,23-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
23-07-2016 00:00,24-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
24-07-2016 00:00,25-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
25-07-2016 00:00,26-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
26-07-2016 00:00,27-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
27-07-2016 00:00,28-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
28-07-2016 00:00,29-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
29-07-2016 00:00,30-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
30-07-2016 00:00,31-07-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
31-07-2016 00:00,01-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
01-08-2016 00:00,02-08-2016 00:00,EAN,,,,,,,,15.73,27.6,,11.69,,,,,,,1.43,2.56
02-08-2016 00:00,03-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-08-2016 00:00,04-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
04-08-2016 00:00,05-08-2016 00:00,EAN,,,,,,,,18.17,33.46,,12.25,,,,,,,16.87,2.54
05-08-2016 00:00,06-08-2016 00:00,EAN,,,,,,,,16.07,26.65,,11.05,,,,,,,7.89,2.77
06-08-2016 00:00,07-08-2016 00:00,EAN,,,,,,,,28.04,32.38,,10.93,,,,,,,19.55,3.46
07-08-2016 00:00,08-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
08-08-2016 00:00,09-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
09-08-2016 00:00,10-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
10-08-2016 00:00,11-08-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
11-08-2016 00:00,12-08-2016 00:00,EAN,,,,,,,,23.83,31.97,,12.61,,,,,,,9.75,2.83
12-08-2016 00:00,13-08-2016 00:00,EAN,,,,,,,,29.0,27.93,,12.27,,,,,,,5.83,6.24
13-08-2016 00:00,14-08-2016 00:00,EAN,,,,,,,,17.12,37.62,,12.89,,,,,,,6.48,8.54
14-08-2016 00:00,15-08-2016 00:00,EAN,,,,,,,,28.61,29.56,,11.43,,,,,,,4.42,2.86
15-08-2016 00:00,16-08-2016 00:00,EAN,,,,,,,,17.79,23.34,,11.83,,,,,,,2.21,4.17
16-08-2016 00:00,17-08-2016 00:00,EAN,,,,,,,,13.76,20.11,,11.31,,,,,,,1.67,3.57
17-08-2016 00:00,18-08-2016 00:00,EAN,,,,,,,,15.24,22.79,,24.61,,,,,,,6.72,5.02
18-08-2016 00:00,19-08-2016 00:00,EAN,,,,,,,,10.71,29.96,,11.13,,,,,,,13.19,9.81
19-08-2016 00:00,20-08-2016 00:00,EAN,,,,,,,,16.46,26.32,,11.05,,,,,,,14.41,2.8
20-08-2016 00:00,21-08-2016 00:00,EAN,,,,,,,,16.83,25.4,,22.57,,,,,,,15.8,2.56
21-08-2016 00:00,22-08-2016 00:00,EAN,,,,,,,,8.7,17.41,,10.84,,,,,,,5.7,6.52
22-08-2016 00:00,23-08-2016 00:00,EAN,,,,,,,,14.42,19.68,,11.06,,,,,,,4.06,2.76
23-08-2016 00:00,24-08-2016 00:00,EAN,,,,,,,,15.24,26.92,,10.92,,,,,,,10.27,3.37
24-08-2016 00:00,25-08-2016 00:00,EAN,,,,,,,,17.05,26.4,,14.26,,,,,,,14.15,6.97
25-08-2016 00:00,26-08-2016 00:00,EAN,,,,,,,,21.9,26.82,,11.75,,,,,,,3.8,5.34
26-08-2016 00:00,27-08-2016 00:00,EAN,,,,,,,,28.24,38.9,,11.34,,,,,,,10.02,2.66
27-08-2016 00:00,28-08-2016 00:00,EAN,,,,,,,,15.26,24.57,,15.02,,,,,,,9.31,2.77
28-08-2016 00:00,29-08-2016 00:00,EAN,,,,,,,,14.76,25.35,,11.52,,,,,,,14.0,4.42
29-08-2016 00:00,30-08-2016 00:00,EAN,,,,,,,,14.71,22.86,,11.06,,,,,,,6.97,2.61
30-08-2016 00:00,31-08-2016 00:00,EAN,,,,,,,,22.82,35.35,,11.25,,,,,,,8.33,8.36
31-08-2016 00:00,01-09-2016 00:00,EAN,,,,,,,,24.48,30.98,,11.57,,,,,,,10.32,2.57
01-09-2016 00:00,02-09-2016 00:00,EAN,,,,,,,,31.67,40.15,,12.21,,,,,,,9.03,2.74
02-09-2016 00:00,03-09-2016 00:00,EAN,,,,,,,,28.04,28.08,,11.38,,,,,,,4.19,2.55
03-09-2016 00:00,04-09-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
04-09-2016 00:00,05-09-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
05-09-2016 00:00,06-09-2016 00:00,EAN,,,,,,,,17.33,23.92,,11.88,,,,,,,1.94,2.59
06-09-2016 00:00,07-09-2016 00:00,EAN,,,,,,,,14.84,19.83,,20.58,,,,,,,1.53,2.56
07-09-2016 00:00,08-09-2016 00:00,EAN,,,,,,,,15.04,23.84,,11.16,,,,,,,2.19,2.54
08-09-2016 00:00,09-09-2016 00:00,EAN,,,,,,,,16.02,26.22,,11.1,,,,,,,3.25,2.48
09-09-2016 00:00,10-09-2016 00:00,EAN,,,,,,,,16.92,26.52,,11.19,,,,,,,3.2,8.37
10-09-2016 00:00,11-09-2016 00:00,EAN,,,,,,,,18.9,23.74,,11.29,,,,,,,2.78,2.51
11-09-2016 00:00,12-09-2016 00:00,EAN,,,,,,,,14.23,20.04,,10.66,,,,,,,2.5,2.55
12-09-2016 00:00,13-09-2016 00:00,EAN,,,,,,,,16.31,20.42,,11.1,,,,,,,2.54,2.56
13-09-2016 00:00,14-09-2016 00:00,EAN,,,,,,,,22.64,24.79,,10.8,,,,,,,8.08,2.76
14-09-2016 00:00,15-09-2016 00:00,EAN,,,,,,,,16.96,22.34,,21.68,,,,,,,12.72,5.48
15-09-2016 00:00,16-09-2016 00:00,EAN,,,,,,,,7.78,15.17,,9.4,,,,,,,12.49,3.28
16-09-2016 00:00,17-09-2016 00:00,EAN,,,,,,,,26.08,16.73,,9.04,,,,,,,11.47,2.62
17-09-2016 00:00,18-09-2016 00:00,EAN,,,,,,,,29.11,21.28,,14.61,,,,,,,8.33,14.29
18-09-2016 00:00,19-09-2016 00:00,EAN,,,,,,,,29.17,33.19,,27.47,,,,,,,13.71,2.44
19-09-2016 00:00,20-09-2016 00:00,EAN,,,,,,,,24.87,34.91,,11.75,,,,,,,12.43,12.93
20-09-2016 00:00,21-09-2016 00:00,EAN,,,,,,,,30.09,39.02,,10.78,,,,,,,14.98,2.61
21-09-2016 00:00,22-09-2016 00:00,EAN,,,,,,,,29.65,35.19,,11.02,,,,,,,17.23,2.57
22-09-2016 00:00,23-09-2016 00:00,EAN,,,,,,,,28.68,27.13,,17.71,,,,,,,17.6,3.81
23-09-2016 00:00,24-09-2016 00:00,EAN,,,,,,,,29.12,27.16,,24.52,,,,,,,13.9,2.96
24-09-2016 00:00,25-09-2016 00:00,EAN,,,,,,,,29.38,28.8,,17.29,,,,,,,8.13,5.48
25-09-2016 00:00,26-09-2016 00:00,EAN,,,,,,,,28.58,22.84,,10.23,,,,,,,10.15,2.91
26-09-2016 00:00,27-09-2016 00:00,EAN,,,,,,,,30.25,33.01,,33.42,,,,,,,10.31,4.76
27-09-2016 00:00,28-09-2016 00:00,EAN,,,,,,,,29.44,24.83,,10.25,,,,,,,8.73,2.61
28-09-2016 00:00,29-09-2016 00:00,EAN,,,,,,,,28.97,31.18,,12.96,,,,,,,12.08,11.69
29-09-2016 00:00,30-09-2016 00:00,EAN,,,,,,,,29.45,34.71,,13.8,,,,,,,13.46,3.09
30-09-2016 00:00,01-10-2016 00:00,EAN,,,,,,,,29.56,29.64,,10.61,,,,,,,12.2,9.39
01-10-2016 00:00,02-10-2016 00:00,EAN,,,,,,,,30.23,37.48,,11.23,,,,,,,19.42,2.92
02-10-2016 00:00,03-10-2016 00:00,EAN,,,,,,,,,,,,,,,,,,,
03-10-2016 00:00,04-10-2016 00:00,EAN,,,,,,,,29.32,24.13,,9.72,,,,,,,14.0,3.57
04-10-2016 00:00,05-10-2016 00:00,EAN,,,,,,,,30.26,39.6,,13.76,,,,,,,16.37,2.75
05-10-2016 00:00,06-10-2016 00:00,EAN,,,,,,,,32.41,48.74,,13.13,,,,,,,16.14,2.81
06-10-2016 00:00,07-10-2016 00:00,EAN,,,,,,,,32.4,48.61,,12.72,,,,,,,13.62,2.66
07-10-2016 00:00,08-10-2016 00:00,EAN,,,,,,,,29.94,35.33,,11.31,,,,,,,7.81,2.54
08-10-2016 00:00,09-10-2016 00:00,EAN,,,,,,,,29.76,27.43,,10.4,,,,,,,12.34,2.47
09-10-2016 00:00,10-10-2016 00:00,EAN,,,,,,,,30.29,33.59,,9.09,,,,,,,23.38,2.78
10-10-2016 00:00,11-10-2016 00:00,EAN,,,,,,,,30.05,33.04,,10.57,,,,,,,14.45,2.77
11-10-2016 00:00,12-10-2016 00:00,EAN,,,,,,,,28.56,29.81,,11.1,,,,,,,7.52,2.52
12-10-2016 00:00,13-10-2016 00:00,EAN,,,,,,,,29.97,42.18,,11.86,,,,,,,5.75,2.49
13-10-2016 00:00,14-10-2016 00:00,EAN,,,,,,,,25.57,42.09,,12.15,,,,,,,5.58,10.82
14-10-2016 00:00,15-10-2016 00:00,EAN,,,,,,,,31.26,44.67,,12.75,,,,,,,6.69,5.7
15-10-2016 00:00,16-10-2016 00:00,EAN,,,,,,,,30.1,51.3,,25.34,,,,,,,11.1,7.23
16-10-2016 00:00,17-10-2016 00:00,EAN,,,,,,,,29.7,36.13,,10.19,,,,,,,15.18,2.58
17-10-2016 00:00,18-10-2016 00:00,EAN,,,,,,,,31.41,44.66,,25.63,,,,,,,9.01,2.48
18-10-2016 00:00,19-10-2016 00:00,EAN,,,,,,,,32.35,52.64,,29.38,,,,,,,9.1,6.96
19-10-2016 00:00,20-10-2016 00:00,EAN,,,,,,,,33.7,49.12,,32.8,,,,,,,8.3,5.58
20-10-2016 00:00,21-10-2016 00:00,EAN,,,,,,,,43.98,53.61,,17.24,,,,,,,5.92,2.3
21-10-2016 00:00,22-10-2016 00:00,EAN,,,,,,,,44.36,46.04,,17.79,,,,,,,5.29,2.79
22-10-2016 00:00,23-10-2016 00:00,EAN,,,,,,,,45.4,46.09,,13.68,,,,,,7.63,6.76,13.3
23-10-2016 00:00,24-10-2016 00:00,EAN,,,,,,,,45.45,44.86,,11.04,,,,,,,4.72,8.03
24-10-2016 00:00,25-10-2016 00:00,EAN,,,,,,,,45.45,44.86,,13.11,,,,,,,4.72,1.61
25-10-2016 00:00,26-10-2016 00:00,EAN,,,,,,,,41.42,47.51,,15.65,,,,,,,6.52,1.92
26-10-2016 00:00,27-10-2016 00:00,EAN,,,,,,,,36.19,55.81,,27.81,,,,,,,15.32,11.27
27-10-2016 00:00,28-10-2016 00:00,EAN,,,,,,,,35.43,59.8,,16.29,,,,,,,15.73,17.58
28-10-2016 00:00,29-10-2016 00:00,EAN,,,,,,,,38.11,67.61,,18.24,,,,,,,13.15,16.83
29-10-2016 00:00,30-10-2016 00:00,EAN,,,,,,,,46.41,100.44,,15.74,,,,,,,33.27,12.97
30-10-2016 00:00,31-10-2016 00:00,EAN,,,,,,,,34.51,59.08,,11.84,,,,,,,30.37,14.4
