CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,
"Date: Sunday, Mar 11 2018",,,,,,,,,,,,,,,,,,
Time: 01:33:59 AM,,,,,,,,,,,,,,,,,,
Station,"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,,,
Parameter,"PM10,Xylene,VWS,WD,RH,BP,SR,NO,NO2,NOx,Ozone,PM2.5,Temp,Rack Temp,CO,AT,SO2,Benzene,Toluene,NH3",,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,
To,01-01-2018 T15:01:59Z 00:00,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Mandir Marg, New Delhi - DPCC",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,PM10,Xylene,VWS,WD,RH,BP,Temp,Rack Temp,CO,NH3,SR,NO,NO2,NOx,Ozone,PM2.5
01-01-2013 00:00,02-01-2013 00:00,ITO,,,,,,,,,1808.91,,,28.97,90.1,71.48,23.07,158.36
02-01-2013 00:00,03-01-2013 00:00,ITO,,,,,,,,,1818.7,,,22.62,96.78,69.89,80.09,157.54
03-01-2013 00:00,04-01-2013 00:00,ITO,,,,,,,,,1443.59,,,17.0,75.82,54.2,88.08,120.53
04-01-2013 00:00,05-01-2013 00:00,ITO,,,,,,,,,1515.75,,,18.32,85.54,60.46,74.6,139.25
05-01-2013 00:00,06-01-2013 00:00,ITO,,,,,,,,,1291.7,,,10.55,70.86,46.29,93.99,150.52
06-01-2013 00:00,07-01-2013 00:00,ITO,,,,,,,,,1235.79,,,14.28,66.5,47.0,70.3,164.25
07-01-2013 00:00,08-01-2013 00:00,ITO,,,,,,,,,1598.26,,,15.91,85.73,58.59,80.12,145.1
08-01-2013 00:00,09-01-2013 00:00,ITO,,,,,,,,,1387.08,,,10.89,77.59,50.16,76.28,149.18
09-01-2013 00:00,10-01-2013 00:00,ITO,,,,,,,,,1209.74,,,7.75,75.7,46.61,78.22,133.79
10-01-2013 00:00,11-01-2013 00:00,ITO,,,,,,,,,1010.95,,,7.12,66.83,41.34,79.9,115.2
11-01-2013 00:00,12-01-2013 00:00,ITO,,,,,,,,,1089.33,,,10.34,73.42,47.49,60.58,110.56
12-01-2013 00:00,13-01-2013 00:00,ITO,,,,,,,,,1249.24,,,23.5,91.26,67.7,18.29,141.99
13-01-2013 00:00,14-01-2013 00:00,ITO,,,,,,,,,1572.96,,,16.15,75.79,53.47,26.96,169.66
14-01-2013 00:00,15-01-2013 00:00,ITO,,,,,,,,,2487.24,,,39.29,112.62,91.83,38.31,169.88
15-01-2013 00:00,16-01-2013 00:00,ITO,,,,,,,,,2286.02,,,58.44,137.8,120.84,11.81,168.5
16-01-2013 00:00,17-01-2013 00:00,ITO,,,,,,,,,2574.73,,,50.91,131.82,111.49,12.55,166.79
17-01-2013 00:00,18-01-2013 00:00,ITO,,,,,,,,,1175.96,,,10.55,59.55,40.24,34.81,127.34
18-01-2013 00:00,19-01-2013 00:00,ITO,,,,,,,,,893.67,,,12.64,57.67,40.92,56.57,34.91
19-01-2013 00:00,20-01-2013 00:00,ITO,,,,,,,,,1158.62,,,12.34,79.93,52.55,87.99,48.76
20-01-2013 00:00,21-01-2013 00:00,ITO,,,,,,,,,804.2,,,6.81,46.49,30.24,116.31,54.89
21-01-2013 00:00,22-01-2013 00:00,ITO,,,,,,,,,1020.08,,,14.95,60.55,44.39,78.91,73.92
22-01-2013 00:00,23-01-2013 00:00,ITO,,,,,,,,,1542.46,,,38.18,104.9,86.82,36.93,92.44
23-01-2013 00:00,24-01-2013 00:00,ITO,,,,,,,,,1988.27,,,60.78,146.4,127.25,26.71,72.73
24-01-2013 00:00,25-01-2013 00:00,ITO,,,,,,,,,1113.22,,,26.0,96.53,72.53,41.94,94.3
25-01-2013 00:00,26-01-2013 00:00,ITO,,,,,,,,,913.64,,,18.52,66.46,50.41,47.11,120.49
26-01-2013 00:00,27-01-2013 00:00,ITO,,,,,,,,,612.72,,,7.72,43.23,29.26,58.17,105.7
27-01-2013 00:00,28-01-2013 00:00,ITO,,,,,,,,,891.05,,,17.87,64.66,48.94,55.58,113.48
28-01-2013 00:00,29-01-2013 00:00,ITO,,,,,,,,,1345.0,,,34.97,101.53,82.46,46.62,120.56
29-01-2013 00:00,30-01-2013 00:00,ITO,,,,,,,,,1785.25,,,43.64,126.71,102.89,41.46,149.52
30-01-2013 00:00,31-01-2013 00:00,ITO,,,,,,,,,1635.07,,,46.64,118.01,100.71,22.31,149.7
31-01-2013 00:00,01-02-2013 00:00,ITO,,,,,,,,,2138.95,,,68.43,146.53,133.6,25.79,177.19
01-02-2013 00:00,02-02-2013 00:00,ITO,,,,,,,,,2096.53,,,71.92,157.76,142.4,26.76,166.96
02-02-2013 00:00,03-02-2013 00:00,ITO,,,,,,,,,1459.64,,,50.08,119.23,104.08,25.01,154.96
03-02-2013 00:00,04-02-2013 00:00,ITO,,,,,,,,,1056.01,,,40.62,108.97,90.98,17.96,123.67
04-02-2013 00:00,05-02-2013 00:00,ITO,,,,,,,,,546.74,,,8.64,39.5,27.96,33.5,74.21
05-02-2013 00:00,06-02-2013 00:00,ITO,,,,,,,,,382.89,,,5.51,25.62,18.12,47.37,28.42
06-02-2013 00:00,07-02-2013 00:00,ITO,,,,,,,,,306.95,,,6.32,37.59,25.05,91.95,19.17
07-02-2013 00:00,08-02-2013 00:00,ITO,,,,,,,,,622.5,,,6.84,42.76,28.29,82.52,107.86
08-02-2013 00:00,09-02-2013 00:00,ITO,,,,,,,,,1034.61,,,8.81,45.1,31.18,46.83,164.73
09-02-2013 00:00,10-02-2013 00:00,ITO,,,,,,,,,1404.32,,,21.35,54.78,46.46,42.15,184.16
10-02-2013 00:00,11-02-2013 00:00,ITO,,,,,,,,,889.1,,,35.89,93.97,79.18,25.44,214.59
11-02-2013 00:00,12-02-2013 00:00,ITO,,,,,,,,,1486.91,,,22.05,85.12,63.22,37.65,217.27
12-02-2013 00:00,13-02-2013 00:00,ITO,,,,,,,,,1122.0,,,8.45,48.15,32.48,37.21,205.17
13-02-2013 00:00,14-02-2013 00:00,ITO,,,,,,,,,1122.0,,,9.27,42.34,30.07,20.42,199.18
14-02-2013 00:00,15-02-2013 00:00,ITO,,,,,,,,,2356.89,,,28.89,67.77,59.51,33.05,200.88
15-02-2013 00:00,16-02-2013 00:00,ITO,,,,,,,,,1864.05,,,26.13,62.59,54.56,39.64,195.5
16-02-2013 00:00,17-02-2013 00:00,ITO,,,,,,,,,783.62,,,5.86,26.51,18.83,54.34,102.33
17-02-2013 00:00,18-02-2013 00:00,ITO,,,,,,,,,931.77,,,12.58,35.16,28.91,52.88,98.32
18-02-2013 00:00,19-02-2013 00:00,ITO,,,,,,,,,1097.2,,,12.77,46.25,34.97,70.53,120.73
19-02-2013 00:00,20-02-2013 00:00,ITO,,,,,,,,,362.24,,,9.54,32.98,25.26,73.33,136.96
20-02-2013 00:00,21-02-2013 00:00,ITO,,,,,,,,,491.29,,,13.68,44.09,34.62,51.75,175.98
21-02-2013 00:00,22-02-2013 00:00,ITO,,,,,,,,,568.85,,,7.79,31.61,23.16,40.32,162.12
22-02-2013 00:00,23-02-2013 00:00,ITO,,,,,,,,,880.21,,,5.14,23.93,16.85,24.7,162.56
23-02-2013 00:00,24-02-2013 00:00,ITO,,,,,,,,,766.45,,,5.13,27.72,18.9,47.56,121.02
24-02-2013 00:00,25-02-2013 00:00,ITO,,,,,,,,,822.39,,,6.92,44.99,29.54,87.33,139.02
25-02-2013 00:00,26-02-2013 00:00,ITO,,,,,,,,,1408.28,,,12.27,68.51,46.44,55.77,182.1
26-02-2013 00:00,27-02-2013 00:00,ITO,,,,,,,,,1174.47,,,14.65,66.53,47.3,44.86,200.69
27-02-2013 00:00,28-02-2013 00:00,ITO,,,,,,,,,1570.06,,,17.36,61.84,47.01,42.93,211.04
28-02-2013 00:00,01-03-2013 00:00,ITO,,,,,,,,,1147.96,,,15.44,48.9,38.56,45.28,214.65
01-03-2013 00:00,02-03-2013 00:00,ITO,,,,,,,,,718.92,,,6.79,28.9,20.88,44.99,190.55
02-03-2013 00:00,03-03-2013 00:00,ITO,,,,,,,,,840.15,,,7.04,37.95,25.9,32.21,189.7
03-03-2013 00:00,04-03-2013 00:00,ITO,,,,,,,,,1338.36,,,15.52,53.71,41.21,30.55,198.96
04-03-2013 00:00,05-03-2013 00:00,ITO,,,,,,,,,1218.26,,,31.66,73.32,64.7,26.92,223.95
05-03-2013 00:00,06-03-2013 00:00,ITO,,,,,,,,,1014.0,,,31.17,70.57,62.86,24.95,241.14
06-03-2013 00:00,07-03-2013 00:00,ITO,,,,,,,,,757.15,,,21.28,55.51,46.91,26.06,222.24
07-03-2013 00:00,08-03-2013 00:00,ITO,,,,,,,,,610.86,,,8.07,32.31,23.79,33.14,208.74
08-03-2013 00:00,09-03-2013 00:00,ITO,,,,,,,,,3130.27,,,38.33,65.54,66.02,27.02,193.71
09-03-2013 00:00,10-03-2013 00:00,ITO,,,,,,,,,2282.62,,,38.48,61.43,63.98,21.97,208.29
10-03-2013 00:00,11-03-2013 00:00,ITO,,,,,,,,,2024.83,,,23.21,50.14,45.55,22.9,201.25
11-03-2013 00:00,12-03-2013 00:00,ITO,,,,,,,,,3085.43,,,38.96,69.18,68.42,30.59,225.74
12-03-2013 00:00,13-03-2013 00:00,ITO,,,,,,,,,2031.0,,,19.56,42.25,38.38,26.53,212.47
13-03-2013 00:00,14-03-2013 00:00,ITO,,,,,,,,,2012.54,,,27.64,57.17,52.96,32.16,211.42
14-03-2013 00:00,15-03-2013 00:00,ITO,,,,,,,,,1066.83,,,7.21,22.89,18.07,55.82,191.38
15-03-2013 00:00,16-03-2013 00:00,ITO,,,,,,,,,1382.01,,,15.26,32.06,29.46,25.62,198.06
16-03-2013 00:00,17-03-2013 00:00,ITO,,,,,,,,,1774.61,,,17.48,39.76,35.38,25.21,202.56
17-03-2013 00:00,18-03-2013 00:00,ITO,,,,,,,,,1547.5,,,19.61,38.34,36.34,29.39,203.34
18-03-2013 00:00,19-03-2013 00:00,ITO,,,,,,,,,945.4,,,8.72,18.86,17.09,30.27,189.61
19-03-2013 00:00,20-03-2013 00:00,ITO,,,,,,,,,1212.23,,,9.4,19.52,18.01,44.43,198.77
20-03-2013 00:00,21-03-2013 00:00,ITO,,,,,,,,,1776.96,,,17.1,27.08,28.34,40.35,210.98
21-03-2013 00:00,22-03-2013 00:00,ITO,,,,,,,,,1264.76,,,16.58,32.26,30.65,37.72,186.17
22-03-2013 00:00,23-03-2013 00:00,ITO,,,,,,,,,1228.35,,,11.92,33.86,27.8,47.03,188.42
23-03-2013 00:00,24-03-2013 00:00,ITO,,,,,,,,,1307.32,,,21.38,54.93,46.59,37.64,217.59
24-03-2013 00:00,25-03-2013 00:00,ITO,,,,,,,,,943.05,,,6.42,22.05,17.0,39.78,198.53
25-03-2013 00:00,26-03-2013 00:00,ITO,,,,,,,,,1009.4,,,9.53,21.38,19.07,39.4,191.34
26-03-2013 00:00,27-03-2013 00:00,ITO,,,,,,,,,1052.81,,,7.58,19.53,16.56,56.81,180.46
27-03-2013 00:00,28-03-2013 00:00,ITO,,,,,,,,,1376.77,,,7.88,20.39,17.26,40.99,173.47
28-03-2013 00:00,29-03-2013 00:00,ITO,,,,,,,,,1593.41,,,15.96,31.5,29.65,34.18,176.46
29-03-2013 00:00,30-03-2013 00:00,ITO,,,,,,,,,1128.88,,,8.79,22.12,18.89,24.55,107.02
30-03-2013 00:00,31-03-2013 00:00,ITO,,,,,,,,,1476.49,,,17.3,38.77,34.65,23.7,121.31
31-03-2013 00:00,01-04-2013 00:00,ITO,,,,,,,,,1592.72,,,16.81,47.72,39.03,22.91,136.69
01-04-2013 00:00,02-04-2013 00:00,ITO,,,,,,,,,1077.43,,,16.84,47.66,39.02,22.77,152.91
02-04-2013 00:00,03-04-2013 00:00,ITO,,,,,,,,,1102.38,,,5.78,28.08,19.68,53.48,136.96
03-04-2013 00:00,04-04-2013 00:00,ITO,,,,,,,,,1376.6,,,10.88,37.48,28.77,42.82,110.05
04-04-2013 00:00,05-04-2013 00:00,ITO,,,,,,,,,1204.51,,,14.17,40.27,32.89,42.77,147.48
05-04-2013 00:00,06-04-2013 00:00,ITO,,,,,,,,,983.6,,,9.43,34.6,26.11,44.74,159.06
06-04-2013 00:00,07-04-2013 00:00,ITO,,,,,,,,,940.07,,,9.41,28.8,23.01,45.49,155.89
07-04-2013 00:00,08-04-2013 00:00,ITO,,,,,,,,,1092.86,,,8.25,33.01,24.28,49.6,157.14
08-04-2013 00:00,09-04-2013 00:00,ITO,,,,,,,,,1645.11,,,15.81,47.12,37.91,44.71,162.04
09-04-2013 00:00,10-04-2013 00:00,ITO,,,,,,,,,1642.33,,,18.66,39.32,36.11,40.07,160.59
10-04-2013 00:00,11-04-2013 00:00,ITO,,,,,,,,,695.77,,,7.91,25.75,20.16,43.65,160.91
11-04-2013 00:00,12-04-2013 00:00,ITO,,,,,,,,,877.93,,,9.93,31.91,24.96,47.19,180.07
12-04-2013 00:00,13-04-2013 00:00,ITO,,,,,,,,,1182.28,,,12.89,40.33,32.01,35.72,199.97
13-04-2013 00:00,14-04-2013 00:00,ITO,,,,,,,,,848.28,,,11.97,37.09,29.42,30.15,203.64
14-04-2013 00:00,15-04-2013 00:00,ITO,,,,,,,,,1033.97,,,7.94,26.88,20.71,33.76,170.64
15-04-2013 00:00,16-04-2013 00:00,ITO,,,,,,,,,1778.5,,,23.98,54.61,48.53,38.04,211.0
16-04-2013 00:00,17-04-2013 00:00,ITO,,,,,,,,,2136.97,,,23.47,51.5,46.4,47.22,220.19
17-04-2013 00:00,18-04-2013 00:00,ITO,,,,,,,,,1463.45,,,13.49,33.67,28.89,49.35,196.14
18-04-2013 00:00,19-04-2013 00:00,ITO,,,,,,,,,1025.82,,,12.35,31.26,26.68,36.97,193.37
19-04-2013 00:00,20-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
20-04-2013 00:00,21-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
21-04-2013 00:00,22-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
22-04-2013 00:00,23-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
23-04-2013 00:00,24-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
24-04-2013 00:00,25-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
25-04-2013 00:00,26-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
26-04-2013 00:00,27-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
27-04-2013 00:00,28-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
28-04-2013 00:00,29-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
29-04-2013 00:00,30-04-2013 00:00,ITO,,,,,,,,,,,,,,,,
30-04-2013 00:00,01-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
01-05-2013 00:00,02-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
02-05-2013 00:00,03-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
03-05-2013 00:00,04-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
04-05-2013 00:00,05-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
05-05-2013 00:00,06-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
06-05-2013 00:00,07-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
07-05-2013 00:00,08-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
08-05-2013 00:00,09-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
09-05-2013 00:00,10-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
10-05-2013 00:00,11-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
11-05-2013 00:00,12-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
12-05-2013 00:00,13-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
13-05-2013 00:00,14-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
14-05-2013 00:00,15-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
15-05-2013 00:00,16-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
16-05-2013 00:00,17-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
17-05-2013 00:00,18-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
18-05-2013 00:00,19-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
19-05-2013 00:00,20-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
20-05-2013 00:00,21-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
21-05-2013 00:00,22-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
22-05-2013 00:00,23-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
23-05-2013 00:00,24-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
24-05-2013 00:00,25-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
25-05-2013 00:00,26-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
26-05-2013 00:00,27-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
27-05-2013 00:00,28-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
28-05-2013 00:00,29-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
29-05-2013 00:00,30-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
30-05-2013 00:00,31-05-2013 00:00,ITO,,,,,,,,,,,,,,,,
31-05-2013 00:00,01-06-2013 00:00,ITO,,,,,,,,,,,,,,,,
01-06-2013 00:00,02-06-2013 00:00,ITO,,,,,,,,,,,,,,,,
02-06-2013 00:00,03-06-2013 00:00,ITO,,,,,,,,,,,,,,,,
03-06-2013 00:00,04-06-2013 00:00,ITO,,,,,,,,,,,,,,,,
