From.Date,To.Date,Code,WS,WD,AT,RH,SR,BP,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Temp,NH3,SO2,CH4
1-1-2013,2/1/2013 0:00,PB ,NA,NA,NA,NA,NA,NA,NA,396.71,NA,194.43,NA,149.29,NA,1.67,NA,NA,32.33,NA
1-1-2013,2/1/2013 0:00,SHAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.71,NA,51.14,NA,5,NA,NA,8.43,NA
2-1-2013,3/1/2013 0:00,SHAD,0.23,256.39,NA,289.13,62.91,1011.7,NA,NA,33.32,0,59.9,0,NA,0,5.69,NA,0,NA
3-1-2013,4/1/2013 0:00,SHAD,0.2,237.25,NA,298.37,13.36,1010.83,NA,NA,11.47,0,38.82,0,NA,0,5.05,NA,0,NA
5-1-2013,6/1/2013 0:00,PB ,1.49,119.13,NA,314.85,200.36,738.01,NA,0,3.96,0,102.42,0,NA,0,8.16,NA,0,NA
5-1-2013,6/1/2013 0:00,SHAD,0.25,256.23,NA,126.45,90.91,1013.9,NA,NA,20.69,0,58.78,0,NA,0,5.22,NA,0,NA
6-1-2013,7/1/2013 0:00,PB ,0.97,171.08,NA,438.05,172.53,738.03,NA,0,4.29,0,153.28,0,NA,0,8.47,NA,0,NA
6-1-2013,7/1/2013 0:00,SHAD,0.2,268.62,NA,326.13,115.57,1015.76,NA,NA,20.98,0,60.2,0,NA,0,4.72,NA,0,NA
7-1-2013,8/1/2013 0:00,PB ,0.55,226,NA,398,104.75,738,NA,0,3.95,0,137.7,0,NA,NA,6.22,NA,0,NA
7-1-2013,8/1/2013 0:00,SHAD,0.24,241.34,NA,340.05,85.59,1016.17,NA,NA,34.94,0,71.37,0,NA,0,3.16,NA,0,NA
9-2-2013,10/2/2013 0:00,SHAD,0.45,198.72,NA,303.96,247.19,1008.79,NA,NA,61.04,0,130.88,0,NA,0,17.08,NA,0,NA
10-2-2013,11/2/2013 0:00,SHAD,0.16,97.42,NA,92.77,142.04,1010.31,NA,NA,469.05,0,590.23,0,NA,0,13.74,NA,0,NA
8-3-2013,9/3/2013 0:00,SHAD,0.63,172.82,NA,401.83,183.25,1014.69,NA,NA,112.2,0,126.46,0,NA,0,24.26,NA,0,NA
9-3-2013,10/3/2013 0:00,SHAD,0.7,148.31,NA,221.97,146.33,1013.76,NA,NA,172.85,0,177.9,0,NA,0,26.36,NA,0,NA
10-3-2013,11/3/2013 0:00,SHAD,0.88,146.49,NA,259.94,178.76,1013.44,NA,NA,37.47,0,62.01,0,NA,0,26.64,NA,0,NA
11-3-2013,12/3/2013 0:00,SHAD,0.54,200.3,NA,316.5,121.26,1013.36,NA,NA,73.57,0,104.35,0,NA,0,27.7,NA,0,NA
12-3-2013,13-03-2013 00:00,SHAD,0.78,236.76,NA,327.86,140.02,1013.9,NA,NA,23.19,0,72.67,0,NA,0,26.47,NA,0,NA
1-4-2013,2/4/2013 0:00,SHAD,0.64,182.22,NA,415.48,232.38,1011.66,NA,NA,37.17,0,111.55,0,NA,0,28.68,NA,0,NA
2-4-2013,3/4/2013 0:00,SHAD,0.22,291.52,NA,53.38,NA,1013.71,NA,NA,178.58,0,292.95,0,NA,0,26.1,NA,0,NA
6-4-2013,7/4/2013 0:00,SHAD,1.06,228.5,NA,79.74,222.55,1013.15,NA,NA,4.94,0,61.81,0,NA,0,29.46,NA,0,NA
7-4-2013,8/4/2013 0:00,SHAD,1.15,290.63,NA,35.41,NA,1012.86,NA,NA,2.06,0,63.12,0,NA,0,28.33,NA,0,NA
1-5-2013,2/5/2013 0:00,SHAD,1.06,208.63,NA,113.02,249.32,1012.58,NA,NA,7.9,0,35.35,0,NA,0,33.27,NA,0,NA
2-5-2013,3/5/2013 0:00,SHAD,0.93,216.51,NA,113.99,197.07,1012.05,NA,NA,5.07,0,36,0,NA,0,31.71,NA,0,NA
3-5-2013,4/5/2013 0:00,SHAD,0.87,191.56,NA,199.98,238.89,1011.65,NA,NA,59.73,0,93.32,0,NA,0,31.51,NA,0,NA
4-5-2013,5/5/2013 0:00,SHAD,0.66,136.62,NA,341.33,189.6,1011.59,NA,NA,167.32,0,187.56,0,NA,0,34.29,NA,0,NA
5-5-2013,6/5/2013 0:00,SHAD,1,109.83,NA,116.74,141.45,1011.94,NA,NA,2.84,0,37.82,0,NA,0,34.94,NA,0,NA
6-5-2013,7/5/2013 0:00,SHAD,0.76,168.36,NA,43.44,119.34,1012.2,NA,NA,11,0,57.73,0,NA,0,34.67,NA,0,NA
7-5-2013,8/5/2013 0:00,SHAD,0.55,195.92,NA,189.72,175.61,1012.34,NA,NA,108.73,0,131.54,0,NA,0,35.04,NA,0,NA
8-5-2013,9/5/2013 0:00,SHAD,0.83,223.31,NA,136.63,199.39,1012.32,NA,NA,NA,NA,NA,0,NA,0,36.08,NA,0,NA
9-5-2013,10/5/2013 0:00,SHAD,0.69,197.15,NA,118.2,176.99,1012.14,NA,NA,NA,NA,NA,0,NA,0,35.99,NA,0,NA
10-5-2013,11/5/2013 0:00,SHAD,0.96,185.85,NA,117.79,108.81,1012,NA,NA,NA,NA,NA,0,NA,0,35.77,NA,0,NA
11-5-2013,12/5/2013 0:00,SHAD,1.52,194.57,NA,111.9,147.52,1011.75,NA,NA,NA,NA,NA,0,NA,0,31.51,NA,0,NA
12-5-2013,13-05-2013 00:00,SHAD,0.98,196.43,NA,113.95,198.21,1012.52,NA,NA,NA,NA,NA,0,NA,0,30.85,NA,0,NA
1-6-2013,2/6/2013 0:00,SHAD,1.81,77.89,NA,108.52,229.96,1012.21,NA,NA,NA,NA,NA,NA,NA,0,31.74,NA,0,NA
2-6-2013,3/6/2013 0:00,SHAD,1.28,73.68,NA,121.78,229.07,1012.13,NA,NA,NA,NA,NA,NA,NA,0,32.41,NA,0,NA
3-6-2013,4/6/2013 0:00,SHAD,1.08,81.15,NA,94.42,219.67,1011.83,NA,NA,NA,NA,NA,NA,NA,0,34.26,NA,0,NA
4-6-2013,5/6/2013 0:00,SHAD,0.99,146.06,NA,117.38,274.61,1011.9,NA,NA,NA,NA,NA,NA,NA,0,35.77,NA,0,NA
5-6-2013,6/6/2013 0:00,SHAD,0.91,181.89,NA,90.62,263.75,1011.57,NA,NA,6.03,0,11.53,0,NA,0,38.49,NA,0,NA
6-6-2013,7/6/2013 0:00,SHAD,1.28,147.04,NA,114.37,190.6,1011.13,NA,NA,4.23,0,11.07,0,NA,0,34.02,NA,0,NA
7-6-2013,8/6/2013 0:00,SHAD,1.02,102.45,NA,78.43,238.53,1011.42,NA,NA,1.38,0,10.32,0,NA,0,33.35,NA,0,NA
8-6-2013,9/6/2013 0:00,SHAD,1.26,101.64,NA,108.94,241.09,1011.14,NA,NA,3.38,0,10.87,0,NA,0,34.65,NA,0,NA
9-6-2013,10/6/2013 0:00,SHAD,0.99,116.52,NA,94.89,277,1010.79,NA,NA,7.01,0,14.81,0,NA,0,35.58,NA,0,NA
10-6-2013,11/6/2013 0:00,SHAD,0.98,188.65,NA,105.95,350.75,1010.81,NA,NA,6.94,0,13.79,0,NA,0,37.03,NA,0,NA
11-6-2013,12/6/2013 0:00,SHAD,1.33,134.8,NA,91.9,97.36,1011.48,NA,NA,6.97,0,11.47,0,NA,0,31.25,NA,0,NA
12-6-2013,13-06-2013 00:00,SHAD,0.91,130.89,NA,110.15,152.89,1011.46,NA,NA,7.13,0,11.71,0,NA,0,33.61,NA,0,NA
1-7-2013,2/7/2013 0:00,SHAD,1.08,205.53,NA,113.65,308.53,1010.82,NA,NA,0.54,0,14.66,0,NA,0,34.48,NA,0,NA
2-7-2013,3/7/2013 0:00,SHAD,1.16,101.34,NA,121.32,278.16,1010.79,NA,NA,0.11,0,5.51,0,NA,0,33.29,NA,0,NA
3-7-2013,4/7/2013 0:00,SHAD,0.99,151.07,NA,111.79,155.8,1011.17,NA,NA,0.14,0,4.02,0,NA,0,31.54,NA,0,NA
4-7-2013,5/7/2013 0:00,SHAD,1.1,94.91,NA,116.7,295.3,1011.13,NA,NA,6.47,0,21.14,0,NA,0,32.39,NA,0,NA
5-7-2013,6/7/2013 0:00,SHAD,1.16,74.64,NA,117.99,204.48,1011.2,NA,NA,7.64,0,33.75,0,NA,0,32.3,NA,0,NA
6-7-2013,7/7/2013 0:00,SHAD,1.35,71.06,NA,114.43,236.22,1011.84,NA,NA,7.64,0,31.16,0,NA,0,30.92,NA,0,NA
7-7-2013,8/7/2013 0:00,SHAD,1.06,84.42,NA,167.07,186.3,1011.81,NA,NA,8.12,0,32.02,0,NA,0,30.4,NA,0,NA
8-7-2013,9/7/2013 0:00,SHAD,0.95,160.67,NA,153.48,267.48,1011.32,NA,NA,8.7,0,27.22,0,NA,0,30.03,NA,0,NA
9-7-2013,10/7/2013 0:00,SHAD,0.86,188.15,NA,125.94,242.12,1010.95,NA,NA,11.59,0,32.35,0,NA,0,29.36,NA,0,NA
10-7-2013,11/7/2013 0:00,SHAD,0.79,167.42,NA,97.66,238.11,1010.66,NA,NA,16.58,0,41.56,0,NA,0,28.68,NA,0,NA
11-7-2013,12/7/2013 0:00,SHAD,0.75,178.07,NA,101.02,221.1,1011.2,NA,NA,21.1,0,33.22,0,NA,0,31.77,NA,0,NA
12-7-2013,13-07-2013 00:00,SHAD,1.03,149.13,NA,91.38,116.74,1011.76,NA,NA,4.85,0,14.16,0,NA,0,28.76,NA,0,NA
1-8-2013,2/8/2013 0:00,SHAD,0.89,246.62,NA,129.51,156.55,1011.26,NA,NA,7.3,0,18.63,0,NA,0,29.52,NA,0,NA
2-8-2013,3/8/2013 0:00,SHAD,1.09,113.08,NA,93.92,320.12,1011.65,NA,NA,5.17,0,14.57,0,NA,0,31.44,NA,0,NA
3-8-2013,4/8/2013 0:00,SHAD,1.16,61.53,NA,133.36,235.45,1012,NA,NA,4.88,0,19.69,0,NA,0,31.88,NA,0,NA
4-8-2013,5/8/2013 0:00,SHAD,0.65,121.61,NA,104.47,277.23,1011.94,NA,NA,6.08,0,12.37,0,NA,0,32.85,NA,0,NA
5-8-2013,6/8/2013 0:00,SHAD,0.78,181.21,NA,93.6,146.33,1011.83,NA,NA,5.12,0,9.65,0,NA,0,29.46,NA,0,NA
6-8-2013,7/8/2013 0:00,SHAD,0.58,142.17,NA,80.34,67.79,1012.16,NA,NA,4.53,0,6.85,0,NA,0,26.48,NA,0,NA
7-8-2013,8/8/2013 0:00,SHAD,0.41,176.95,NA,66.22,101.7,1012.23,NA,NA,3.74,0,4.24,0,NA,0,27.74,NA,0,NA
8-8-2013,9/8/2013 0:00,SHAD,0.71,215.14,NA,60.85,144.2,1011.88,NA,NA,3.15,0,3.17,0,NA,0,27.58,NA,0,NA
9-8-2013,10/8/2013 0:00,SHAD,0.73,234.31,NA,60.89,111.53,1011.75,NA,NA,3.18,NA,3.18,0,NA,0,26.39,NA,0,NA
10-8-2013,11/8/2013 0:00,SHAD,0.71,184.28,NA,71.51,162.54,1011.76,NA,NA,3.15,NA,3.18,0,NA,0,28.82,NA,0,NA
11-8-2013,12/8/2013 0:00,SHAD,0.78,128.28,NA,64.95,184.9,1012.06,NA,NA,3.24,NA,3.21,0,NA,0,29.34,NA,0,NA
12-8-2013,13-08-2013 00:00,SHAD,0.68,94.18,NA,93.58,162.48,1012.06,NA,NA,4.73,0,9.78,0,NA,0,29.48,NA,0,NA
1-9-2013,2/9/2013 0:00,SHAD,0.73,195.9,NA,93.61,253.83,1012.63,NA,NA,10.35,0,40.45,0,NA,0,31.39,NA,0,NA
2-9-2013,3/9/2013 0:00,SHAD,1.15,192.08,NA,128.2,227.08,1012.66,NA,NA,7.86,0,30.94,0,NA,0,31.73,NA,0,NA
3-9-2013,4/9/2013 0:00,SHAD,1.41,186.44,NA,120.79,234.75,1012.43,NA,NA,4.65,0,21.77,0,NA,0,31.46,NA,0,NA
4-9-2013,5/9/2013 0:00,SHAD,1.61,184.82,NA,121.84,252,1012.34,NA,NA,3.96,0,14.49,0,NA,0,31.1,NA,0,NA
5-9-2013,6/9/2013 0:00,SHAD,1.49,167.32,NA,69.13,294.38,996.88,NA,NA,5.84,0,24.77,0,NA,0,32.08,NA,0,NA
6-9-2013,7/9/2013 0:00,SHAD,1.28,132.77,NA,174.27,281.59,1011.84,NA,NA,15.11,0,40.03,0,NA,0,35.38,NA,0,NA
7-9-2013,8/9/2013 0:00,SHAD,1.28,132.77,NA,159.81,281.59,1011.84,NA,NA,6.58,0,30.22,0,NA,0,35.38,NA,0,NA
9-9-2013,10/9/2013 0:00,SHAD,1.4,167.51,NA,129.3,2717.15,1016.07,NA,NA,16.44,0,94.29,0,NA,NA,31.85,NA,0,NA
10-9-2013,11/9/2013 0:00,SHAD,0.77,129,NA,164.95,282.01,1017.18,NA,NA,59.25,0,96.65,0,NA,NA,31.85,NA,0,NA
11-9-2013,12/9/2013 0:00,SHAD,0.88,113.14,NA,186.16,330.48,1015.07,NA,NA,25.26,0,91.94,0,NA,0,32.33,NA,0,NA
12-9-2013,13-09-2013 00:00,SHAD,0.86,94.81,NA,212.75,403.89,1011.08,NA,NA,8.4,0,61.53,0,NA,0,31.91,NA,0,NA
1-10-2013,2/10/2013 0:00,SHAD,0.96,105.02,NA,92.78,124.17,1006.92,NA,NA,9.56,0,30.17,0,NA,0,30.79,NA,0,NA
2-10-2013,3/10/2013 0:00,SHAD,1.02,93.37,NA,89.61,127.27,1004.91,NA,NA,7.19,0,19.2,0,NA,0,30.71,NA,0,NA
3-10-2013,4/10/2013 0:00,SHAD,1.04,100.22,NA,104.88,129.12,1003.64,NA,NA,8.23,0,22.78,0,NA,0,30.37,NA,0,NA
4-10-2013,5/10/2013 0:00,SHAD,1.18,140.28,NA,66.23,75.18,1011.01,NA,NA,6.69,0,15.85,0,NA,0,28.48,NA,0,NA
5-10-2013,6/10/2013 0:00,SHAD,0.72,129.15,NA,247.37,190.9,1006.33,NA,NA,14.66,0,33.52,0,NA,0,31.34,NA,0,NA
6-10-2013,7/10/2013 0:00,SHAD,0.67,78.42,NA,229.04,110.51,1011.66,NA,NA,13.12,0,28.96,0,NA,0,30.89,NA,0,NA
7-10-2013,8/10/2013 0:00,SHAD,0.71,54.59,NA,175.93,143.37,1012.05,NA,NA,12,0,50.77,0,NA,0,30.93,NA,0,NA
8-10-2013,9/10/2013 0:00,SHAD,0.77,81.01,NA,155.79,147.2,1010.58,NA,NA,13.5,0,69.8,0,NA,0,31.27,NA,0,NA
9-10-2013,10/10/2013 0:00,SHAD,0.61,53.75,NA,109.08,136.17,1011.92,NA,NA,11.51,0,56.37,0,NA,0,31.35,NA,0,NA
10-10-2013,11/10/2013 0:00,SHAD,0.27,83.25,NA,147.44,162.27,1012.83,NA,NA,31.46,0,88.12,0,NA,0,31.43,NA,0,NA
11-10-2013,12/10/2013 0:00,SHAD,0.44,92.63,NA,100.81,110.28,1013.67,NA,NA,22.85,0,71.27,0,NA,0,28.46,NA,0,NA
12-10-2013,13-10-2013 00:00,SHAD,0.21,79.99,NA,113.92,123.73,1011.66,NA,NA,15.74,0,68.4,0,NA,0,29.37,NA,0,NA
1-11-2013,2/11/2013 0:00,SHAD,0.79,74.25,NA,300.74,118.25,1008.4,NA,NA,22.78,0,46.26,0,NA,0,26.31,NA,0,NA
2-11-2013,3/11/2013 0:00,SHAD,0.62,112.78,NA,175.79,112.15,1008.01,NA,NA,35.72,0,47.61,0,NA,0,25.27,NA,0,NA
3-11-2013,4/11/2013 0:00,SHAD,0.71,128.66,NA,139.83,166.35,1012.09,NA,NA,52.49,0,46.78,0,NA,0,24.5,NA,0,NA
4-11-2013,5/11/2013 0:00,SHAD,0.6,102.85,NA,300.31,159.7,1011.44,NA,NA,56.55,0,64.01,0,NA,0,23.73,NA,0,NA
5-11-2013,6/11/2013 0:00,SHAD,0.46,7.21,NA,222.61,69.23,1009.88,NA,NA,24.56,0,57.31,0,NA,0,21.91,NA,0,NA
6-11-2013,7/11/2013 0:00,SHAD,0.71,56.92,NA,240.47,117.44,1009.45,NA,NA,12.94,0,73.71,0,NA,0,24.34,NA,0,NA
7-11-2013,8/11/2013 0:00,SHAD,0.89,112.34,NA,142.84,92.74,1012.63,NA,NA,13.78,0,57,0,NA,0,23.41,NA,0,NA
8-11-2013,9/11/2013 0:00,SHAD,0.8,96.03,NA,85.57,102.33,1012.57,NA,NA,30.35,0,67.33,0,NA,0,23.14,NA,0,NA
9-11-2013,10/11/2013 0:00,SHAD,0.62,106.39,NA,145.64,154.06,1013.27,NA,NA,40.42,0,71.7,0,NA,0,23.31,NA,0,NA
10-11-2013,11/11/2013 0:00,SHAD,0.65,122.03,NA,185.3,128.99,1013.57,NA,NA,9.19,0,33.21,0,NA,0,23.12,NA,0,NA
11-11-2013,12/11/2013 0:00,SHAD,0.71,129.39,NA,335.6,125.71,1012.58,NA,NA,7.25,0,18.56,0,NA,0,22.91,NA,0,NA
12-11-2013,13-11-2013 00:00,SHAD,0.58,117.18,NA,277.99,111.7,1013.02,NA,NA,48.51,0,33.9,0,NA,0,22.56,NA,0,NA
1-12-2013,2/12/2013 0:00,SHAD,0.61,99.1,NA,287.51,89.68,1012.08,NA,NA,54.01,26.71,56.69,25.42,NA,10.67,22.85,NA,7.33,NA
2-12-2013,3/12/2013 0:00,SHAD,0.65,86.74,NA,132.86,96.41,1011.73,NA,NA,55.57,39.38,61.65,39.31,NA,11.67,22.93,NA,11.06,NA
3-12-2013,4/12/2013 0:00,SHAD,0.57,74.93,NA,303.4,88.14,1013.16,NA,NA,87.71,58,67,45.35,NA,12.3,22.64,NA,10.54,NA
4-12-2013,5/12/2013 0:00,SHAD,0.61,120.61,NA,384.59,85.87,1013.81,NA,NA,90.86,66.74,54.49,41.72,NA,12.26,22.3,NA,13.2,NA
5-12-2013,6/12/2013 0:00,SHAD,0.77,134.67,NA,448.9,120.83,1013.45,NA,NA,16.24,14.67,45.33,10.07,NA,11.3,23.63,NA,8.15,NA
6-12-2013,7/12/2013 0:00,SHAD,0.51,98.05,NA,310.6,52.41,992.59,NA,NA,120.53,22.52,76.66,8.03,NA,4.79,19.3,NA,7.24,NA
7-12-2013,8/12/2013 0:00,SHAD,0.53,87.14,NA,314.18,82.55,1011.11,NA,NA,129.5,82.67,80.58,13.6,NA,10.46,21.37,NA,11.98,NA
8-12-2013,9/12/2013 0:00,SHAD,0.53,76.12,NA,257.67,127.95,1010.39,NA,NA,160.13,80.42,88.9,11.15,NA,11.42,21.64,NA,12.27,NA
9-12-2013,10/12/2013 0:00,SHAD,0.55,81.25,NA,265.62,124.26,1006.37,NA,NA,113.96,94.27,82.54,11.42,NA,10.15,21.42,NA,13,NA
10-12-2013,11/12/2013 0:00,SHAD,0.6,109.33,NA,400.39,100.81,1006.49,NA,NA,30.85,45.12,41.83,10.96,NA,9.38,21.07,NA,10.94,NA
11-12-2013,12/12/2013 0:00,SHAD,0.67,120.95,NA,318.29,100.03,1007.99,NA,NA,25.42,12.68,96.81,23.6,NA,10.23,21.35,NA,10.58,NA
12-12-2013,13-12-2013 00:00,SHAD,1.01,158.87,NA,50.79,100.1,1010.05,NA,NA,8.28,32.81,66.9,45.94,NA,11.52,21.93,NA,7.1,NA
1-1-2014,2/1/2014 0:00,SHAD,0.73,148.74,NA,145.46,126.09,1013.95,NA,NA,16.72,31.92,56.33,23.12,NA,6.21,14.05,NA,8.75,NA
2-1-2014,3/1/2014 0:00,SHAD,0.88,159.15,NA,133.85,127.51,1010.37,NA,NA,19.19,22.6,72.31,21.23,NA,8.83,12.27,NA,6.88,NA
3-1-2014,4/1/2014 0:00,SHAD,0.75,132.74,NA,151.01,128.3,1015.03,NA,NA,75.94,35.38,95.31,24.71,NA,9.58,13.17,NA,8.96,NA
4-1-2014,5/1/2014 0:00,SHAD,0.66,90.17,NA,211.19,101.39,1012.6,NA,NA,213.91,123.79,125.69,40.17,NA,5.19,13.91,NA,12.51,NA
5-1-2014,6/1/2014 0:00,SHAD,0.53,102.93,NA,174.45,138.95,1011.86,NA,NA,105.03,86.44,89.88,36.96,NA,6.04,13.91,NA,11.48,NA
6-1-2014,7/1/2014 0:00,SHAD,0.7,140.51,NA,167.54,146.29,1011.45,NA,NA,37.89,37.29,86.96,29.52,NA,6.71,11.77,NA,8.38,NA
7-1-2014,8/1/2014 0:00,SHAD,0.71,123.42,NA,176.25,139.03,999.45,NA,NA,90.7,46.08,91.07,27.71,NA,6.65,13.09,NA,9.33,NA
8-1-2014,9/1/2014 0:00,SHAD,0.63,77.69,NA,152.19,119.1,983.93,NA,NA,180.83,112.85,106.21,31.09,NA,9.04,13.65,NA,9.96,NA
9-1-2014,10/1/2014 0:00,SHAD,0.69,105.49,NA,203.52,135.07,985.38,NA,NA,118.07,81,126,27.02,NA,7.48,12.65,NA,9.5,NA
10-1-2014,11/1/2014 0:00,SHAD,0.61,101.86,NA,262.17,133.61,975.1,NA,NA,135.43,105.85,112.51,29.31,NA,7.81,13.37,NA,11.04,NA
11-1-2014,12/1/2014 0:00,SHAD,0.79,154.51,NA,218.7,120.02,979.63,NA,NA,23.31,29.19,64.23,18.06,NA,7.77,13.1,NA,7.12,NA
12-1-2014,13-01-2014 00:00,SHAD,0.67,137.88,NA,297.31,146.68,1006.29,NA,NA,29.28,34.08,72.31,18.6,NA,7.85,14.26,NA,8.21,NA
1-2-2014,2/2/2014 0:00,SHAD,0.8,79.54,NA,341.18,171.37,1011.96,NA,NA,6.53,7.79,10.06,14.52,NA,8.75,14.63,NA,1.96,NA
2-2-2014,3/2/2014 0:00,SHAD,0.62,105.68,NA,326.09,180.87,1012.21,NA,NA,10.68,9.38,9.54,14.65,NA,8.29,15.53,NA,2.1,NA
3-2-2014,4/2/2014 0:00,SHAD,0.69,108.71,NA,248.01,187.76,1011.81,NA,NA,17.28,9.98,8.92,16.33,NA,8.23,17.89,NA,2.29,NA
4-2-2014,5/2/2014 0:00,SHAD,0.83,155.61,NA,113.94,104.63,1012.36,NA,NA,5.1,10.35,4.61,17.32,NA,7.76,20.34,NA,2.65,NA
5-2-2014,6/2/2014 0:00,SHAD,0.62,114.67,NA,119.58,90.85,1012.37,NA,NA,9.16,6,2.57,14.57,NA,8.34,17.6,NA,7.32,NA
6-2-2014,7/2/2014 0:00,SHAD,0.79,68.73,NA,127.33,90.87,1011.97,NA,NA,10.51,9.33,NA,17.56,NA,8.27,18.15,NA,6.77,NA
7-2-2014,8/2/2014 0:00,SHAD,1.15,113.52,NA,154.08,101.21,1011.31,NA,NA,5.54,5.56,3.23,11.23,NA,9.69,18.94,NA,5.23,NA
8-2-2014,9/2/2014 0:00,SHAD,0.81,152.97,NA,195.97,40.74,1009.74,NA,NA,6.34,6.36,3.46,12.91,NA,5.57,14.64,NA,5.47,NA
9-2-2014,10/2/2014 0:00,SHAD,0.83,157.66,NA,203.57,172.43,1010.18,NA,NA,6.81,6.92,3.12,48.26,NA,9.44,14.34,NA,4.56,NA
10-2-2014,11/2/2014 0:00,SHAD,0.68,120.2,NA,287.12,113.96,1005.13,NA,NA,17.43,6.45,62.43,4.98,NA,16.56,13.74,NA,5.35,NA
11-2-2014,12/2/2014 0:00,SHAD,0.67,135.64,NA,290.51,164.27,1010.1,NA,NA,42.6,68.69,123.42,39.71,NA,9.12,15.06,NA,5.88,NA
12-2-2014,13-02-2014 00:00,SHAD,0.81,150.63,NA,335.06,111.28,1011.3,NA,NA,15.42,29.52,86.98,27.75,NA,11.38,14.94,NA,4.5,NA
1-3-2014,2/3/2014 0:00,SHAD,0.74,119.22,NA,131.23,151.85,1012.5,NA,NA,15.24,22.02,51.27,19.23,NA,8.56,15.71,NA,2.52,NA
2-3-2014,3/3/2014 0:00,SHAD,0.73,141.19,NA,126.47,220.91,1012.58,NA,NA,0.25,8.9,1.91,25.17,NA,10.33,15.85,NA,3.89,NA
3-3-2014,4/3/2014 0:00,SHAD,0.72,135.75,NA,129.08,161.98,1012.32,NA,NA,34.43,16.71,136.3,27.42,NA,10.46,18.11,NA,3.64,NA
4-3-2014,5/3/2014 0:00,SHAD,0.75,130.72,NA,151.98,227.44,1012.08,NA,NA,28.44,45.92,79.52,27.81,NA,10.56,18.88,NA,5.19,NA
5-3-2014,6/3/2014 0:00,SHAD,0.88,138.85,NA,110.36,136.25,1012.16,NA,NA,26.25,32.96,72.31,34.65,NA,10.42,19.6,NA,2.88,NA
6-3-2014,7/3/2014 0:00,SHAD,0.82,154.11,NA,150.78,116.4,1012.2,NA,NA,26.57,38.12,63.3,26.27,NA,13.04,18.8,NA,5.04,NA
7-3-2014,8/3/2014 0:00,SHAD,0.8,162.11,NA,176.82,137.06,1012.23,NA,NA,9.58,13.92,34.5,27.33,NA,13.73,18.99,NA,4.98,NA
8-3-2014,9/3/2014 0:00,SHAD,0.85,167.1,NA,150.6,183.78,1012.21,NA,NA,10.37,19.81,67.52,25.27,NA,15.52,20.09,NA,5.56,NA
9-3-2014,10/3/2014 0:00,SHAD,0.8,123.36,NA,155.83,147.39,1012.13,NA,NA,27.98,39.9,94.54,31.88,NA,14.79,21.2,NA,5.1,NA
10-3-2014,11/3/2014 0:00,SHAD,1.1,67.28,NA,140.54,32.31,1011.98,NA,NA,20.67,42.51,100.63,28.62,NA,11.44,19.7,NA,5.88,NA
11-3-2014,12/3/2014 0:00,SHAD,1.53,52.29,NA,121.38,140.79,1011.9,NA,NA,8.13,20.1,43.04,25.6,NA,17.08,19.97,NA,6.58,NA
12-3-2014,13-03-2014 00:00,SHAD,0.89,129.15,NA,109.92,120.41,1011.96,NA,NA,14.95,25.69,65.41,29.23,NA,13.08,19.51,NA,7.62,NA
1-4-2014,2/4/2014 0:00,SHAD,0.87,149.18,NA,139.98,249.64,1012.24,NA,NA,13.85,11.21,32.35,13.42,NA,15.81,24.42,NA,6,NA
2-4-2014,3/4/2014 0:00,SHAD,0.94,107.56,NA,147.65,225.58,1012.13,NA,NA,18.14,26.85,35.23,17.94,NA,12.58,24.87,NA,7.75,NA
3-4-2014,4/4/2014 0:00,SHAD,0.75,141.94,NA,125.85,150.23,1012.17,NA,NA,7.72,14.77,24.38,22.38,NA,8.54,20.44,NA,6.62,NA
4-4-2014,5/4/2014 0:00,SHAD,1,163.53,NA,103.42,243.22,1012.47,NA,NA,3.65,5.46,16.9,9.38,NA,4.17,24.43,NA,4.02,NA
5-4-2014,6/4/2014 0:00,SHAD,0.93,157.96,NA,116.06,246.73,1012.43,NA,NA,4.49,7.52,17.28,13.83,NA,5.06,25.87,NA,4.48,NA
6-4-2014,7/4/2014 0:00,SHAD,0.81,101.67,NA,136.39,211.9,1012.33,NA,NA,13.18,14.6,28.98,16.21,NA,3.35,28.04,NA,5.1,NA
7-4-2014,8/4/2014 0:00,SHAD,1.53,130.46,NA,131.11,213.17,1012.33,NA,NA,5.03,10.74,19.05,14.28,NA,27.09,25.32,NA,4.62,NA
8-4-2014,9/4/2014 0:00,SHAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,NA,22.2,NA,57.4,NA,NA,10.2,NA
9-4-2014,10/4/2014 0:00,SHAD,1.06,155.22,NA,120.96,270.37,1006.68,NA,NA,5.34,5.36,38.43,5.7,NA,54.25,27.16,NA,2.79,NA
10-4-2014,11/4/2014 0:00,SHAD,1,152.52,NA,157.02,260.4,1012.63,NA,NA,7.51,16.56,39.85,10.9,NA,54.4,25.51,NA,6.92,NA
11-4-2014,12/4/2014 0:00,SHAD,0.95,134.48,NA,177.17,232.92,1012.55,NA,NA,12.8,22.65,56.54,13.29,NA,58.23,26.55,NA,7.85,NA
12-4-2014,13-04-2014 00:00,SHAD,0.77,103.22,NA,215.44,160.14,1012.51,NA,NA,34.07,38.62,72.85,17.35,NA,101.69,27.58,NA,9.67,NA
