From.Date,To.Date,Code,WS,WD,AT,RH,SR,BP,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Temp,NH3,SO2,CH4
10-11-2016 00:00,11-11-2016 00:00,IHBAS,0.96,174.9,20.97,55.54,145.57,1002.62,NA,255.13,55.44,62.17,NA,1.9,NA,NA,NA,13.78,10.76,820.92
11-11-2016 00:00,12-11-2016 00:00,IHBAS,1.01,84.41,20.62,60.68,143.18,1003.02,NA,255.94,116.01,68.02,NA,2.5,NA,NA,NA,10.37,22.94,1591.64
12-11-2016 00:00,13-11-2016 00:00,IHBAS,0.99,103.43,20.84,60.59,152.34,1004.38,NA,213.76,74.4,58.49,NA,1.81,NA,NA,NA,10.02,14.7,925.92
13-11-2016 00:00,14-11-2016 00:00,IHBAS,0.95,112.88,21.44,59.87,145.42,1005.75,NA,169.3,51.87,46.84,NA,41.25,NA,NA,NA,12.76,16.73,872.44
14-11-2016 00:00,15-11-2016 00:00,IHBAS,0.91,102.66,22.14,58.25,140.26,1005.03,NA,186.13,36.27,51.81,NA,27.2,NA,NA,NA,10,19.39,992.49
15-11-2016 00:00,16-11-2016 00:00,IHBAS,0.92,245.38,20.49,56.71,144.59,1005.34,NA,159.14,45.61,62.22,NA,1.03,NA,NA,NA,8.1,13.2,1361.71
16-11-2016 00:00,17-11-2016 00:00,IHBAS,1.01,285.34,21.42,49.85,155.14,1006.53,NA,153.66,28.49,98.81,NA,1.16,NA,NA,NA,10.91,29.1,618.71
17-11-2016 00:00,18-11-2016 00:00,IHBAS,1.05,279.15,22.18,37.43,100.2,1005.22,NA,135.09,14.04,81.3,NA,2.69,NA,NA,NA,16.52,16.77,858.4
18-11-2016 00:00,19-11-2016 00:00,IHBAS,1.04,275.5,20.34,50.38,105.16,1003.84,NA,146.63,22.89,85.2,NA,4.72,NA,NA,NA,16.47,16.18,931.89
19-11-2016 00:00,20-11-2016 00:00,IHBAS,0.98,217.33,19.82,53.16,147.89,1001.52,NA,170.42,60.23,96.58,NA,1.65,NA,NA,NA,18.2,16.27,793.11
20-11-2016 00:00,21-11-2016 00:00,IHBAS,0.98,165.78,19.25,59.52,147.55,1002.53,NA,194.41,162.14,102.48,NA,2.52,NA,NA,NA,24.59,30.92,1300.87
21-11-2016 00:00,22-11-2016 00:00,IHBAS,0.98,219.34,19.39,60.18,188.68,1003.32,NA,194.81,104.45,100.89,NA,1.86,NA,NA,NA,33,22.09,1019.48
22-11-2016 00:00,23-11-2016 00:00,IHBAS,1.03,249.16,22.48,48.41,167.87,1001.48,NA,109.88,82.87,96.81,NA,1.68,NA,NA,NA,41.98,17.1,993.25
23-11-2016 00:00,24-11-2016 00:00,IHBAS,1.01,273.61,21.79,49.39,148.54,1001.68,NA,120.91,49.29,72.76,NA,1.47,NA,NA,NA,45.98,17.01,774.98
24-11-2016 00:00,25-11-2016 00:00,IHBAS,1.05,286.69,22.25,46.77,148.56,1003.91,NA,166.56,12.98,4.13,NA,1.34,NA,NA,NA,14.59,18.71,938.43
25-11-2016 00:00,26-11-2016 00:00,IHBAS,1.13,294.84,22.49,33.62,210.95,1002.55,NA,91.04,39.2,450.99,NA,1.26,NA,NA,NA,19.65,8.44,660.11
26-11-2016 00:00,27-11-2016 00:00,IHBAS,1.08,291.46,25.73,29.69,203.68,1002.13,NA,82.83,59.32,107.75,NA,1.64,NA,NA,NA,26.39,14.77,779.8
27-11-2016 00:00,28-11-2016 00:00,IHBAS,1.08,281.04,23.27,34.17,165.41,1002.35,NA,111.56,44.3,70.95,NA,0.73,NA,NA,NA,26.83,14.23,781.65
28-11-2016 00:00,29-11-2016 00:00,IHBAS,1.05,281.51,21.44,37.66,173.12,1002.07,NA,106.67,48.77,50.21,NA,1.95,NA,NA,NA,27.07,14.02,828.3
29-11-2016 00:00,30-11-2016 00:00,IHBAS,0.95,112.26,18.96,61.99,119.04,1004.29,NA,254.32,72.48,72.07,NA,-5.33,NA,NA,NA,24.07,24.01,919.79
30-11-2016 00:00,01-12-2016 00:00,IHBAS,1.04,114.77,18.78,77.02,115.14,1005.82,NA,248.36,69.29,63.37,NA,2.05,NA,NA,NA,34.96,13.66,1029.17
01-12-2016 00:00,02-12-2016 00:00,IHBAS,1,94.31,21.13,77.99,108.79,1006.17,NA,250.22,68.16,59.23,NA,1.79,NA,NA,NA,37.38,12.43,1152.43
02-12-2016 00:00,03-12-2016 00:00,IHBAS,0.99,263.86,22.49,75.45,122.5,1007.09,NA,221.12,29.99,67.61,NA,1.15,NA,NA,NA,37.66,9.07,1120.16
03-12-2016 00:00,04-12-2016 00:00,IHBAS,1.01,206.12,20.22,72.42,138.76,1008.62,NA,153.14,51.01,58.73,NA,1.33,NA,NA,NA,33.48,10.2,1078.62
04-12-2016 00:00,05-12-2016 00:00,IHBAS,1.01,206.55,18.1,58.39,130.71,1009.08,NA,132.35,140.37,70.38,NA,-13.47,NA,NA,NA,25.13,11.14,1945.52
05-12-2016 00:00,06-12-2016 00:00,IHBAS,1.03,224.07,18.79,66.94,124.89,1006.68,NA,178.8,94.18,89.72,NA,NA,NA,NA,NA,32.39,4.37,750.6
06-12-2016 00:00,07-12-2016 00:00,IHBAS,0.99,126.87,16.33,83.52,102.95,1007.41,NA,278.11,147.04,110.94,NA,NA,NA,NA,NA,38.88,10.06,1806.54
07-12-2016 00:00,08-12-2016 00:00,IHBAS,0.93,95.53,15.81,75.45,121.09,1006.66,NA,203.11,67.58,85.32,NA,NA,NA,NA,NA,49.31,14.83,1096.9
08-12-2016 00:00,09-12-2016 00:00,IHBAS,0.99,157.41,17.62,71.57,107.44,1004.79,NA,226.04,161.69,170.08,NA,10,NA,NA,NA,52.51,52.02,1112.19
09-12-2016 00:00,10-12-2016 00:00,IHBAS,1,137.93,17.06,83.22,99.52,1002.73,NA,358.76,281.3,236.25,NA,3.28,NA,NA,NA,57.64,31.52,2161.57
10-12-2016 00:00,11-12-2016 00:00,IHBAS,1.05,123.36,17.04,80.5,103.07,1002.92,NA,186.26,50.52,133.53,NA,1.3,NA,NA,NA,68.05,14.69,1045.58
11-12-2016 00:00,12-12-2016 00:00,IHBAS,1,205.14,19.84,78.51,119.57,1002.44,NA,185.78,76.19,128.55,NA,1.7,NA,NA,NA,62.6,10.49,1065.67
12-12-2016 00:00,13-12-2016 00:00,IHBAS,0.97,247.37,21.37,66.88,126.85,1003.02,NA,165.45,95.19,104.81,NA,1.68,NA,NA,NA,62.5,6.46,2.87
13-12-2016 00:00,14-12-2016 00:00,IHBAS,1,294.23,21.39,66.21,122.01,1003.8,NA,157.3,57.73,88.87,NA,1.18,NA,NA,NA,55.52,16.53,650.47
14-12-2016 00:00,15-12-2016 00:00,IHBAS,1.02,280.89,20,66.86,135.54,1005.96,NA,124.79,30.3,66.41,NA,0.98,NA,NA,NA,78.28,5.36,892.11
15-12-2016 00:00,16-12-2016 00:00,IHBAS,1.07,260.09,18.93,64.06,75.97,1005.37,NA,1750.26,37.86,81.62,NA,1.35,NA,NA,NA,62.12,8.53,1071.1
16-12-2016 00:00,17-12-2016 00:00,IHBAS,1,258.46,18.93,63.15,136.47,1007.46,NA,677.3,60.25,57.44,NA,1.57,NA,NA,NA,24.44,18.38,1162.8
17-12-2016 00:00,18-12-2016 00:00,IHBAS,1,284.39,19.03,66.63,112.38,1006.61,NA,204.73,27.44,72.57,NA,1.84,NA,NA,NA,42.1,10.68,1089.84
18-12-2016 00:00,19-12-2016 00:00,IHBAS,1.03,291.04,18.91,61.62,127.68,1006.88,NA,200.11,18.29,76.43,NA,1.13,NA,NA,NA,42.46,7.62,1107.32
19-12-2016 00:00,20-12-2016 00:00,IHBAS,1.06,282.68,19.44,60.12,128.06,1006.51,NA,210.64,18.21,79.62,NA,1.52,NA,NA,NA,46.9,9.05,984.44
20-12-2016 00:00,21-12-2016 00:00,IHBAS,1.14,271.38,20.82,51.84,139.11,1004.61,NA,168.08,12.26,49.36,NA,0.94,NA,NA,NA,47.03,5.99,696.14
21-12-2016 00:00,22-12-2016 00:00,IHBAS,1.11,271,20.58,50.63,145.87,1004.47,NA,126.63,18.39,54.1,NA,1.02,NA,NA,NA,43.26,6.31,988.51
22-12-2016 00:00,23-12-2016 00:00,IHBAS,1.02,300.68,19.17,58.11,128.08,1004.88,NA,163.82,45.48,79.12,NA,1.31,NA,NA,NA,50.35,10.46,951.83
23-12-2016 00:00,24-12-2016 00:00,IHBAS,0.98,129.8,17.77,75.03,100.61,1002.98,NA,215.83,74.34,101.31,NA,60.28,NA,NA,NA,62.23,16.77,1357.85
24-12-2016 00:00,25-12-2016 00:00,IHBAS,1.05,90.48,18.41,77.78,97.01,1000.26,NA,108.85,109.23,85.43,NA,2.81,NA,NA,NA,64.94,20.08,1107.54
25-12-2016 00:00,26-12-2016 00:00,IHBAS,1.07,223.05,16.7,87.85,39.27,1002.69,NA,120.38,18.85,57.82,NA,2.17,NA,NA,NA,49.78,9.91,910.51
26-12-2016 00:00,27-12-2016 00:00,IHBAS,1.07,285.11,18.36,66.02,129.2,1005.89,NA,112.23,23.85,55.11,NA,1.31,NA,NA,NA,66.08,21.34,848.41
27-12-2016 00:00,28-12-2016 00:00,IHBAS,1.06,280.51,18.54,62.73,129.87,1006.05,NA,114.04,36.92,66.98,NA,1.39,NA,NA,NA,60.54,12.03,981.47
28-12-2016 00:00,29-12-2016 00:00,IHBAS,1,230.35,18.24,66.63,114.37,1004.81,NA,120.51,101.79,93.77,NA,1.85,NA,NA,NA,61.26,17.74,930.43
29-12-2016 00:00,30-12-2016 00:00,IHBAS,1.04,83.02,15.76,80.35,144.36,1006.39,NA,127.68,120.04,86.51,NA,2.07,NA,NA,NA,56.49,34.69,1042.52
30-12-2016 00:00,31-12-2016 00:00,IHBAS,1.04,115.26,16.66,76.85,133.58,1006.5,NA,117.22,42.64,68.36,NA,1.02,NA,NA,NA,54.78,33.63,725.73
31-12-2016 00:00,01-01-2017 00:00,IHBAS,1.05,114.86,16.6,79.98,109.94,1005.31,NA,117.48,60.76,78.79,NA,1.62,NA,NA,NA,53.14,25.29,985.92
01-01-2017 00:00,02-01-2017 00:00,IHBAS,0.98,99.1,17.99,80.05,106.32,1005.46,NA,117.09,95.55,61.25,NA,2.01,NA,NA,NA,57.14,26.19,1263.65
02-01-2017 00:00,03-01-2017 00:00,IHBAS,0.93,121.7,19.79,73.36,122.56,1007.29,NA,118.4,65.96,50.78,NA,1.14,NA,NA,NA,54.11,20.52,935.24
03-01-2017 00:00,04-01-2017 00:00,IHBAS,1.01,287.93,18.81,79.4,84.81,1007.43,NA,111.23,58.67,63.57,NA,1.2,NA,NA,NA,53.02,15.38,1240.93
04-01-2017 00:00,05-01-2017 00:00,IHBAS,1.04,203.34,19.87,71.02,128.36,1004.96,NA,131.75,170.08,87.86,NA,1.97,NA,NA,NA,77.88,25.45,2113.19
05-01-2017 00:00,06-01-2017 00:00,IHBAS,0.96,162.52,20.28,74.32,108.26,1003.09,NA,218.24,57.46,49.63,NA,1.76,NA,NA,NA,82.44,19.72,1196.07
06-01-2017 00:00,07-01-2017 00:00,IHBAS,1.09,111.18,19.84,78.04,109.6,1000.8,NA,187.95,43.7,34.85,NA,1.62,NA,NA,NA,70.11,16.06,925.72
07-01-2017 00:00,08-01-2017 00:00,IHBAS,1.08,106.26,16.45,93.21,36.78,1000.37,NA,126.87,12.8,20.1,NA,1.15,NA,NA,NA,48.49,10.75,565.07
08-01-2017 00:00,09-01-2017 00:00,IHBAS,0.89,156.43,16.3,80.16,139.69,1004.03,NA,106.33,13.8,27.19,NA,0.97,NA,NA,NA,49,18.86,708.38
09-01-2017 00:00,10-01-2017 00:00,IHBAS,1.01,306.09,16.09,72.35,160.26,1004.54,NA,126.81,14.2,32.27,NA,1.38,NA,NA,NA,44.73,17.58,767.25
10-01-2017 00:00,11-01-2017 00:00,IHBAS,1.07,298.85,14.98,46.58,199.96,1005.29,NA,108.33,11.92,32.07,NA,0.74,NA,NA,NA,39.05,11.17,668.06
11-01-2017 00:00,12-01-2017 00:00,IHBAS,1.06,280.79,14,45.91,166,1005.58,NA,143,20.88,46.44,NA,0.92,NA,NA,NA,42.42,20.34,616.88
12-01-2017 00:00,13-01-2017 00:00,IHBAS,1.03,276.92,14.12,62.67,148.57,1005.21,NA,99.79,33.64,60.01,NA,1.31,NA,NA,NA,53.24,23.56,857.5
13-01-2017 00:00,14-01-2017 00:00,IHBAS,1.06,292.49,15,61.01,167.76,1006.14,NA,120.4,37.35,59.86,NA,1.8,NA,NA,NA,64.98,29.04,774.43
14-01-2017 00:00,15-01-2017 00:00,IHBAS,0.97,289.99,15.14,63.65,116.79,1007.8,NA,170.52,28.58,60.57,NA,1.41,NA,NA,NA,64.78,25.05,744.71
15-01-2017 00:00,16-01-2017 00:00,IHBAS,0.88,166.26,17.67,61.48,142.23,1007.19,NA,117.6,59.01,71.68,NA,2.16,NA,NA,NA,95.5,24.6,1083.54
16-01-2017 00:00,17-01-2017 00:00,IHBAS,1.07,232.23,15.89,73.86,139.06,1005.77,NA,139.65,29.76,43.41,NA,1.3,NA,NA,NA,67.77,13.47,548.04
17-01-2017 00:00,18-01-2017 00:00,IHBAS,1.01,266.95,13.51,75.43,189.71,1008.02,NA,107.66,23.47,37.39,NA,-14.77,NA,NA,NA,57.78,14.67,689.37
18-01-2017 00:00,19-01-2017 00:00,IHBAS,1.04,311.81,14.47,75.62,159.66,1010.95,NA,111.29,21.36,142.23,NA,0.81,NA,NA,NA,65.54,16.16,783.05
19-01-2017 00:00,20-01-2017 00:00,IHBAS,1.08,298.43,15.8,67.77,174.82,1012.21,NA,85.31,17.71,36.18,NA,0.75,NA,NA,NA,22.1,5.43,618.16
20-01-2017 00:00,21-01-2017 00:00,IHBAS,1.08,285.72,16.89,58.94,219.89,1010.76,NA,70.63,17.61,41.8,NA,0.79,NA,NA,NA,21.51,4.69,668.06
21-01-2017 00:00,22-01-2017 00:00,IHBAS,1.02,286.27,16.49,64.44,127.02,1009.7,NA,124,28.88,65.89,NA,1.2,NA,NA,NA,19.41,10.2,764.6
22-01-2017 00:00,23-01-2017 00:00,IHBAS,0.98,279.05,19.08,76.13,140.04,1010.62,NA,118.84,33.4,54.86,NA,1.03,NA,NA,NA,26.13,9.79,929.16
23-01-2017 00:00,24-01-2017 00:00,IHBAS,1.04,299.33,20.85,69.22,158.72,1009.09,NA,100.47,21.88,54.11,NA,0.9,NA,NA,NA,30.09,8.75,700.77
24-01-2017 00:00,25-01-2017 00:00,IHBAS,1,200.25,20.6,69.97,145.78,1007.75,NA,124.52,55.06,64.2,NA,1.09,NA,NA,NA,19.73,12.11,922.57
25-01-2017 00:00,26-01-2017 00:00,IHBAS,1.06,109.06,21.92,72.95,113.28,1007.76,NA,161.59,47.46,63.95,NA,1.21,NA,NA,NA,22,13.31,476.9
26-01-2017 00:00,27-01-2017 00:00,IHBAS,1.01,117.24,19.06,86.12,22.06,1007.11,NA,86.4,60.18,66.55,NA,0.98,NA,NA,NA,23.22,7.65,519.09
27-01-2017 00:00,28-01-2017 00:00,IHBAS,1.05,261.11,17.73,82.49,114.14,1007.03,NA,38.09,16.83,28.29,NA,0.87,NA,NA,NA,16.45,7.29,651.14
28-01-2017 00:00,29-01-2017 00:00,IHBAS,1.07,284.63,16.62,86.39,174.54,1008.96,NA,58.98,23.56,35.08,NA,0.83,NA,NA,NA,18.06,8.1,764.7
29-01-2017 00:00,30-01-2017 00:00,IHBAS,1.06,280.29,17.94,77.03,181.24,1006.34,NA,68.22,23.37,41.86,NA,0.94,NA,NA,NA,17.9,9.59,820.9
30-01-2017 00:00,31-01-2017 00:00,IHBAS,0.99,305.41,18.52,70.43,177.55,1004.84,NA,107.79,47.34,57.38,NA,1.27,NA,NA,NA,20.73,10.71,836.74
31-01-2017 00:00,01-02-2017 00:00,IHBAS,1.01,228.95,19.08,58.96,169.31,1004.27,NA,148.52,58.38,54.01,NA,1.13,NA,NA,NA,30.5,8.82,794.75
01-02-2017 00:00,02-02-2017 00:00,IHBAS,1.02,283.38,16.61,86.68,31.04,1005.53,NA,83.68,32.84,51.62,NA,0.85,NA,NA,NA,31.83,8.94,1042.32
02-02-2017 00:00,03-02-2017 00:00,IHBAS,0.97,253.26,19.12,67.05,184.87,1008.46,NA,115.53,53.53,54.25,NA,1.06,NA,NA,NA,26.65,8.94,904.13
03-02-2017 00:00,04-02-2017 00:00,IHBAS,0.96,309.91,19.67,66.76,189.62,1006.97,NA,127.7,57.47,57.06,NA,1.39,NA,NA,NA,28.16,14.06,915.64
04-02-2017 00:00,05-02-2017 00:00,IHBAS,1.11,130.39,20.17,71.43,155.34,1003.91,NA,159.06,69.74,54.78,NA,1.13,NA,NA,NA,29.05,11.97,876.07
05-02-2017 00:00,06-02-2017 00:00,IHBAS,1.08,112.63,21.29,59.91,171.05,1002.74,NA,106.23,16.17,38.13,NA,0.95,NA,NA,NA,36.74,14.75,653.4
06-02-2017 00:00,07-02-2017 00:00,IHBAS,1.09,308.99,19.64,42.62,23.36,1005.76,NA,66.29,18.77,45.49,NA,1.03,NA,NA,NA,33.72,7.72,264.92
07-02-2017 00:00,08-02-2017 00:00,IHBAS,1.08,293.38,17.84,51.94,223.55,1005.01,NA,56.31,17.22,48.22,NA,0.81,NA,NA,NA,26.73,9.37,693.46
08-02-2017 00:00,09-02-2017 00:00,IHBAS,1.04,261.72,19.67,57.28,213.86,1004.05,NA,90.51,14.58,105.44,NA,0.76,NA,NA,NA,24.13,18.81,829.42
09-02-2017 00:00,10-02-2017 00:00,IHBAS,1.03,283.62,18.85,64.99,201.88,1004.96,NA,100.53,11,84.65,NA,0.62,NA,NA,NA,22.5,11.28,844.39
10-02-2017 00:00,11-02-2017 00:00,IHBAS,1.1,286.64,19.61,57.4,222.82,1004.31,NA,66.28,13.92,91.86,NA,0.63,NA,NA,NA,32.87,10.25,814.89
11-02-2017 00:00,12-02-2017 00:00,IHBAS,1,299.15,19.79,56.01,220.99,1005.3,NA,71.37,13.13,93.83,NA,0.71,NA,NA,NA,32.59,14.43,718.91
12-02-2017 00:00,13-02-2017 00:00,IHBAS,0.97,226.49,20.11,61.55,190.48,1008.94,NA,97.72,10.87,82.2,NA,0.71,NA,NA,NA,35.6,16.72,769.72
13-02-2017 00:00,14-02-2017 00:00,IHBAS,1.05,307.02,20.88,53.58,225.35,1010.74,NA,73.64,10.97,90.06,NA,0.6,NA,NA,NA,33.83,19.79,877.01
14-02-2017 00:00,15-02-2017 00:00,IHBAS,1.11,279.36,24.12,40.68,324.95,1010.85,NA,73.8,11.81,100.48,NA,0.96,NA,NA,NA,37.75,12.71,800.56
15-02-2017 00:00,16-02-2017 00:00,IHBAS,1.05,275.83,22.84,53.2,215.01,1009.89,NA,78.16,14.3,109.67,NA,0.87,NA,NA,NA,38.84,13.6,886.25
16-02-2017 00:00,17-02-2017 00:00,IHBAS,1.08,282.11,23.37,51.95,205.21,1007.48,NA,81,12.38,92.22,NA,1.34,NA,NA,NA,41.45,13.88,576.06
17-02-2017 00:00,18-02-2017 00:00,IHBAS,1.07,272.55,23.8,57.5,172.43,1006.15,NA,69.17,12.67,86.05,NA,1.79,NA,NA,NA,38.79,13.54,758.26
18-02-2017 00:00,19-02-2017 00:00,IHBAS,1.05,288.26,25.21,64.59,216.2,1006.16,NA,71.22,16.89,88.2,NA,1.13,NA,NA,NA,48.99,11.24,914.37
19-02-2017 00:00,20-02-2017 00:00,IHBAS,1.03,215.41,26.38,60.27,211.64,1002.77,NA,84.74,25.82,83.3,NA,0.83,NA,NA,NA,43.16,10.6,883.93
20-02-2017 00:00,21-02-2017 00:00,IHBAS,0.96,185.25,27.09,59.48,202.33,994.54,NA,93.16,31.16,97.69,NA,1.1,NA,NA,NA,42.37,9.4,1070.24
21-02-2017 00:00,22-02-2017 00:00,IHBAS,1.12,245.32,24.85,62.77,228.44,995.69,NA,74.7,11.11,61.37,NA,1.16,NA,NA,NA,45.47,13.64,634.24
22-02-2017 00:00,23-02-2017 00:00,IHBAS,1.03,234.08,22.71,57.65,174.95,1000.71,NA,67.4,14.02,72.01,NA,0.86,NA,NA,NA,32.77,22.16,1050.58
23-02-2017 00:00,24-02-2017 00:00,IHBAS,1.14,296.18,22.23,33.57,237.07,1003.82,NA,47.42,6.58,65.47,NA,0.64,NA,NA,NA,27.69,22.17,1318.82
24-02-2017 00:00,25-02-2017 00:00,IHBAS,1.16,287.26,22.88,28.3,216.33,1005.07,NA,55.22,6.25,58.62,NA,0.41,NA,NA,NA,40.33,5.81,991.6
25-02-2017 00:00,26-02-2017 00:00,IHBAS,1.14,282.55,24.13,29.48,260.05,1003.12,NA,56.44,8.19,69.02,NA,0.46,NA,NA,NA,40.95,8.43,1238.67
26-02-2017 00:00,27-02-2017 00:00,IHBAS,1.13,269.3,23.41,38.51,271.94,1001.47,NA,61.19,8.8,71,NA,1.43,NA,NA,NA,42.96,8.92,1164.69
27-02-2017 00:00,28-02-2017 00:00,IHBAS,1.05,271.11,24.71,40.53,192.1,1002.86,NA,61.56,11.1,69.41,NA,0.86,NA,NA,NA,31.96,10.2,1625.01
28-02-2017 00:00,01-03-2017 00:00,IHBAS,0.96,155.59,25.46,51.7,209.58,1003.14,NA,89.64,49.79,84.44,NA,1.05,NA,NA,NA,29.72,12.81,1968.14
01-03-2017 00:00,02-03-2017 00:00,IHBAS,0.98,144.72,26.66,69.94,208.18,997.39,NA,103.98,67.24,78.78,NA,1.33,NA,NA,NA,37.69,27.12,1850.26
02-03-2017 00:00,03-03-2017 00:00,IHBAS,1.27,226.08,25.72,56.64,154.75,1001.07,NA,88.06,22.51,79.29,NA,1,NA,NA,NA,50.01,22.3,1262.42
03-03-2017 00:00,04-03-2017 00:00,IHBAS,1.08,316.66,24.3,41.44,213.93,999.76,NA,43,19.67,60.61,NA,0.79,NA,NA,NA,60.17,16.09,1343.21
04-03-2017 00:00,05-03-2017 00:00,IHBAS,2.18,291.27,23.6,36.14,253.97,998.71,NA,52.51,20.45,61.17,NA,0.39,NA,NA,NA,39.43,7.94,1119.05
05-03-2017 00:00,06-03-2017 00:00,IHBAS,3.85,273.94,20.41,47.85,54.5,999.03,NA,NA,17.93,73.27,NA,0.93,NA,NA,NA,14.34,13.35,999.99
06-03-2017 00:00,07-03-2017 00:00,IHBAS,1.1,289.46,27.59,21.29,360.09,998.82,NA,46.49,24.02,67.6,NA,0.85,NA,NA,NA,48.82,14.03,1371.69
07-03-2017 00:00,08-03-2017 00:00,IHBAS,0.98,181,25.88,36.36,219.56,997.53,NA,75.16,41.75,92.94,NA,0.77,NA,NA,NA,54.99,24.31,1641.82
08-03-2017 00:00,09-03-2017 00:00,IHBAS,1.04,79.78,23.39,49.38,124.76,997.34,NA,89.64,21.85,58.95,NA,3.66,NA,NA,NA,51.32,27.17,806.15
09-03-2017 00:00,10-03-2017 00:00,IHBAS,1.05,95.08,21.61,68.68,176.28,996.47,NA,50.46,24.25,59.54,NA,0.87,NA,NA,NA,54.7,17.89,1256.98
10-03-2017 00:00,11-03-2017 00:00,IHBAS,1.1,118.68,20.63,71.35,240.39,995.39,NA,30.62,25.41,60.9,NA,0.87,NA,NA,NA,54.61,18.97,1023.07
11-03-2017 00:00,12-03-2017 00:00,IHBAS,0.92,183.9,22.14,44.99,297.28,999.12,NA,40.03,22.59,59.26,NA,0.55,NA,NA,NA,47.07,16.3,1279.68
12-03-2017 00:00,13-03-2017 00:00,IHBAS,1.07,264.95,20.31,52.3,278.97,1003.4,NA,41.33,26.75,63.42,NA,0.66,NA,NA,NA,49,11.84,1385.56
13-03-2017 00:00,14-03-2017 00:00,IHBAS,1.07,301.78,20.81,35.75,314.54,1003.49,NA,48.67,21.22,44.18,NA,0.54,NA,NA,NA,61.61,15.14,1144.12
14-03-2017 00:00,15-03-2017 00:00,IHBAS,0.91,215.89,20.36,48.51,361.21,1005.59,NA,59.33,23.14,48.11,NA,1.06,NA,NA,NA,41.13,19.8,1591.58
15-03-2017 00:00,16-03-2017 00:00,IHBAS,1,286.61,27.36,26.84,297.37,1002.41,NA,27.48,19.13,53.61,NA,0.4,NA,NA,NA,62.88,11.57,876.37
16-03-2017 00:00,17-03-2017 00:00,IHBAS,0.95,278.96,25.92,41.75,224.68,1000.61,NA,65.8,31.99,75.84,NA,0.7,NA,NA,NA,47.4,18.57,1930.59
17-03-2017 00:00,18-03-2017 00:00,IHBAS,1.11,299.14,27.29,39.63,225.08,998.62,NA,38.63,19.01,48.59,NA,0.83,NA,NA,NA,49.65,12.16,1087.47
18-03-2017 00:00,19-03-2017 00:00,IHBAS,1.02,257.71,26.59,38.55,295.66,999.12,NA,51.46,22.11,60.98,NA,0.62,NA,NA,NA,44.42,26.81,1246.59
19-03-2017 00:00,20-03-2017 00:00,IHBAS,0.94,156.16,23.29,62.56,11.3,998.81,NA,186.93,48.1,83.77,NA,0.28,NA,NA,NA,63.21,32.08,1917.67
20-03-2017 00:00,21-03-2017 00:00,IHBAS,1.17,301.58,32.32,20.68,856.84,1001.76,NA,38.69,19.44,35.18,NA,NA,NA,NA,NA,38.75,9.74,NA
21-03-2017 00:00,22-03-2017 00:00,IHBAS,1.08,283.42,33.09,26.96,393.64,1001.15,NA,53.73,19.78,63.63,NA,1.18,NA,NA,NA,46.46,18.92,1163.12
22-03-2017 00:00,23-03-2017 00:00,IHBAS,1.11,254.16,31.68,36.59,281.2,999.54,NA,69.01,26.38,75.55,NA,0.71,NA,NA,NA,54.92,14.77,1342.18
23-03-2017 00:00,24-03-2017 00:00,IHBAS,0.99,280.45,32.46,42.05,220.56,998.37,NA,68.57,27.24,77.7,NA,0.89,NA,NA,NA,53.62,32.99,1566.35
24-03-2017 00:00,25-03-2017 00:00,IHBAS,1.06,275.47,31.74,41.75,254.45,999.01,NA,57.82,21.95,50.54,NA,0.44,NA,NA,NA,52.82,26.33,1326.03
25-03-2017 00:00,26-03-2017 00:00,IHBAS,1.1,288.67,29.18,41.65,171.86,999.65,NA,36,20,48.8,NA,0.58,NA,NA,NA,46.04,20.2,1443.45
26-03-2017 00:00,27-03-2017 00:00,IHBAS,1.12,283.26,32.14,32.09,300.69,1000.12,NA,36.29,NA,NA,NA,0.69,NA,NA,NA,NA,16.31,1299.92
27-03-2017 00:00,28-03-2017 00:00,IHBAS,1.12,290.8,33.27,34.03,262.57,998.78,NA,48.49,19.25,55.37,NA,0.78,NA,NA,NA,47.3,12.61,1248.1
28-03-2017 00:00,29-03-2017 00:00,IHBAS,1.06,287.7,34.71,33.15,279.77,998.05,NA,78.26,20.55,59.1,NA,0.74,NA,NA,NA,55.98,5.67,1352.78
29-03-2017 00:00,30-03-2017 00:00,IHBAS,1.09,277.19,35.67,29.45,284.8,996.52,NA,75.58,20.63,56.54,NA,0.75,NA,NA,NA,53.02,5.71,1122.11
30-03-2017 00:00,31-03-2017 00:00,IHBAS,0.92,289.09,34.92,30.92,270.37,996.43,NA,58.68,19.76,51.57,NA,0.77,NA,NA,NA,50.01,5.71,1271.24
31-03-2017 00:00,01-04-2017 00:00,IHBAS,0.93,280.97,36.12,28.01,252.74,997.04,NA,70.89,21.26,65.48,NA,1.01,NA,NA,NA,45.09,10.94,1166.73
01-04-2017 00:00,02-04-2017 00:00,IHBAS,0.91,289.86,36.69,26.15,242.01,994.61,NA,82.26,21,60.87,NA,0.7,NA,NA,NA,51.43,21.87,687.96
02-04-2017 00:00,03-04-2017 00:00,IHBAS,0.91,291.73,35.7,23.75,228.73,992.97,NA,76.12,18.83,54.12,NA,0.71,NA,NA,NA,52,23.78,843.69
03-04-2017 00:00,04-04-2017 00:00,IHBAS,0.89,302.44,35.77,18.11,236.37,993.6,NA,78.21,19.27,54.67,NA,0.71,NA,NA,NA,45.58,30.33,835.86
